DateTime.MST,GB2,GB4,GB5,GB6,GB7,GB8,GB9,GB10,GB2_T,GB4_T,GB5_T,GB6_T,GB7_T,GB8_T,GB9_T,GB10_T
2020-07-06 11:00:00,,,,,,,,,,,,,,,,
2020-07-06 12:00:00,,,,,,,,,,,,,,,,
2020-07-06 13:00:00,,,,,,,,,,,,,,,,
2020-07-06 14:00:00,,,,,,,,,,,,,,,,
2020-07-06 15:00:00,,,,,,,,,,,,,,,,
2020-07-06 16:00:00,,,,,,,,,,,,,,,,
2020-07-06 17:00:00,,,,,,,,,,,,,,,,
2020-07-06 18:00:00,,,,,,,,,,,,,,,,
2020-07-06 19:00:00,,,,,,,,,,,,,,,,
2020-07-06 20:00:00,,,,,,,,,,,,,,,,
2020-07-06 21:00:00,,,,,,,,,,,,,,,,
2020-07-06 22:00:00,,,,,,,,,,,,,,,,
2020-07-06 23:00:00,,,,,,,,,,,,,,,,
2020-07-07 00:00:00,,,,,,,,,,,,,,,,
2020-07-07 01:00:00,,,,,,,,,,,,,,,,
2020-07-07 02:00:00,,,,,,,,,,,,,,,,
2020-07-07 03:00:00,,,,,,,,,,,,,,,,
2020-07-07 04:00:00,,,,,,,,,,,,,,,,
2020-07-07 05:00:00,,,,,,,,,,,,,,,,
2020-07-07 06:00:00,,,,,,,,,,,,,,,,
2020-07-07 07:00:00,,,,,,,,,,,,,,,,
2020-07-07 08:00:00,,,,,,,,,,,,,,,,
2020-07-07 09:00:00,,,,,,,,,,,,,,,,
2020-07-07 10:00:00,,,,,,,,,,,,,,,,
2020-07-07 11:00:00,,,,,,,,,,,,,,,,
2020-07-07 12:00:00,,,,,,,,,,,,,,,,
2020-07-07 13:00:00,,,,,,,,,,,,,,,,
2020-07-07 14:00:00,,,,,,,,,,,,,,,,
2020-07-07 15:00:00,,,,,,,,,,,,,,,,
2020-07-07 16:00:00,,,,,,,,,,,,,,,,
2020-07-07 17:00:00,,,,,,,,,,,,,,,,
2020-07-07 18:00:00,,,,,,,,,,,,,,,,
2020-07-07 19:00:00,2725.74,,,,,,,,4.415,,,,,,,
2020-07-07 20:00:00,2725.744,,,,,2725.647,,,4.415,,,,,5.962,,
2020-07-07 21:00:00,2725.747,,,,,2725.647,,,4.415,,,,,5.962,,
2020-07-07 22:00:00,2725.746,,,,,2725.647,,,4.415,,,,,5.962,,
2020-07-07 23:00:00,2725.747,,,,,2725.647,,,4.415,,,,,5.962,,
2020-07-08 00:00:00,2725.745,,,,,2725.645,,,4.415,,,,,5.962,,
2020-07-08 01:00:00,2725.744,,,,,2725.642,,,4.415,,,,,5.962,,
2020-07-08 02:00:00,2725.744,,,,,2725.641,,,4.415,,,,,5.962,,
2020-07-08 03:00:00,2725.742,,,,,2725.639,,,4.415,,,,,5.962,,
2020-07-08 04:00:00,2725.738,,,,,2725.635,,,4.311,,,,,5.962,,
2020-07-08 05:00:00,2725.739,,,,,2725.636,,,4.415,,,,,5.962,,
2020-07-08 06:00:00,2725.739,,,,,2725.634,,,4.415,,,,,5.962,,
2020-07-08 07:00:00,2725.737,,,,,2725.632,,,4.415,,,,,5.962,,
2020-07-08 08:00:00,2725.737,,,,,2725.633,,,4.311,,,,,5.962,,
2020-07-08 09:00:00,2725.734,,,,,2725.63,,,4.311,,,,,6.064,,
2020-07-08 10:00:00,2725.731,,,,,2725.628,,,4.311,,,,,6.064,,
2020-07-08 11:00:00,2725.73,,,,,2725.627,,,4.311,,,,,6.064,,
2020-07-08 12:00:00,2725.727,,,,,2725.623,,,4.311,,,,,6.064,,
2020-07-08 13:00:00,2725.726,,,,,2725.624,,,4.311,,,,,6.064,,
2020-07-08 14:00:00,2725.726,,,,,2725.622,,,4.311,,,,,6.064,,
2020-07-08 15:00:00,2725.725,,,,,2725.62,,,4.311,,,,,6.064,,
2020-07-08 16:00:00,2725.725,,,,,2725.622,,,4.311,,,,,6.064,,
2020-07-08 17:00:00,2725.725,,,,,2725.623,,,4.311,,,,,6.064,,
2020-07-08 18:00:00,2725.728,,,,,2725.626,,,4.415,,,,,6.064,,
2020-07-08 19:00:00,2725.731,,,,,2725.627,,,4.415,,,,,6.064,,
2020-07-08 20:00:00,2725.732,,,,,2725.633,,,4.311,,,,,6.064,,
2020-07-08 21:00:00,2725.734,,,,,2725.634,,,4.311,,,,,6.064,,
2020-07-08 22:00:00,2725.739,,,,,2725.634,,,4.415,,,,,6.064,,
2020-07-08 23:00:00,2725.738,,,,,2725.635,,,4.415,,,,,6.064,,
2020-07-09 00:00:00,2725.738,,,,,2725.632,,,4.415,,,,,6.064,,
2020-07-09 01:00:00,2725.738,,,,,2725.633,,,4.415,,,,,6.064,,
2020-07-09 02:00:00,2725.736,,,,,2725.629,,,4.415,,,,,6.064,,
2020-07-09 03:00:00,2725.736,,,,,2725.629,,,4.415,,,,,6.064,,
2020-07-09 04:00:00,2725.735,,,,,2725.628,,,4.415,,,,,6.064,,
2020-07-09 05:00:00,2725.734,,,,,2725.626,,,4.415,,,,,6.064,,
2020-07-09 06:00:00,2725.732,,,,,2725.624,,,4.415,,,,,6.064,,
2020-07-09 07:00:00,2725.729,,,,,2725.623,,,4.415,,,,,6.064,,
2020-07-09 08:00:00,2725.73,,,,,2725.623,,,4.415,,,,,6.064,,
2020-07-09 09:00:00,2725.729,,,,,2725.623,,,4.415,,,,,6.064,,
2020-07-09 10:00:00,2725.729,,,,,2725.621,,,4.415,,,,,6.166,,
2020-07-09 11:00:00,2725.726,,,,,2725.62,,,4.415,,,,,6.166,,
2020-07-09 12:00:00,2725.724,,,,,2725.618,,,4.415,,,,,6.166,,
2020-07-09 13:00:00,2725.722,,,,,2725.617,,,4.415,,,,,6.166,,
2020-07-09 14:00:00,2725.722,,,,,2725.62,,,4.415,,,,,6.166,,
2020-07-09 15:00:00,2725.72,,,,,2725.615,,,4.415,,,,,6.166,,
2020-07-09 16:00:00,2725.721,,,,,2725.614,,,4.415,,,,,6.166,,
2020-07-09 17:00:00,2725.721,,,,,2725.615,,,4.415,,,,,6.166,,
2020-07-09 18:00:00,2725.722,,,,,2725.62,,,4.415,,,,,6.166,,
2020-07-09 19:00:00,2725.726,,,,,2725.623,,,4.415,,,,,6.166,,
2020-07-09 20:00:00,2725.729,,,,,2725.626,,,4.415,,,,,6.166,,
2020-07-09 21:00:00,2725.73,,,,,2725.627,,,4.415,,,,,6.166,,
2020-07-09 22:00:00,2725.731,,,,,2725.628,,,4.415,,,,,6.166,,
2020-07-09 23:00:00,2725.733,,,,,2725.629,,,4.415,,,,,6.166,,
2020-07-10 00:00:00,2725.734,,,,,2725.629,,,4.415,,,,,6.166,,
2020-07-10 01:00:00,2725.734,,,,,2725.627,,,4.415,,,,,6.166,,
2020-07-10 02:00:00,2725.732,,,,,2725.626,,,4.415,,,,,6.166,,
2020-07-10 03:00:00,2725.732,,,,,2725.626,,,4.415,,,,,6.166,,
2020-07-10 04:00:00,2725.729,,,,,2725.623,,,4.415,,,,,6.166,,
2020-07-10 05:00:00,2725.73,,,,,2725.62,,,4.415,,,,,6.166,,
2020-07-10 06:00:00,2725.728,,,,,2725.621,,,4.415,,,,,6.166,,
2020-07-10 07:00:00,2725.727,,,,,2725.619,,,4.415,,,,,6.166,,
2020-07-10 08:00:00,2725.727,,,,,2725.619,,,4.415,,,,,6.166,,
2020-07-10 09:00:00,2725.725,,,,,2725.617,,,4.415,,,,,6.166,,
2020-07-10 10:00:00,2725.722,,,,,2725.615,,,4.415,,,,,6.268,,
2020-07-10 11:00:00,2725.721,,,,,2725.616,,,4.415,,,,,6.268,,
2020-07-10 12:00:00,2725.719,,,,,2725.614,,,4.415,,,,,6.268,,
2020-07-10 13:00:00,2725.72,,,,,2725.612,,,4.415,,,,,6.268,,
2020-07-10 14:00:00,2725.717,,,,,2725.611,,,4.415,,,,,6.268,,
2020-07-10 15:00:00,2725.718,,,,,2725.612,,,4.415,,,,,6.268,,
2020-07-10 16:00:00,2725.716,,,,,2725.61,,,4.519,,,,,6.268,,
2020-07-10 17:00:00,2725.718,,,,,2725.614,,,4.519,,,,,6.268,,
2020-07-10 18:00:00,2725.719,,,,,2725.616,,,4.519,,,,,6.268,,
2020-07-10 19:00:00,2725.723,,,,,2725.618,,,4.519,,,,,6.268,,
2020-07-10 20:00:00,2725.726,,,,,2725.621,,,4.519,,,,,6.268,,
2020-07-10 21:00:00,2725.728,,,,,2725.624,,,4.519,,,,,6.268,,
2020-07-10 22:00:00,2725.728,,,,,2725.624,,,4.519,,,,,6.268,,
2020-07-10 23:00:00,2725.728,,,,,2725.625,,,4.519,,,,,6.268,,
2020-07-11 00:00:00,2725.731,,,,,2725.624,,,4.519,,,,,6.268,,
2020-07-11 01:00:00,2725.728,,,,,2725.624,,,4.519,,,,,6.268,,
2020-07-11 02:00:00,2725.729,,,,,2725.624,,,4.519,,,,,6.268,,
2020-07-11 03:00:00,2725.727,,,,,2725.62,,,4.519,,,,,6.268,,
2020-07-11 04:00:00,2725.729,,,,,2725.619,,,4.519,,,,,6.268,,
2020-07-11 05:00:00,2725.725,,,,,2725.616,,,4.519,,,,,6.268,,
2020-07-11 06:00:00,2725.725,,,,,2725.617,,,4.519,,,,,6.268,,
2020-07-11 07:00:00,2725.724,,,,,2725.616,,,4.519,,,,,6.37,,
2020-07-11 08:00:00,2725.723,,,,,2725.615,,,4.519,,,,,6.37,,
2020-07-11 09:00:00,2725.721,,,,,2725.613,,,4.519,,,,,6.37,,
2020-07-11 10:00:00,2725.719,,,,,2725.614,,,4.519,,,,,6.37,,
2020-07-11 11:00:00,2725.717,,,,,2725.611,,,4.519,,,,,6.37,,
2020-07-11 12:00:00,2725.716,,,,,2725.611,,,4.519,,,,,6.37,,
2020-07-11 13:00:00,2725.715,,,,,2725.609,,,4.519,,,,,6.37,,
2020-07-11 14:00:00,2725.713,,,,,2725.608,,,4.519,,,,,6.37,,
2020-07-11 15:00:00,2725.713,,,,,2725.609,,,4.519,,,,,6.37,,
2020-07-11 16:00:00,2725.712,,,,,2725.608,,,4.519,,,,,6.37,,
2020-07-11 17:00:00,2725.712,,,,,2725.608,,,4.519,,,,,6.37,,
2020-07-11 18:00:00,2725.714,,,,,2725.611,,,4.519,,,,,6.37,,
2020-07-11 19:00:00,2725.718,,,,,2725.613,,,4.519,,,,,6.37,,
2020-07-11 20:00:00,2725.718,,,,,2725.616,,,4.519,,,,,6.37,,
2020-07-11 21:00:00,2725.723,,,,,2725.62,,,4.519,,,,,6.37,,
2020-07-11 22:00:00,2725.724,,,,,2725.62,,,4.519,,,,,6.37,,
2020-07-11 23:00:00,2725.726,,,,,2725.621,,,4.519,,,,,6.37,,
2020-07-12 00:00:00,2725.725,,,,,2725.619,,,4.519,,,,,6.37,,
2020-07-12 01:00:00,2725.725,,,,,2725.619,,,4.519,,,,,6.37,,
2020-07-12 02:00:00,2725.723,,,,,2725.619,,,4.519,,,,,6.37,,
2020-07-12 03:00:00,2725.724,,,,,2725.616,,,4.623,,,,,6.37,,
2020-07-12 04:00:00,2725.722,,,,,2725.615,,,4.623,,,,,6.37,,
2020-07-12 05:00:00,2725.723,,,,,2725.615,,,4.623,,,,,6.37,,
2020-07-12 06:00:00,2725.721,,,,,2725.613,,,4.623,,,,,6.471,,
2020-07-12 07:00:00,2725.72,,,,,2725.612,,,4.623,,,,,6.471,,
2020-07-12 08:00:00,2725.72,,,,,2725.611,,,4.623,,,,,6.471,,
2020-07-12 09:00:00,2725.718,,,,,2725.609,,,4.623,,,,,6.471,,
2020-07-12 10:00:00,2725.717,,,,,2725.611,,,4.623,,,,,6.471,,
2020-07-12 11:00:00,2725.715,,,,,2725.609,,,4.623,,,,,6.471,,
2020-07-12 12:00:00,2725.711,,,,,2725.606,,,4.623,,,,,6.471,,
2020-07-12 13:00:00,2725.71,,,,,2725.607,,,4.623,,,,,6.471,,
2020-07-12 14:00:00,2725.711,,,,,2725.605,,,4.623,,,,,6.471,,
2020-07-12 15:00:00,2725.709,,,,,2725.606,,,4.623,,,,,6.471,,
2020-07-12 16:00:00,2725.708,,,,,2725.604,,,4.623,,,,,6.471,,
2020-07-12 17:00:00,2725.709,,,,,2725.604,,,4.623,,,,,6.471,,
2020-07-12 18:00:00,2725.711,,,,,2725.609,,,4.623,,,,,6.471,,
2020-07-12 19:00:00,2725.713,,,,,2725.609,,,4.623,,,,,6.471,,
2020-07-12 20:00:00,2725.716,,,,,2725.613,,,4.623,,,,,6.471,,
2020-07-12 21:00:00,2725.711,,,,,2725.608,,,4.623,,,,,6.471,,
2020-07-12 22:00:00,2725.721,,,,,2725.617,,,4.623,,,,,6.471,,
2020-07-12 23:00:00,2725.722,,,,,2725.619,,,4.623,,,,,6.471,,
2020-07-13 00:00:00,2725.723,,,,,2725.621,,,4.623,,,,,6.471,,
2020-07-13 01:00:00,2725.728,,,,,2725.629,,,4.623,,,,,6.471,,
2020-07-13 02:00:00,2725.729,,,,,2725.628,,,4.623,,,,,6.573,,
2020-07-13 03:00:00,2725.729,,,,,2725.626,,,4.623,,,,,6.573,,
2020-07-13 04:00:00,2725.726,,,,,2725.622,,,4.623,,,,,6.573,,
2020-07-13 05:00:00,2725.726,,,,,2725.621,,,4.623,,,,,6.573,,
2020-07-13 06:00:00,2725.725,,,,,2725.621,,,4.623,,,,,6.573,,
2020-07-13 07:00:00,2725.722,,,,,2725.616,,,4.623,,,,,6.573,,
2020-07-13 08:00:00,2725.724,,,,,2725.62,,,4.623,,,,,6.573,,
2020-07-13 09:00:00,2725.725,,,,,2725.621,,,4.623,,,,,6.573,,
2020-07-13 10:00:00,2725.731,,,,,2725.625,,,4.623,,,,,6.573,,
2020-07-13 11:00:00,2725.726,,,,,2725.621,,,4.623,,,,,6.573,,
2020-07-13 12:00:00,2725.726,,,,,2725.619,,,4.623,,,,,6.573,,
2020-07-13 13:00:00,2725.724,,,,,2725.618,,,4.727,,,,,6.573,,
2020-07-13 14:00:00,2725.718,,,,,2725.614,,,4.727,,,,,6.573,,
2020-07-13 15:00:00,2725.717,,,,,2725.616,,,4.727,,,,,6.573,,
2020-07-13 16:00:00,2725.717,,,,,2725.615,,,4.727,,,,,6.573,,
2020-07-13 17:00:00,2725.72,,,,,2725.617,,,4.727,,,,,6.573,,
2020-07-13 18:00:00,2725.721,,,,,2725.619,,,4.727,,,,,6.573,,
2020-07-13 19:00:00,2725.723,,,,,2725.62,,,4.727,,,,,6.573,,
2020-07-13 20:00:00,2725.723,,,,,2725.622,,,4.727,,,,,6.674,,
2020-07-13 21:00:00,2725.726,,,,,2725.624,,,4.727,,,,,6.573,,
2020-07-13 22:00:00,2725.726,,,,,2725.625,,,4.727,,,,,6.674,,
2020-07-13 23:00:00,2725.723,,,,,2725.62,,,4.727,,,,,6.674,,
2020-07-14 00:00:00,2725.737,,,,,2725.632,,,4.727,,,,,6.674,,
2020-07-14 01:00:00,2725.733,,,,,2725.63,,,4.727,,,,,6.674,,
2020-07-14 02:00:00,2725.735,,,,,2725.632,,,4.727,,,,,6.674,,
2020-07-14 03:00:00,2725.733,,,,,2725.627,,,4.727,,,,,6.674,,
2020-07-14 04:00:00,2725.73,,,,,2725.625,,,4.727,,,,,6.674,,
2020-07-14 05:00:00,2725.729,,,,,2725.622,,,4.727,,,,,6.674,,
2020-07-14 06:00:00,2725.728,,,,,2725.622,,,4.727,,,,,6.674,,
2020-07-14 07:00:00,2725.726,,,,,2725.621,,,4.727,,,,,6.674,,
2020-07-14 08:00:00,2725.725,,,,,2725.62,,,4.727,,,,,6.674,,
2020-07-14 09:00:00,2725.725,,,,,2725.618,,,4.727,,,,,6.674,,
2020-07-14 10:00:00,2725.723,,,,,2725.618,,,4.727,,,,,6.674,,
2020-07-14 11:00:00,2725.723,,,,,2725.616,,,4.727,,,,,6.674,,
2020-07-14 12:00:00,2725.719,,,,,2725.615,,,4.727,,,,,6.674,,
2020-07-14 13:00:00,2725.716,,,,,2725.613,,,4.727,,,,,6.674,,
2020-07-14 14:00:00,2725.716,,,,,2725.613,,,4.727,,,,,6.775,,
2020-07-14 15:00:00,2725.714,,,,,2725.611,,,4.727,,,,,6.775,,
2020-07-14 16:00:00,2725.724,,,,,2725.619,,,4.727,,,,,6.775,,
2020-07-14 17:00:00,2725.726,,,,,2725.62,,,4.727,,,,,6.775,,
2020-07-14 18:00:00,2725.728,,,,,2725.623,,,4.727,,,,,6.775,,
2020-07-14 19:00:00,2725.73,,,,,2725.624,,,4.727,,,,,6.775,,
2020-07-14 20:00:00,2725.729,,,,,2725.625,,,4.727,,,,,6.775,,
2020-07-14 21:00:00,2725.731,,,,,2725.627,,,4.727,,,,,6.775,,
2020-07-14 22:00:00,2725.731,,,,,2725.626,,,4.727,,,,,6.775,,
2020-07-14 23:00:00,2725.731,,,,,2725.626,,,4.727,,,,,6.775,,
2020-07-15 00:00:00,2725.73,,,,,2725.623,,,4.831,,,,,6.775,,
2020-07-15 01:00:00,2725.731,,,,,2725.625,,,4.831,,,,,6.775,,
2020-07-15 02:00:00,2725.73,,,,,2725.622,,,4.831,,,,,6.775,,
2020-07-15 03:00:00,2725.727,,,,,2725.62,,,4.831,,,,,6.775,,
2020-07-15 04:00:00,2725.726,,,,,2725.619,,,4.831,,,,,6.775,,
2020-07-15 05:00:00,2725.727,,,,,2725.619,,,4.831,,,,,6.775,,
2020-07-15 06:00:00,2725.724,,,,,2725.616,,,4.831,,,,,6.775,,
2020-07-15 07:00:00,2725.723,,,,,2725.613,,,4.831,,,,,6.775,,
2020-07-15 08:00:00,2725.721,,,,,2725.614,,,4.831,,,,,6.775,,
2020-07-15 09:00:00,2725.72,,,,,2725.613,,,4.831,,,,,6.877,,
2020-07-15 10:00:00,2725.718,,,,,2725.612,,,4.831,,,,,6.877,,
2020-07-15 11:00:00,2725.717,,,,,2725.611,,,4.831,,,,,6.877,,
2020-07-15 12:00:00,2725.712,,,,,2725.607,,,4.831,,,,,6.877,,
2020-07-15 13:00:00,2725.712,,,,,2725.607,,,4.831,,,,,6.877,,
2020-07-15 14:00:00,2725.711,,,,,2725.604,,,4.831,,,,,6.877,,
2020-07-15 15:00:00,2725.712,,,,,2725.606,,,4.831,,,,,6.877,,
2020-07-15 16:00:00,2725.712,,,,,2725.606,,,4.831,,,,,6.877,,
2020-07-15 17:00:00,2725.71,,,,,2725.607,,,4.831,,,,,6.877,,
2020-07-15 18:00:00,2725.712,,,,,2725.606,,,4.831,,,,,6.877,,
2020-07-15 19:00:00,2725.712,,,,,2725.611,,,4.831,,,,,6.877,,
2020-07-15 20:00:00,2725.715,,,,,2725.61,,,4.831,,,,,6.877,,
2020-07-15 21:00:00,2725.718,,,,,2725.613,,,4.831,,,,,6.877,,
2020-07-15 22:00:00,2725.72,,,,,2725.615,,,4.831,,,,,6.877,,
2020-07-15 23:00:00,2725.719,,,,,2725.614,,,4.831,,,,,6.877,,
2020-07-16 00:00:00,2725.718,,,,,2725.613,,,4.831,,,,,6.877,,
2020-07-16 01:00:00,2725.72,,,,,2725.612,,,4.831,,,,,6.978,,
2020-07-16 02:00:00,2725.718,,,,,2725.611,,,4.831,,,,,6.978,,
2020-07-16 03:00:00,2725.718,,,,,2725.611,,,4.831,,,,,6.978,,
2020-07-16 04:00:00,2725.716,,,,,2725.608,,,4.831,,,,,6.978,,
2020-07-16 05:00:00,2725.716,,,,,2725.608,,,4.831,,,,,6.978,,
2020-07-16 06:00:00,2725.713,,,,,2725.606,,,4.831,,,,,6.978,,
2020-07-16 07:00:00,2725.714,,,,,2725.608,,,4.831,,,,,6.978,,
2020-07-16 08:00:00,2725.714,,,,,2725.607,,,4.831,,,,,6.978,,
2020-07-16 09:00:00,2725.712,,,,,2725.606,,,4.934,,,,,6.978,,
2020-07-16 10:00:00,2725.711,,,,,2725.605,,,4.831,,,,,6.978,,
2020-07-16 11:00:00,2725.71,,,,,2725.602,,,4.934,,,,,6.978,,
2020-07-16 12:00:00,2725.71,,,,,2725.603,,,4.934,,,,,6.978,,
2020-07-16 13:00:00,2725.711,,,,,2725.6,,,4.934,,,,,6.978,,
2020-07-16 14:00:00,2725.708,,,,,2725.6,,,4.934,,,,,6.978,,
2020-07-16 15:00:00,2725.709,,,,,2725.599,,,4.934,,,,,6.978,,
2020-07-16 16:00:00,2725.711,,,,,2725.602,,,4.934,,,,,6.978,,
2020-07-16 17:00:00,2725.711,,,,,2725.605,,,4.934,,,,,6.978,,
2020-07-16 18:00:00,2725.713,,,,,2725.608,,,4.934,,,,,6.978,,
2020-07-16 19:00:00,2725.716,,,,,2725.608,,,4.934,,,,,6.978,,
2020-07-16 20:00:00,2725.715,,,,,2725.608,,,4.934,,,,,7.079,,
2020-07-16 21:00:00,2725.714,,,,,2725.608,,,4.934,,,,,7.079,,
2020-07-16 22:00:00,2725.715,,,,,2725.607,,,4.934,,,,,7.079,,
2020-07-16 23:00:00,2725.715,,,,,2725.607,,,4.934,,,,,7.079,,
2020-07-17 00:00:00,2725.716,,,,,2725.608,,,4.934,,,,,7.079,,
2020-07-17 01:00:00,2725.716,,,,,2725.607,,,4.934,,,,,7.079,,
2020-07-17 02:00:00,2725.714,,,,,2725.606,,,4.934,,,,,7.079,,
2020-07-17 03:00:00,2725.714,,,,,2725.605,,,4.934,,,,,7.079,,
2020-07-17 04:00:00,2725.714,,,,,2725.605,,,4.934,,,,,7.079,,
2020-07-17 05:00:00,2725.711,,,,,2725.604,,,4.934,,,,,7.079,,
2020-07-17 06:00:00,2725.713,,,,,2725.605,,,4.934,,,,,7.079,,
2020-07-17 07:00:00,2725.711,,,,,2725.602,,,4.934,,,,,7.079,,
2020-07-17 08:00:00,2725.709,,,,,2725.601,,,4.934,,,,,7.079,,
2020-07-17 09:00:00,2725.709,,,,,2725.601,,,4.934,,,,,7.079,,
2020-07-17 10:00:00,2725.707,,,,,2725.6,,,4.934,,,,,7.079,,
2020-07-17 11:00:00,2725.707,,,,,2725.601,,,4.934,,,,,7.079,,
2020-07-17 12:00:00,2725.705,,,,,2725.6,,,4.934,,,,,7.079,,
2020-07-17 13:00:00,2725.705,,,,,2725.598,,,4.934,,,,,7.079,,
2020-07-17 14:00:00,2725.704,,,,,2725.597,,,4.934,,,,,7.079,,
2020-07-17 15:00:00,2725.703,,,,,2725.598,,,4.934,,,,,7.079,,
2020-07-17 16:00:00,2725.705,,,,,2725.599,,,4.934,,,,,7.179,,
2020-07-17 17:00:00,2725.706,,,,,2725.598,,,4.934,,,,,7.179,,
2020-07-17 18:00:00,2725.705,,,,,2725.597,,,4.934,,,,,7.179,,
2020-07-17 19:00:00,2725.709,,,,,2725.599,,,4.934,,,,,7.179,,
2020-07-17 20:00:00,2725.707,,,,,2725.601,,,4.934,,,,,7.179,,
2020-07-17 21:00:00,2725.709,,,,,2725.603,,,4.934,,,,,7.179,,
2020-07-17 22:00:00,2725.712,,,,,2725.604,,,5.037,,,,,7.179,,
2020-07-17 23:00:00,2725.712,,,,,2725.605,,,5.037,,,,,7.179,,
2020-07-18 00:00:00,2725.714,,,,,2725.606,,,5.037,,,,,7.179,,
2020-07-18 01:00:00,2725.711,,,,,2725.604,,,5.037,,,,,7.179,,
2020-07-18 02:00:00,2725.713,,,,,2725.605,,,5.037,,,,,7.179,,
2020-07-18 03:00:00,2725.712,,,,,2725.605,,,5.037,,,,,7.179,,
2020-07-18 04:00:00,2725.713,,,,,2725.602,,,5.037,,,,,7.179,,
2020-07-18 05:00:00,2725.71,,,,,2725.603,,,5.037,,,,,7.179,,
2020-07-18 06:00:00,2725.709,,,,,2725.6,,,5.037,,,,,7.179,,
2020-07-18 07:00:00,2725.709,,,,,2725.599,,,5.037,,,,,7.179,,
2020-07-18 08:00:00,2725.709,,,,,2725.599,,,5.037,,,,,7.179,,
2020-07-18 09:00:00,2725.708,,,,,2725.6,,,5.037,,,,,7.179,,
2020-07-18 10:00:00,2725.707,,,,,2725.599,,,5.037,,,,,7.179,,
2020-07-18 11:00:00,2725.706,,,,,2725.6,,,5.037,,,,,7.179,,
2020-07-18 12:00:00,2725.703,,,,,2725.597,,,5.037,,,,,7.179,,
2020-07-18 13:00:00,2725.702,,,,,2725.596,,,5.037,,,,,7.179,,
2020-07-18 14:00:00,2725.701,,,,,2725.594,,,5.037,,,,,7.179,,
2020-07-18 15:00:00,2725.7,,,,,2725.594,,,5.037,,,,,7.179,,
2020-07-18 16:00:00,2725.7,,,,,2725.594,,,5.037,,,,,7.179,,
2020-07-18 17:00:00,2725.699,,,,,2725.594,,,5.037,,,,,7.28,,
2020-07-18 18:00:00,2725.699,,,,,2725.594,,,5.037,,,,,7.28,,
2020-07-18 19:00:00,2725.702,,,,,2725.596,,,5.037,,,,,7.28,,
2020-07-18 20:00:00,2725.702,,,,,2725.597,,,5.037,,,,,7.28,,
2020-07-18 21:00:00,2725.705,,,,,2725.598,,,5.037,,,,,7.28,,
2020-07-18 22:00:00,2725.707,,,,,2725.6,,,5.037,,,,,7.28,,
2020-07-18 23:00:00,2725.709,,,,,2725.601,,,5.037,,,,,7.28,,
2020-07-19 00:00:00,2725.708,,,,,2725.601,,,5.037,,,,,7.28,,
2020-07-19 01:00:00,2725.709,,,,,2725.603,,,5.037,,,,,7.28,,
2020-07-19 02:00:00,2725.707,,,,,2725.6,,,5.037,,,,,7.28,,
2020-07-19 03:00:00,2725.707,,,,,2725.6,,,5.037,,,,,7.28,,
2020-07-19 04:00:00,2725.709,,,,,2725.6,,,5.037,,,,,7.28,,
2020-07-19 05:00:00,2725.707,,,,,2725.598,,,5.141,,,,,7.28,,
2020-07-19 06:00:00,2725.707,,,,,2725.598,,,5.141,,,,,7.28,,
2020-07-19 07:00:00,2725.707,,,,,2725.597,,,5.141,,,,,7.28,,
2020-07-19 08:00:00,2725.706,,,,,2725.597,,,5.141,,,,,7.28,,
2020-07-19 09:00:00,2725.703,,,,,2725.596,,,5.141,,,,,7.28,,
2020-07-19 10:00:00,2725.703,,,,,2725.595,,,5.141,,,,,7.28,,
2020-07-19 11:00:00,2725.701,,,,,2725.593,,,5.141,,,,,7.28,,
2020-07-19 12:00:00,2725.702,,,,,2725.593,,,5.141,,,,,7.28,,
2020-07-19 13:00:00,2725.699,,,,,2725.592,,,5.141,,,,,7.28,,
2020-07-19 14:00:00,2725.699,,,,,2725.591,,,5.141,,,,,7.381,,
2020-07-19 15:00:00,2725.696,,,,,2725.589,,,5.141,,,,,7.381,,
2020-07-19 16:00:00,2725.702,,,,,2725.592,,,5.141,,,,,7.381,,
2020-07-19 17:00:00,2725.7,,,,,2725.591,,,5.141,,,,,7.381,,
2020-07-19 18:00:00,2725.701,,,,,2725.591,,,5.141,,,,,7.381,,
2020-07-19 19:00:00,2725.7,,,,,2725.591,,,5.141,,,,,7.381,,
2020-07-19 20:00:00,2725.7,,,,,2725.59,,,5.141,,,,,7.381,,
2020-07-19 21:00:00,2725.7,,,,,2725.59,,,5.141,,,,,7.381,,
2020-07-19 22:00:00,2725.701,,,,,2725.591,,,5.141,,,,,7.381,,
2020-07-19 23:00:00,2725.702,,,,,2725.592,,,5.141,,,,,7.381,,
2020-07-20 00:00:00,2725.702,,,,,2725.592,,,5.141,,,,,7.381,,
2020-07-20 01:00:00,2725.702,,,,,2725.592,,,5.141,,,,,7.381,,
2020-07-20 02:00:00,2725.702,,,,,2725.592,,,5.141,,,,,7.381,,
2020-07-20 03:00:00,2725.701,,,,,2725.59,,,5.141,,,,,7.381,,
2020-07-20 04:00:00,2725.701,,,,,2725.59,,,5.141,,,,,7.381,,
2020-07-20 05:00:00,2725.702,,,,,2725.59,,,5.141,,,,,7.381,,
2020-07-20 06:00:00,2725.701,,,,,2725.59,,,5.141,,,,,7.381,,
2020-07-20 07:00:00,2725.701,,,,,2725.588,,,5.141,,,,,7.381,,
2020-07-20 08:00:00,2725.702,,,,,2725.589,,,5.141,,,,,7.381,,
