DateTime.MST,OBJ1-D,OBJ1-M,OBJ1-S,OBJ2-D,OBJ2-M,OBJ2-S,OBJ4-D,OBJ4-M,OBJ4-S,OBJ1-D_T,OBJ1-M_T,OBJ1-S_T,OBJ2-D_T,OBJ2-M_T,OBJ2-S_T,OBJ4-D_T,OBJ4-M_T,OBJ4-S_T
2019-10-25 23:00:00,2725.188,2725.503,2725.286,2724.907,2724.416,2725.113,,,,6.064,6.775,4.934,5.962,6.775,5.347,,,
2019-10-26 00:00:00,2725.173,2725.486,,2724.891,2724.398,2725.095,,,,6.064,6.775,4.934,5.962,6.775,5.347,,,
2019-10-26 01:00:00,2725.177,2725.485,,2724.894,2724.4,2725.097,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 02:00:00,2725.18,2725.486,,2724.897,2724.402,2725.1,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 03:00:00,2725.186,2725.487,2725.272,2724.899,2724.404,2725.1,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 04:00:00,2725.189,2725.486,2725.273,2724.9,2724.406,2725.101,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 05:00:00,2725.191,2725.485,2725.276,2724.904,2724.407,2725.103,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 06:00:00,2725.193,2725.485,2725.276,2724.905,2724.409,2725.103,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 07:00:00,2725.198,2725.486,2725.278,2724.909,2724.411,2725.107,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 08:00:00,2725.2,2725.484,2725.28,2724.909,2724.414,2725.108,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 09:00:00,2725.205,2725.484,2725.282,2724.913,2724.418,2725.11,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 10:00:00,2725.209,2725.485,2725.283,2724.914,2724.419,2725.113,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 11:00:00,2725.209,2725.483,2725.285,2724.917,2724.42,2725.114,,,,6.064,6.775,4.934,5.962,6.674,5.347,,,
2019-10-26 12:00:00,2725.216,2725.484,2725.287,2724.92,2724.424,2725.115,,,,6.064,6.674,4.934,5.962,6.674,5.347,,,
2019-10-26 13:00:00,2725.215,2725.482,2725.286,2724.922,2724.425,2725.115,,,,6.064,6.674,4.934,5.962,6.674,5.347,,,
2019-10-26 14:00:00,2725.221,2725.485,2725.29,2724.924,2724.427,2725.119,,,,5.962,6.674,4.934,5.962,6.674,5.347,,,
2019-10-26 15:00:00,2725.223,2725.484,2725.291,2724.927,2724.433,2725.12,,,,5.962,6.674,4.934,5.962,6.674,5.347,,,
2019-10-26 16:00:00,2725.226,2725.484,2725.293,2724.929,2724.434,2725.122,,,,5.962,6.674,4.934,5.86,6.674,5.347,,,
2019-10-26 17:00:00,2725.23,2725.486,2725.293,2724.931,2724.436,2725.124,,,,5.962,6.674,4.934,5.86,6.674,5.244,,,
2019-10-26 18:00:00,2725.231,2725.484,2725.294,2724.931,2724.435,2725.122,,,,5.962,6.674,4.934,5.86,6.674,5.244,,,
2019-10-26 19:00:00,2725.236,2725.486,2725.296,2724.935,2724.437,2725.124,,,,5.962,6.674,4.934,5.86,6.674,5.244,,,
2019-10-26 20:00:00,2725.239,2725.489,2725.299,2724.937,2724.439,2725.127,,,,5.962,6.674,4.934,5.86,6.674,5.244,,,
2019-10-26 21:00:00,2725.241,2725.488,2725.301,2724.939,2724.44,2725.13,,,,5.962,6.674,4.934,5.86,6.674,5.244,,,
2019-10-26 22:00:00,2725.244,2725.488,2725.301,2724.943,2724.442,2725.13,,,,5.962,6.674,4.934,5.86,6.674,5.244,,,
2019-10-26 23:00:00,2725.248,2725.491,2725.303,2724.947,2724.442,2725.132,,,,5.962,6.674,4.934,5.86,6.674,5.244,,,
2019-10-27 00:00:00,2725.251,2725.489,2725.304,2724.948,2724.443,2725.133,,,,5.962,6.674,4.934,5.86,6.674,5.244,,,
2019-10-27 01:00:00,2725.253,2725.491,2725.307,2724.95,2724.443,2725.135,,,,5.962,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 02:00:00,2725.256,2725.491,2725.307,2724.953,2724.444,2725.136,,,,5.962,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 03:00:00,2725.258,2725.49,2725.31,2724.954,2724.446,2725.136,,,,5.962,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 04:00:00,2725.261,2725.491,2725.312,2724.956,2724.448,2725.139,,,,5.962,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 05:00:00,2725.263,2725.491,2725.314,2724.958,2724.449,2725.14,,,,5.962,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 06:00:00,2725.267,2725.492,2725.315,2724.961,2724.449,2725.141,,,,5.962,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 07:00:00,2725.267,2725.491,2725.314,2724.963,2724.451,2725.142,,,,5.962,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 08:00:00,2725.272,2725.491,2725.318,2724.965,2724.451,2725.144,,,,5.86,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 09:00:00,2725.277,2725.493,2725.319,2724.969,2724.454,2725.147,,,,5.86,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 10:00:00,2725.276,2725.49,2725.317,2724.966,2724.452,2725.145,,,,5.86,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 11:00:00,2725.278,2725.49,2725.321,2724.969,2724.452,2725.148,,,,5.86,6.674,4.831,5.86,6.674,5.244,,,
2019-10-27 12:00:00,2725.282,2725.491,2725.323,2724.974,2724.456,2725.15,,,,5.86,6.573,4.831,5.86,6.674,5.244,,,
2019-10-27 13:00:00,2725.282,2725.487,2725.323,2724.974,2724.455,2725.152,,,,5.86,6.573,4.831,5.86,6.674,5.244,,,
2019-10-27 14:00:00,2725.288,2725.491,2725.327,2724.977,2724.458,2725.154,,,,5.86,6.573,4.831,5.86,6.674,5.244,,,
2019-10-27 15:00:00,2725.29,2725.491,2725.327,2724.98,2724.458,2725.155,,,,5.86,6.573,4.831,5.86,6.573,5.141,,,
2019-10-27 16:00:00,2725.29,2725.49,2725.324,2724.98,2724.458,2725.154,,,,5.86,6.573,4.831,5.86,6.573,5.141,,,
2019-10-27 17:00:00,2725.293,2725.491,2725.33,2724.983,2724.461,2725.157,,,,5.86,6.573,4.831,5.86,6.573,5.141,,,
2019-10-27 18:00:00,2725.293,2725.49,2725.329,2724.985,2724.459,2725.157,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-27 19:00:00,2725.297,2725.49,2725.333,2724.986,2724.461,2725.158,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-27 20:00:00,2725.296,2725.486,2725.329,2724.983,2724.456,2725.156,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-27 21:00:00,2725.299,2725.491,2725.334,2724.988,2724.462,2725.16,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-27 22:00:00,2725.301,2725.491,2725.335,2724.989,2724.462,2725.16,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-27 23:00:00,2725.306,2725.493,2725.337,2724.994,2724.465,2725.163,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-28 00:00:00,2725.306,2725.493,2725.337,2724.993,2724.463,2725.163,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-28 01:00:00,2725.311,2725.493,2725.34,2724.997,2724.467,2725.166,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-28 02:00:00,2725.313,2725.494,2725.343,2724.999,2724.466,2725.167,,,,5.86,6.573,4.831,5.757,6.573,5.141,,,
2019-10-28 03:00:00,2725.313,2725.493,2725.342,2725.001,2724.468,2725.169,,,,5.757,6.573,4.831,5.757,6.573,5.141,,,
2019-10-28 04:00:00,2725.317,2725.493,2725.345,2725.003,2724.469,2725.169,,,,5.757,6.573,4.727,5.757,6.573,5.141,,,
2019-10-28 05:00:00,2725.317,2725.492,2725.345,2725.002,2724.47,2725.17,,,,5.757,6.573,4.727,5.757,6.573,5.141,,,
2019-10-28 06:00:00,2725.319,2725.493,2725.346,2725.005,2724.47,2725.171,,,,5.757,6.573,4.727,5.757,6.573,5.141,,,
2019-10-28 07:00:00,2725.321,2725.492,2725.346,2725.007,2724.47,2725.171,,,,5.757,6.573,4.727,5.757,6.573,5.141,,,
2019-10-28 08:00:00,2725.321,2725.492,2725.346,2725.008,2724.47,2725.172,,,,5.757,6.573,4.727,5.757,6.573,5.141,,,
2019-10-28 09:00:00,2725.323,2725.49,2725.348,2725.009,2724.469,2725.175,,,,5.757,6.573,4.727,5.757,6.573,5.141,,,
2019-10-28 10:00:00,2725.323,2725.491,2725.348,2725.012,2724.471,2725.175,,,,5.757,6.573,4.727,5.757,6.573,5.141,,,
2019-10-28 11:00:00,2725.326,2725.491,2725.352,2725.014,2724.473,2725.177,,,,5.757,6.573,4.727,5.757,6.573,5.141,,,
2019-10-28 12:00:00,2725.33,2725.492,2725.354,2725.015,2724.475,2725.178,,,,5.757,6.471,4.727,5.757,6.573,5.141,,,
2019-10-28 13:00:00,2725.331,2725.489,2725.354,2725.015,2724.475,2725.18,,,,5.757,6.471,4.727,5.757,6.573,5.141,,,
2019-10-28 14:00:00,2725.335,2725.492,2725.357,2725.018,2724.479,2725.182,,,,5.757,6.471,4.727,5.757,6.573,5.037,,,
2019-10-28 15:00:00,2725.333,2725.49,2725.357,2725.021,2724.476,2725.184,,,,5.757,6.471,4.727,5.757,6.573,5.037,,,
2019-10-28 16:00:00,2725.336,2725.49,2725.36,2725.023,2724.481,2725.186,,,,5.757,6.471,4.727,5.757,6.573,5.037,,,
2019-10-28 17:00:00,2725.335,2725.491,2725.359,2725.024,2724.48,2725.185,,,,5.757,6.471,4.727,5.757,6.573,5.037,,,
2019-10-28 18:00:00,2725.339,2725.49,2725.361,2725.025,2724.481,2725.185,,,,5.757,6.471,4.727,5.757,6.573,5.037,,,
2019-10-28 19:00:00,2725.338,2725.489,2725.361,2725.025,2724.481,2725.186,,,,5.757,6.471,4.727,5.757,6.573,5.037,,,
2019-10-28 20:00:00,2725.341,2725.489,2725.364,2725.028,2724.482,2725.189,,,,5.757,6.471,4.727,5.757,6.573,5.037,,,
2019-10-28 21:00:00,2725.343,2725.489,2725.368,2725.029,2724.486,2725.191,,,,5.757,6.471,4.727,5.757,6.573,5.037,,,
2019-10-28 22:00:00,2725.342,2725.488,2725.366,2725.03,2724.485,2725.192,,,,5.757,6.471,4.727,5.655,6.573,5.037,,,
2019-10-28 23:00:00,2725.344,2725.488,2725.368,2725.03,2724.484,2725.193,,,,5.757,6.471,4.727,5.655,6.573,5.037,,,
2019-10-29 00:00:00,2725.344,2725.486,2725.368,2725.031,2724.485,2725.192,,,,5.757,6.471,4.727,5.655,6.573,5.037,,,
2019-10-29 01:00:00,2725.346,2725.485,2725.37,2725.031,2724.485,2725.196,,,,5.655,6.471,4.727,5.655,6.573,5.037,,,
2019-10-29 02:00:00,2725.348,2725.484,2725.371,2725.034,2724.487,2725.197,,,,5.655,6.471,4.727,5.655,6.573,5.037,,,
2019-10-29 03:00:00,2725.349,2725.486,2725.374,2725.036,2724.492,2725.2,,,,5.655,6.471,4.727,5.655,6.573,5.037,,,
2019-10-29 04:00:00,2725.351,2725.483,2725.372,2725.037,2724.49,2725.202,,,,5.655,6.471,4.727,5.655,6.573,5.037,,,
2019-10-29 05:00:00,2725.351,2725.485,2725.374,2725.039,2724.491,2725.203,,,,5.655,6.471,4.727,5.655,6.573,5.037,,,
2019-10-29 06:00:00,2725.353,2725.483,2725.374,2725.038,2724.492,2725.204,,,,5.655,6.471,4.727,5.655,6.573,5.037,,,
2019-10-29 07:00:00,2725.356,2725.482,2725.376,2725.039,2724.493,2725.205,,,,5.655,6.471,4.623,5.655,6.471,5.037,,,
2019-10-29 08:00:00,2725.355,2725.481,2725.376,2725.042,2724.494,2725.207,,,,5.655,6.471,4.727,5.655,6.471,5.037,,,
2019-10-29 09:00:00,2725.356,2725.481,2725.377,2725.041,2724.495,2725.207,,,,5.655,6.471,4.623,5.655,6.471,5.037,,,
2019-10-29 10:00:00,2725.357,2725.481,2725.378,2725.043,2724.495,2725.209,,,,5.655,6.471,4.623,5.655,6.471,5.037,,,
2019-10-29 11:00:00,2725.36,2725.48,2725.38,2725.044,2724.498,2725.211,,,,5.655,6.471,4.623,5.655,6.471,5.037,,,
2019-10-29 12:00:00,2725.36,2725.481,2725.38,2725.047,2724.497,2725.212,,,,5.655,6.37,4.623,5.655,6.471,5.037,,,
2019-10-29 13:00:00,2725.36,2725.479,2725.38,2725.047,2724.498,2725.211,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 14:00:00,2725.362,2725.478,2725.381,2725.048,2724.499,2725.214,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 15:00:00,2725.362,2725.481,2725.382,2725.05,2724.5,2725.214,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 16:00:00,2725.365,2725.479,2725.383,2725.052,2724.501,2725.217,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 17:00:00,2725.364,2725.478,2725.382,2725.05,2724.503,2725.214,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 18:00:00,2725.365,2725.478,2725.384,2725.053,2724.501,2725.216,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 19:00:00,2725.366,2725.48,2725.385,2725.055,2724.503,2725.218,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 20:00:00,2725.366,2725.48,2725.383,2725.054,2724.502,2725.218,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 21:00:00,2725.365,2725.478,2725.383,2725.053,2724.502,2725.218,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 22:00:00,2725.368,2725.478,2725.385,2725.055,2724.503,2725.221,,,,5.655,6.37,4.623,5.655,6.471,4.934,,,
2019-10-29 23:00:00,2725.367,2725.48,2725.384,2725.056,2724.505,2725.22,,,,5.552,6.37,4.623,5.655,6.471,4.934,,,
2019-10-30 00:00:00,2725.369,2725.478,2725.385,2725.058,2724.505,2725.222,,,,5.552,6.37,4.623,5.655,6.471,4.934,,,
2019-10-30 01:00:00,2725.369,2725.48,2725.386,2725.058,2724.51,2725.224,,,,5.552,6.37,4.623,5.655,6.471,4.934,,,
2019-10-30 02:00:00,2725.372,2725.479,2725.385,2725.06,2724.508,2725.224,,,,5.552,6.37,4.623,5.655,6.471,4.934,,,
2019-10-30 03:00:00,2725.373,2725.479,2725.387,2725.061,2724.508,2725.224,,,,5.552,6.37,4.623,5.552,6.471,4.934,,,
2019-10-30 04:00:00,2725.374,2725.48,2725.386,2725.064,2724.51,2725.227,,,,5.552,6.37,4.623,5.552,6.471,4.934,,,
2019-10-30 05:00:00,2725.373,2725.479,2725.386,2725.063,2724.512,2725.229,,,,5.552,6.37,4.623,5.552,6.471,4.934,,,
2019-10-30 06:00:00,2725.374,2725.48,2725.388,2725.064,2724.512,2725.229,,,,5.552,6.37,4.623,5.552,6.471,4.934,,,
2019-10-30 07:00:00,2725.374,2725.479,2725.386,2725.063,2724.512,2725.229,,,,5.552,6.37,4.623,5.552,6.471,4.934,,,
2019-10-30 08:00:00,2725.375,2725.477,2725.388,2725.066,2724.514,2725.23,,,,5.552,6.37,4.623,5.552,6.471,4.934,,,
2019-10-30 09:00:00,2725.376,2725.478,2725.389,2725.067,2724.514,2725.232,,,,5.552,6.37,4.623,5.552,6.471,4.934,,,
2019-10-30 10:00:00,2725.377,2725.477,2725.389,2725.068,2724.515,2725.234,,,,5.552,6.37,4.519,5.552,6.471,4.934,,,
2019-10-30 11:00:00,2725.377,2725.476,2725.39,2725.07,2724.516,2725.236,,,,5.552,6.37,4.519,5.552,6.471,4.934,,,
2019-10-30 12:00:00,2725.379,2725.477,2725.39,2725.068,2724.518,2725.236,,,,5.552,6.37,4.519,5.552,6.471,4.934,,,
2019-10-30 13:00:00,2725.379,2725.477,2725.391,2725.07,2724.518,2725.237,,,,5.552,6.37,4.519,5.552,6.471,4.831,,,
2019-10-30 14:00:00,2725.379,2725.477,2725.391,2725.071,2724.519,2725.237,,,,5.552,6.37,4.519,5.552,6.471,4.831,,,
2019-10-30 15:00:00,2725.381,2725.476,2725.391,2725.073,2724.519,2725.239,,,,5.552,6.37,4.519,5.552,6.471,4.831,,,
2019-10-30 16:00:00,2725.382,2725.477,2725.392,2725.074,2724.52,2725.241,,,,5.552,6.37,4.519,5.552,6.471,4.831,,,
2019-10-30 17:00:00,2725.381,2725.475,2725.392,2725.073,2724.521,2725.239,,,,5.552,6.37,4.519,5.552,6.471,4.831,,,
2019-10-30 18:00:00,2725.383,2725.475,2725.392,2725.073,2724.522,2725.241,,,,5.552,6.268,4.519,5.552,6.471,4.831,,,
2019-10-30 19:00:00,2725.383,2725.476,2725.395,2725.075,2724.523,2725.242,,,,5.552,6.268,4.519,5.552,6.37,4.831,,,
2019-10-30 20:00:00,2725.383,2725.475,2725.394,2725.075,2724.522,2725.244,,,,5.552,6.268,4.519,5.552,6.37,4.831,,,
2019-10-30 21:00:00,2725.385,2725.476,2725.393,2725.075,2724.524,2725.245,,,,5.552,6.268,4.519,5.552,6.37,4.831,,,
2019-10-30 22:00:00,2725.386,2725.476,2725.395,2725.079,2724.524,2725.246,,,,5.552,6.268,4.519,5.552,6.37,4.831,,,
2019-10-30 23:00:00,2725.384,2725.474,2725.394,2725.077,2724.523,2725.247,,,,5.552,6.268,4.519,5.552,6.37,4.831,,,
2019-10-31 00:00:00,2725.384,2725.472,2725.394,2725.079,2724.524,2725.248,,,,5.45,6.268,4.519,5.552,6.37,4.831,,,
2019-10-31 01:00:00,2725.385,2725.472,2725.394,2725.079,2724.526,2725.25,,,,5.45,6.268,4.519,5.552,6.37,4.831,,,
2019-10-31 02:00:00,2725.386,2725.472,2725.397,2725.082,2724.528,2725.251,,,,5.45,6.268,4.519,5.552,6.37,4.831,,,
2019-10-31 03:00:00,2725.386,2725.47,2725.398,2725.081,2724.528,2725.252,,,,5.45,6.268,4.519,5.552,6.37,4.831,,,
2019-10-31 04:00:00,2725.386,2725.467,2725.396,2725.08,2724.527,2725.252,,,,5.45,6.268,4.519,5.552,6.37,4.831,,,
2019-10-31 05:00:00,2725.384,2725.465,2725.396,2725.08,2724.529,2725.253,,,,5.45,6.268,4.519,5.552,6.37,4.831,,,
2019-10-31 06:00:00,2725.385,2725.463,2725.397,2725.081,2724.529,2725.253,,,,5.45,6.268,4.415,5.552,6.37,4.831,,,
2019-10-31 07:00:00,2725.385,2725.463,2725.399,2725.082,2724.531,2725.255,,,,5.45,6.268,4.415,5.45,6.37,4.831,,,
2019-10-31 08:00:00,2725.384,2725.462,2725.401,2725.083,2724.532,2725.258,,,,5.45,6.268,4.415,5.45,6.37,4.831,,,
2019-10-31 09:00:00,2725.385,2725.46,2725.4,2725.083,2724.533,2725.258,,,,5.45,6.268,4.415,5.45,6.37,4.831,,,
2019-10-31 10:00:00,2725.387,2725.459,2725.4,2725.083,2724.533,2725.259,,,,5.45,6.268,4.415,5.45,6.37,4.831,,,
2019-10-31 11:00:00,2725.386,2725.459,2725.402,2725.083,2724.534,2725.26,,,,5.45,6.268,4.415,5.45,6.37,4.831,,,
2019-10-31 12:00:00,2725.387,2725.46,2725.403,2725.084,2724.536,2725.262,,,,5.45,6.268,4.415,5.45,6.37,4.831,,,
2019-10-31 13:00:00,2725.388,2725.46,2725.402,2725.086,2724.539,2725.264,,,,5.45,6.268,4.415,5.45,6.37,4.727,,,
2019-10-31 14:00:00,2725.39,2725.462,2725.404,2725.087,2724.538,2725.264,,,,5.45,6.268,4.415,5.45,6.37,4.727,,,
2019-10-31 15:00:00,2725.39,2725.46,2725.403,2725.086,2724.538,2725.265,,,,5.45,6.268,4.415,5.45,6.37,4.727,,,
2019-10-31 16:00:00,2725.389,2725.461,2725.403,2725.088,2724.539,2725.267,,,,5.45,6.268,4.415,5.45,6.37,4.727,,,
2019-10-31 17:00:00,2725.389,2725.46,2725.404,2725.087,2724.541,2725.267,,,,5.45,6.268,4.415,5.45,6.37,4.727,,,
2019-10-31 18:00:00,2725.39,2725.462,2725.406,2725.091,2724.54,2725.27,,,,5.45,6.268,4.415,5.45,6.37,4.727,,,
2019-10-31 19:00:00,2725.391,2725.462,2725.405,2725.089,2724.541,2725.271,,,,5.45,6.268,4.415,5.45,6.37,4.727,,,
2019-10-31 20:00:00,2725.392,2725.462,2725.406,2725.09,2724.542,2725.272,,,,5.45,6.166,4.415,5.45,6.37,4.727,,,
2019-10-31 21:00:00,2725.392,2725.465,2725.408,2725.091,2724.543,2725.274,,,,5.45,6.166,4.415,5.45,6.37,4.727,,,
2019-10-31 22:00:00,2725.392,2725.466,2725.407,2725.093,2724.546,2725.275,,,,5.45,6.166,4.311,5.45,6.37,4.727,,,
2019-10-31 23:00:00,2725.392,2725.465,2725.406,2725.092,2724.544,2725.275,,,,5.45,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 00:00:00,2725.393,2725.465,2725.407,2725.093,2724.546,2725.277,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 01:00:00,2725.395,2725.466,2725.409,2725.094,2724.547,2725.278,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 02:00:00,2725.394,2725.465,2725.407,2725.095,2724.547,2725.279,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 03:00:00,2725.397,2725.467,2725.409,2725.096,2724.549,2725.279,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 04:00:00,2725.394,2725.464,2725.407,2725.094,2724.548,2725.279,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 05:00:00,2725.396,2725.461,2725.41,2725.095,2724.549,2725.281,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 06:00:00,2725.393,2725.462,2725.408,2725.094,2724.548,2725.282,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 07:00:00,2725.393,2725.46,2725.409,2725.093,2724.548,2725.281,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 08:00:00,2725.396,2725.461,2725.411,2725.096,2724.552,2725.285,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 09:00:00,2725.395,2725.462,2725.411,2725.097,2724.553,2725.285,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 10:00:00,2725.394,2725.46,2725.412,2725.098,2724.552,2725.285,,,,5.347,6.166,4.311,5.45,6.37,4.727,,,
2019-11-01 11:00:00,2725.393,2725.46,2725.413,2725.098,2724.553,2725.287,,,,5.347,6.166,4.311,5.45,6.268,4.727,,,
2019-11-01 12:00:00,2725.395,2725.46,2725.412,2725.097,2724.555,2725.288,,,,5.347,6.166,4.311,5.45,6.37,4.623,,,
2019-11-01 13:00:00,2725.398,2725.46,2725.413,2725.097,2724.555,2725.29,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 14:00:00,2725.396,2725.46,2725.414,2725.097,2724.554,2725.289,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 15:00:00,2725.398,2725.462,2725.413,2725.099,2724.558,2725.292,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 16:00:00,2725.399,2725.462,2725.414,2725.099,2724.558,2725.293,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 17:00:00,2725.398,2725.461,2725.414,2725.099,2724.56,2725.291,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 18:00:00,2725.399,2725.462,2725.414,2725.101,2724.56,2725.294,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 19:00:00,2725.399,2725.462,2725.414,2725.101,2724.56,2725.295,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 20:00:00,2725.4,2725.464,2725.415,2725.1,2724.56,2725.295,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 21:00:00,2725.4,2725.462,2725.415,2725.1,2724.561,2725.296,,,,5.347,6.166,4.207,5.347,6.268,4.623,,,
2019-11-01 22:00:00,2725.401,2725.465,2725.415,2725.102,2724.562,2725.298,,,,5.347,6.064,4.207,5.347,6.268,4.623,,,
2019-11-01 23:00:00,2725.401,2725.464,2725.416,2725.102,2724.562,2725.3,,,,5.244,6.064,4.207,5.347,6.268,4.623,,,
2019-11-02 00:00:00,2725.399,2725.464,2725.418,2725.102,2724.563,2725.3,,,,5.244,6.064,4.207,5.347,6.268,4.623,,,
2019-11-02 01:00:00,2725.4,2725.465,2725.417,2725.104,2724.564,2725.302,,,,5.244,6.064,4.207,5.347,6.268,4.623,,,
2019-11-02 02:00:00,2725.4,2725.465,2725.418,2725.104,2724.565,2725.301,,,,5.244,6.064,4.207,5.347,6.268,4.623,,,
2019-11-02 03:00:00,2725.4,2725.463,2725.418,2725.105,2724.565,2725.3,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 04:00:00,2725.391,2725.463,2725.42,2725.106,2724.567,2725.303,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 05:00:00,2725.387,2725.461,2725.419,2725.105,2724.568,2725.304,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 06:00:00,2725.385,2725.459,2725.419,2725.105,2724.569,2725.304,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 07:00:00,2725.384,2725.458,2725.42,2725.104,2724.569,2725.306,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 08:00:00,2725.383,2725.456,2725.421,2725.105,2724.569,2725.307,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 09:00:00,2725.387,2725.457,2725.422,2725.106,2724.572,2725.309,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 10:00:00,2725.392,2725.454,2725.422,2725.104,2724.574,2725.309,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 11:00:00,2725.405,2725.453,2725.423,2725.104,2724.574,2725.311,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 12:00:00,2725.405,2725.454,2725.424,2725.105,2724.574,2725.313,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 13:00:00,2725.407,2725.455,2725.425,2725.105,2724.574,2725.314,,,,5.244,6.064,4.102,5.347,6.268,4.623,,,
2019-11-02 14:00:00,2725.407,2725.455,2725.425,2725.106,2724.575,2725.314,,,,5.244,6.064,4.102,5.347,6.268,4.519,,,
2019-11-02 15:00:00,2725.408,2725.455,2725.427,2725.106,2724.577,2725.317,,,,5.244,6.064,4.102,5.347,6.268,4.519,,,
2019-11-02 16:00:00,2725.408,2725.457,2725.428,2725.107,2724.578,2725.317,,,,5.244,6.064,4.102,5.347,6.268,4.519,,,
2019-11-02 17:00:00,2725.409,2725.455,2725.427,2725.106,2724.577,2725.318,,,,5.244,6.064,4.102,5.347,6.268,4.519,,,
2019-11-02 18:00:00,2725.409,2725.456,2725.427,2725.106,2724.579,2725.32,,,,5.244,6.064,3.998,5.244,6.268,4.519,,,
2019-11-02 19:00:00,2725.409,2725.455,2725.429,2725.108,2724.58,2725.321,,,,5.244,6.064,3.998,5.244,6.268,4.519,,,
