DateTime.MST,SR-OBJ-ET0_WaterTemp.deg.C,SR-OBJ-ET0_DTW.m,SR-OBJ-ET0_WaterLevelElev.masl,DataFlag_01,DataFlag_02
2018-10-08 22:00:00,7.682,0.992,2724.93,P,ER HOBO
2018-10-08 23:00:00,7.682,0.994,2724.928,P,ER HOBO
2018-10-09 00:00:00,7.682,0.996,2724.926,P,ER HOBO
2018-10-09 01:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-09 02:00:00,7.682,0.994,2724.928,P,ER HOBO
2018-10-09 03:00:00,7.682,0.996,2724.926,P,ER HOBO
2018-10-09 04:00:00,7.682,0.995,2724.927,P,ER HOBO
2018-10-09 05:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-09 06:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-09 07:00:00,7.682,1.0,2724.922,P,ER HOBO
2018-10-09 08:00:00,7.682,1.0,2724.922,P,ER HOBO
2018-10-09 09:00:00,7.682,1.0,2724.922,P,ER HOBO
2018-10-09 10:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-09 11:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-09 12:00:00,7.682,0.996,2724.926,P,ER HOBO
2018-10-09 13:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-09 14:00:00,7.682,0.997,2724.925,P,ER HOBO
2018-10-09 15:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-09 16:00:00,7.682,0.999,2724.923,P,ER HOBO
2018-10-09 17:00:00,7.682,0.993,2724.929,P,ER HOBO
2018-10-09 18:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-09 19:00:00,7.682,1.0,2724.922,P,ER HOBO
2018-10-09 20:00:00,7.682,1.005,2724.917,P,ER HOBO
2018-10-09 21:00:00,7.682,1.003,2724.919,P,ER HOBO
2018-10-09 22:00:00,7.682,1.003,2724.919,P,ER HOBO
2018-10-09 23:00:00,7.682,1.006,2724.916,P,ER HOBO
2018-10-10 00:00:00,7.682,1.006,2724.916,P,ER HOBO
2018-10-10 01:00:00,7.682,1.006,2724.916,P,ER HOBO
2018-10-10 02:00:00,7.682,1.008,2724.914,P,ER HOBO
2018-10-10 03:00:00,7.682,1.007,2724.915,P,ER HOBO
2018-10-10 04:00:00,7.582,1.01,2724.912,P,ER HOBO
2018-10-10 05:00:00,7.582,1.008,2724.914,P,ER HOBO
2018-10-10 06:00:00,7.582,1.005,2724.917,P,ER HOBO
2018-10-10 07:00:00,7.582,1.005,2724.917,P,ER HOBO
2018-10-10 08:00:00,7.682,0.998,2724.924,P,ER HOBO
2018-10-10 09:00:00,7.582,1.007,2724.915,P,ER HOBO
2018-10-10 10:00:00,7.582,1.005,2724.917,P,ER HOBO
2018-10-10 11:00:00,7.582,1.004,2724.918,P,ER HOBO
2018-10-10 12:00:00,7.582,1.006,2724.916,P,ER HOBO
2018-10-10 13:00:00,7.582,1.004,2724.918,P,ER HOBO
2018-10-10 14:00:00,7.582,1.001,2724.921,P,ER HOBO
2018-10-10 15:00:00,7.582,1.002,2724.92,P,ER HOBO
2018-10-10 16:00:00,7.582,0.998,2724.924,P,ER HOBO
2018-10-10 17:00:00,7.582,0.998,2724.924,P,ER HOBO
2018-10-10 18:00:00,7.582,0.995,2724.927,P,ER HOBO
2018-10-10 19:00:00,7.582,0.994,2724.928,P,ER HOBO
2018-10-10 20:00:00,7.582,0.993,2724.929,P,ER HOBO
2018-10-10 21:00:00,7.582,0.991,2724.931,P,ER HOBO
2018-10-10 22:00:00,7.582,0.991,2724.931,P,ER HOBO
2018-10-10 23:00:00,7.582,0.99,2724.932,P,ER HOBO
2018-10-11 00:00:00,7.582,0.989,2724.933,P,ER HOBO
2018-10-11 01:00:00,7.582,0.99,2724.932,P,ER HOBO
2018-10-11 02:00:00,7.582,0.992,2724.93,P,ER HOBO
2018-10-11 03:00:00,7.582,0.99,2724.932,P,ER HOBO
2018-10-11 04:00:00,7.582,0.988,2724.934,P,ER HOBO
2018-10-11 05:00:00,7.582,0.987,2724.935,P,ER HOBO
2018-10-11 06:00:00,7.582,0.987,2724.935,P,ER HOBO
2018-10-11 07:00:00,7.582,0.989,2724.933,P,ER HOBO
2018-10-11 08:00:00,7.582,0.987,2724.935,P,ER HOBO
2018-10-11 09:00:00,7.582,0.985,2724.937,P,ER HOBO
2018-10-11 10:00:00,7.582,0.986,2724.936,P,ER HOBO
2018-10-11 11:00:00,7.582,0.982,2724.94,P,ER HOBO
2018-10-11 12:00:00,7.582,0.983,2724.939,P,ER HOBO
2018-10-11 13:00:00,7.582,0.981,2724.941,P,ER HOBO
2018-10-11 14:00:00,7.582,0.981,2724.941,P,ER HOBO
2018-10-11 15:00:00,7.582,0.979,2724.943,P,ER HOBO
2018-10-11 16:00:00,7.582,0.979,2724.943,P,ER HOBO
2018-10-11 17:00:00,7.582,0.978,2724.944,P,ER HOBO
2018-10-11 18:00:00,7.582,0.974,2724.948,P,ER HOBO
2018-10-11 19:00:00,7.582,0.972,2724.95,P,ER HOBO
2018-10-11 20:00:00,7.582,0.973,2724.949,P,ER HOBO
2018-10-11 21:00:00,7.582,0.97,2724.952,P,ER HOBO
2018-10-11 22:00:00,7.582,0.967,2724.955,P,ER HOBO
2018-10-11 23:00:00,7.582,0.968,2724.954,P,ER HOBO
2018-10-12 00:00:00,7.582,0.97,2724.952,P,ER HOBO
2018-10-12 01:00:00,7.582,0.967,2724.955,P,ER HOBO
2018-10-12 02:00:00,7.582,0.969,2724.953,P,ER HOBO
2018-10-12 03:00:00,7.582,0.969,2724.953,P,ER HOBO
2018-10-12 04:00:00,7.582,0.966,2724.956,P,ER HOBO
2018-10-12 05:00:00,7.582,0.968,2724.954,P,ER HOBO
2018-10-12 06:00:00,7.582,0.971,2724.951,P,ER HOBO
2018-10-12 07:00:00,7.582,0.969,2724.953,P,ER HOBO
2018-10-12 08:00:00,7.582,0.971,2724.951,P,ER HOBO
2018-10-12 09:00:00,7.582,0.971,2724.951,P,ER HOBO
2018-10-12 10:00:00,7.582,0.972,2724.95,P,ER HOBO
2018-10-12 11:00:00,7.582,0.971,2724.951,P,ER HOBO
2018-10-12 12:00:00,7.582,0.967,2724.955,P,ER HOBO
2018-10-12 13:00:00,7.582,0.968,2724.954,P,ER HOBO
2018-10-12 14:00:00,7.582,0.962,2724.96,P,ER HOBO
2018-10-12 15:00:00,7.582,0.952,2724.97,P,ER HOBO
2018-10-12 16:00:00,7.582,0.937,2724.985,P,ER HOBO
2018-10-12 17:00:00,7.582,0.926,2724.996,P,ER HOBO
2018-10-12 18:00:00,7.582,0.919,2725.003,P,ER HOBO
2018-10-12 19:00:00,7.582,0.915,2725.007,P,ER HOBO
2018-10-12 20:00:00,7.582,0.911,2725.011,P,ER HOBO
2018-10-12 21:00:00,7.582,0.911,2725.011,P,ER HOBO
2018-10-12 22:00:00,7.582,0.914,2725.008,P,ER HOBO
2018-10-12 23:00:00,7.582,0.914,2725.008,P,ER HOBO
2018-10-13 00:00:00,7.582,0.917,2725.005,P,ER HOBO
2018-10-13 01:00:00,7.582,0.921,2725.001,P,ER HOBO
2018-10-13 02:00:00,7.582,0.922,2725.0,P,ER HOBO
2018-10-13 03:00:00,7.582,0.923,2724.999,P,ER HOBO
2018-10-13 04:00:00,7.582,0.928,2724.994,P,ER HOBO
2018-10-13 05:00:00,7.582,0.934,2724.988,P,ER HOBO
2018-10-13 06:00:00,7.582,0.937,2724.985,P,ER HOBO
2018-10-13 07:00:00,7.582,0.94,2724.982,P,ER HOBO
2018-10-13 08:00:00,7.582,0.94,2724.982,P,ER HOBO
2018-10-13 09:00:00,7.582,0.941,2724.981,P,ER HOBO
2018-10-13 10:00:00,7.582,0.945,2724.977,P,ER HOBO
2018-10-13 11:00:00,7.582,0.946,2724.976,P,ER HOBO
2018-10-13 12:00:00,7.582,0.949,2724.973,P,ER HOBO
2018-10-13 13:00:00,7.582,0.945,2724.977,P,ER HOBO
2018-10-13 14:00:00,7.582,0.939,2724.983,P,ER HOBO
2018-10-13 15:00:00,7.582,0.925,2724.997,P,ER HOBO
2018-10-13 16:00:00,7.582,0.909,2725.013,P,ER HOBO
2018-10-13 17:00:00,7.582,0.9,2725.022,P,ER HOBO
2018-10-13 18:00:00,7.582,0.895,2725.027,P,ER HOBO
2018-10-13 19:00:00,7.582,0.896,2725.026,P,ER HOBO
2018-10-13 20:00:00,7.582,0.893,2725.029,P,ER HOBO
2018-10-13 21:00:00,7.582,0.892,2725.03,P,ER HOBO
2018-10-13 22:00:00,7.582,0.895,2725.027,P,ER HOBO
2018-10-13 23:00:00,7.582,0.898,2725.024,P,ER HOBO
2018-10-14 00:00:00,7.582,0.896,2725.026,P,ER HOBO
2018-10-14 01:00:00,7.582,0.902,2725.02,P,ER HOBO
2018-10-14 02:00:00,7.582,0.907,2725.015,P,ER HOBO
2018-10-14 03:00:00,7.582,0.909,2725.013,P,ER HOBO
2018-10-14 04:00:00,7.582,0.91,2725.012,P,ER HOBO
2018-10-14 05:00:00,7.582,0.909,2725.013,P,ER HOBO
2018-10-14 06:00:00,7.481,0.914,2725.008,P,ER HOBO
2018-10-14 07:00:00,7.481,0.921,2725.001,P,ER HOBO
2018-10-14 08:00:00,7.481,0.924,2724.998,P,ER HOBO
2018-10-14 09:00:00,7.481,0.925,2724.997,P,ER HOBO
2018-10-14 10:00:00,7.481,0.923,2724.999,P,ER HOBO
2018-10-14 11:00:00,7.481,0.929,2724.993,P,ER HOBO
2018-10-14 12:00:00,7.481,0.925,2724.997,P,ER HOBO
2018-10-14 13:00:00,7.481,0.932,2724.99,P,ER HOBO
2018-10-14 14:00:00,7.481,0.934,2724.988,P,ER HOBO
2018-10-14 15:00:00,7.481,0.935,2724.987,P,ER HOBO
2018-10-14 16:00:00,7.481,0.933,2724.989,P,ER HOBO
2018-10-14 17:00:00,7.481,0.935,2724.987,P,ER HOBO
2018-10-14 18:00:00,7.481,0.936,2724.986,P,ER HOBO
2018-10-14 19:00:00,7.481,0.939,2724.983,P,ER HOBO
2018-10-14 20:00:00,7.481,0.94,2724.982,P,ER HOBO
2018-10-14 21:00:00,7.481,0.942,2724.98,P,ER HOBO
2018-10-14 22:00:00,7.481,0.946,2724.976,P,ER HOBO
2018-10-14 23:00:00,7.481,0.948,2724.974,P,ER HOBO
2018-10-15 00:00:00,7.481,0.951,2724.971,P,ER HOBO
2018-10-15 01:00:00,7.481,0.954,2724.968,P,ER HOBO
2018-10-15 02:00:00,7.481,0.958,2724.964,P,ER HOBO
2018-10-15 03:00:00,7.481,0.96,2724.962,P,ER HOBO
2018-10-15 04:00:00,7.481,0.965,2724.957,P,ER HOBO
2018-10-15 05:00:00,7.481,0.968,2724.954,P,ER HOBO
2018-10-15 06:00:00,7.481,0.972,2724.95,P,ER HOBO
2018-10-15 07:00:00,7.481,0.976,2724.946,P,ER HOBO
2018-10-15 08:00:00,7.481,0.975,2724.947,P,ER HOBO
2018-10-15 09:00:00,7.481,0.972,2724.95,P,ER HOBO
2018-10-15 10:00:00,7.481,0.973,2724.949,P,ER HOBO
2018-10-15 11:00:00,7.481,0.975,2724.947,P,ER HOBO
2018-10-15 12:00:00,7.481,0.977,2724.945,P,ER HOBO
2018-10-15 13:00:00,7.481,0.977,2724.945,P,ER HOBO
2018-10-15 14:00:00,7.481,0.979,2724.943,P,ER HOBO
2018-10-15 15:00:00,7.481,0.977,2724.945,P,ER HOBO
2018-10-15 16:00:00,7.481,0.974,2724.948,P,ER HOBO
2018-10-15 17:00:00,7.481,0.972,2724.95,P,ER HOBO
2018-10-15 18:00:00,7.481,0.976,2724.946,P,ER HOBO
2018-10-15 19:00:00,7.481,0.979,2724.943,P,ER HOBO
2018-10-15 20:00:00,7.481,0.98,2724.942,P,ER HOBO
2018-10-15 21:00:00,7.481,0.984,2724.938,P,ER HOBO
2018-10-15 22:00:00,7.481,0.984,2724.938,P,ER HOBO
2018-10-15 23:00:00,7.481,0.984,2724.938,P,ER HOBO
2018-10-16 00:00:00,7.481,0.988,2724.934,P,ER HOBO
2018-10-16 01:00:00,7.481,0.989,2724.933,P,ER HOBO
2018-10-16 02:00:00,7.481,0.992,2724.93,P,ER HOBO
2018-10-16 03:00:00,7.481,0.995,2724.927,P,ER HOBO
2018-10-16 04:00:00,7.481,0.997,2724.925,P,ER HOBO
2018-10-16 05:00:00,7.481,1.0,2724.922,P,ER HOBO
2018-10-16 06:00:00,7.481,1.002,2724.92,P,ER HOBO
2018-10-16 07:00:00,7.481,1.006,2724.916,P,ER HOBO
2018-10-16 08:00:00,7.381,1.002,2724.92,P,ER HOBO
2018-10-16 09:00:00,7.381,1.0,2724.922,P,ER HOBO
2018-10-16 10:00:00,7.381,1.0,2724.922,P,ER HOBO
2018-10-16 11:00:00,7.381,0.999,2724.923,P,ER HOBO
2018-10-16 12:00:00,7.381,1.0,2724.922,P,ER HOBO
2018-10-16 13:00:00,7.381,1.0,2724.922,P,ER HOBO
2018-10-16 14:00:00,7.381,0.998,2724.924,P,ER HOBO
2018-10-16 15:00:00,7.381,0.995,2724.927,P,ER HOBO
2018-10-16 16:00:00,7.381,0.988,2724.934,P,ER HOBO
2018-10-16 17:00:00,7.381,0.986,2724.936,P,ER HOBO
2018-10-16 18:00:00,7.381,0.983,2724.939,P,ER HOBO
2018-10-16 19:00:00,7.381,0.982,2724.94,P,ER HOBO
2018-10-16 20:00:00,7.381,0.98,2724.942,P,ER HOBO
2018-10-16 21:00:00,7.381,0.981,2724.941,P,ER HOBO
2018-10-16 22:00:00,7.381,0.982,2724.94,P,ER HOBO
2018-10-16 23:00:00,7.381,0.983,2724.939,P,ER HOBO
2018-10-17 00:00:00,7.381,0.986,2724.936,P,ER HOBO
2018-10-17 01:00:00,7.381,0.989,2724.933,P,ER HOBO
2018-10-17 02:00:00,7.381,0.991,2724.931,P,ER HOBO
2018-10-17 03:00:00,7.381,0.993,2724.929,P,ER HOBO
2018-10-17 04:00:00,7.381,0.996,2724.926,P,ER HOBO
2018-10-17 05:00:00,7.381,0.998,2724.924,P,ER HOBO
2018-10-17 06:00:00,7.381,1.001,2724.921,P,ER HOBO
2018-10-17 07:00:00,7.381,1.001,2724.921,P,ER HOBO
2018-10-17 08:00:00,7.381,1.003,2724.919,P,ER HOBO
2018-10-17 09:00:00,7.381,1.001,2724.921,P,ER HOBO
2018-10-17 10:00:00,7.381,1.0,2724.922,P,ER HOBO
2018-10-17 11:00:00,7.381,1.004,2724.918,P,ER HOBO
2018-10-17 12:00:00,7.381,1.002,2724.92,P,ER HOBO
2018-10-17 13:00:00,7.381,1.002,2724.92,P,ER HOBO
2018-10-17 14:00:00,7.381,0.997,2724.925,P,ER HOBO
2018-10-17 15:00:00,7.381,0.996,2724.926,P,ER HOBO
2018-10-17 16:00:00,7.381,0.991,2724.931,P,ER HOBO
2018-10-17 17:00:00,7.381,0.987,2724.935,P,ER HOBO
2018-10-17 18:00:00,7.381,0.981,2724.941,P,ER HOBO
2018-10-17 19:00:00,7.381,0.98,2724.942,P,ER HOBO
2018-10-17 20:00:00,7.28,0.975,2724.947,P,ER HOBO
2018-10-17 21:00:00,7.28,0.974,2724.948,P,ER HOBO
2018-10-17 22:00:00,7.28,0.974,2724.948,P,ER HOBO
2018-10-17 23:00:00,7.28,0.976,2724.946,P,ER HOBO
2018-10-18 00:00:00,7.28,0.972,2724.95,P,ER HOBO
2018-10-18 01:00:00,7.28,0.974,2724.948,P,ER HOBO
2018-10-18 02:00:00,7.28,0.975,2724.947,P,ER HOBO
2018-10-18 03:00:00,7.28,0.978,2724.944,P,ER HOBO
2018-10-18 04:00:00,7.28,0.976,2724.946,P,ER HOBO
2018-10-18 05:00:00,7.28,0.977,2724.945,P,ER HOBO
2018-10-18 06:00:00,7.28,0.978,2724.944,P,ER HOBO
2018-10-18 07:00:00,7.28,0.979,2724.943,P,ER HOBO
2018-10-18 08:00:00,7.28,0.978,2724.944,P,ER HOBO
2018-10-18 09:00:00,7.28,0.98,2724.942,P,ER HOBO
2018-10-18 10:00:00,7.28,0.978,2724.944,P,ER HOBO
2018-10-18 11:00:00,7.28,0.979,2724.943,P,ER HOBO
2018-10-18 12:00:00,7.28,0.98,2724.942,P,ER HOBO
2018-10-18 13:00:00,7.28,0.979,2724.943,P,ER HOBO
2018-10-18 14:00:00,7.28,0.975,2724.947,P,ER HOBO
2018-10-18 15:00:00,7.28,0.966,2724.956,P,ER HOBO
2018-10-18 16:00:00,7.28,0.959,2724.963,P,ER HOBO
2018-10-18 17:00:00,7.28,0.955,2724.967,P,ER HOBO
2018-10-18 18:00:00,7.28,0.948,2724.974,P,ER HOBO
2018-10-18 19:00:00,7.28,0.946,2724.976,P,ER HOBO
2018-10-18 20:00:00,7.28,0.946,2724.976,P,ER HOBO
2018-10-18 21:00:00,7.28,0.946,2724.976,P,ER HOBO
2018-10-18 22:00:00,7.28,0.947,2724.975,P,ER HOBO
2018-10-18 23:00:00,7.28,0.947,2724.975,P,ER HOBO
2018-10-19 00:00:00,7.28,0.95,2724.972,P,ER HOBO
2018-10-19 01:00:00,7.28,0.954,2724.968,P,ER HOBO
2018-10-19 02:00:00,7.28,0.957,2724.965,P,ER HOBO
2018-10-19 03:00:00,7.28,0.96,2724.962,P,ER HOBO
2018-10-19 04:00:00,7.179,0.958,2724.964,P,ER HOBO
2018-10-19 05:00:00,7.179,0.962,2724.96,P,ER HOBO
2018-10-19 06:00:00,7.179,0.964,2724.958,P,ER HOBO
2018-10-19 07:00:00,7.179,0.967,2724.955,P,ER HOBO
2018-10-19 08:00:00,7.179,0.969,2724.953,P,ER HOBO
2018-10-19 09:00:00,7.179,0.97,2724.952,P,ER HOBO
2018-10-19 10:00:00,7.179,0.97,2724.952,P,ER HOBO
2018-10-19 11:00:00,7.179,0.971,2724.951,P,ER HOBO
2018-10-19 12:00:00,7.179,0.973,2724.949,P,ER HOBO
2018-10-19 13:00:00,7.179,0.973,2724.949,P,ER HOBO
2018-10-19 14:00:00,7.179,0.974,2724.948,P,ER HOBO
2018-10-19 15:00:00,7.179,0.966,2724.956,P,ER HOBO
2018-10-19 16:00:00,7.179,0.963,2724.959,P,ER HOBO
2018-10-19 17:00:00,7.179,0.961,2724.961,P,ER HOBO
2018-10-19 18:00:00,7.179,0.963,2724.959,P,ER HOBO
2018-10-19 19:00:00,7.179,0.965,2724.957,P,ER HOBO
2018-10-19 20:00:00,7.179,0.966,2724.956,P,ER HOBO
2018-10-19 21:00:00,7.179,0.969,2724.953,P,ER HOBO
2018-10-19 22:00:00,7.179,0.969,2724.953,P,ER HOBO
2018-10-19 23:00:00,7.179,0.973,2724.949,P,ER HOBO
2018-10-20 00:00:00,7.179,0.973,2724.949,P,ER HOBO
2018-10-20 01:00:00,7.179,0.974,2724.948,P,ER HOBO
2018-10-20 02:00:00,7.179,0.978,2724.944,P,ER HOBO
2018-10-20 03:00:00,7.179,0.979,2724.943,P,ER HOBO
2018-10-20 04:00:00,7.179,0.981,2724.941,P,ER HOBO
2018-10-20 05:00:00,7.179,0.983,2724.939,P,ER HOBO
2018-10-20 06:00:00,7.179,0.987,2724.935,P,ER HOBO
2018-10-20 07:00:00,7.179,0.989,2724.933,P,ER HOBO
2018-10-20 08:00:00,7.179,0.988,2724.934,P,ER HOBO
2018-10-20 09:00:00,7.079,0.984,2724.938,P,ER HOBO
2018-10-20 10:00:00,7.079,0.989,2724.933,P,ER HOBO
2018-10-20 11:00:00,7.079,0.988,2724.934,P,ER HOBO
2018-10-20 12:00:00,7.079,0.987,2724.935,P,ER HOBO
2018-10-20 13:00:00,7.079,0.989,2724.933,P,ER HOBO
2018-10-20 14:00:00,7.079,0.985,2724.937,P,ER HOBO
2018-10-20 15:00:00,7.079,0.985,2724.937,P,ER HOBO
2018-10-20 16:00:00,7.079,0.982,2724.94,P,ER HOBO
2018-10-20 17:00:00,7.079,0.984,2724.938,P,ER HOBO
2018-10-20 18:00:00,7.079,0.987,2724.935,P,ER HOBO
2018-10-20 19:00:00,7.079,0.991,2724.931,P,ER HOBO
2018-10-20 20:00:00,7.079,0.989,2724.933,P,ER HOBO
2018-10-20 21:00:00,7.079,0.99,2724.932,P,ER HOBO
2018-10-20 22:00:00,7.079,0.992,2724.93,P,ER HOBO
2018-10-20 23:00:00,7.079,0.995,2724.927,P,ER HOBO
2018-10-21 00:00:00,7.079,0.993,2724.929,P,ER HOBO
2018-10-21 01:00:00,7.079,0.995,2724.927,P,ER HOBO
2018-10-21 02:00:00,7.079,0.996,2724.926,P,ER HOBO
2018-10-21 03:00:00,7.079,0.996,2724.926,P,ER HOBO
2018-10-21 04:00:00,7.079,0.998,2724.924,P,ER HOBO
2018-10-21 05:00:00,7.079,0.999,2724.923,P,ER HOBO
2018-10-21 06:00:00,7.079,1.004,2724.918,P,ER HOBO
2018-10-21 07:00:00,7.079,1.0,2724.922,P,ER HOBO
2018-10-21 08:00:00,7.079,0.999,2724.923,P,ER HOBO
2018-10-21 09:00:00,7.079,0.999,2724.923,P,ER HOBO
2018-10-21 10:00:00,7.079,1.0,2724.922,P,ER HOBO
2018-10-21 11:00:00,7.079,0.997,2724.925,P,ER HOBO
2018-10-21 12:00:00,7.079,0.996,2724.926,P,ER HOBO
2018-10-21 13:00:00,7.079,0.997,2724.925,P,ER HOBO
2018-10-21 14:00:00,6.978,0.996,2724.926,P,ER HOBO
2018-10-21 15:00:00,6.978,0.996,2724.926,P,ER HOBO
2018-10-21 16:00:00,6.978,0.99,2724.932,P,ER HOBO
2018-10-21 17:00:00,6.978,0.992,2724.93,P,ER HOBO
2018-10-21 18:00:00,6.978,0.993,2724.929,P,ER HOBO
2018-10-21 19:00:00,6.978,0.997,2724.925,P,ER HOBO
2018-10-21 20:00:00,6.978,0.997,2724.925,P,ER HOBO
2018-10-21 21:00:00,6.978,0.996,2724.926,P,ER HOBO
2018-10-21 22:00:00,6.978,0.999,2724.923,P,ER HOBO
2018-10-21 23:00:00,6.978,0.996,2724.926,P,ER HOBO
2018-10-22 00:00:00,6.978,0.997,2724.925,P,ER HOBO
2018-10-22 01:00:00,6.978,0.999,2724.923,P,ER HOBO
2018-10-22 02:00:00,6.978,0.999,2724.923,P,ER HOBO
2018-10-22 03:00:00,6.978,0.999,2724.923,P,ER HOBO
2018-10-22 04:00:00,6.978,1.002,2724.92,P,ER HOBO
2018-10-22 05:00:00,6.978,1.002,2724.92,P,ER HOBO
2018-10-22 06:00:00,6.978,1.003,2724.919,P,ER HOBO
2018-10-22 07:00:00,6.978,1.005,2724.917,P,ER HOBO
2018-10-22 08:00:00,6.978,1.005,2724.917,P,ER HOBO
2018-10-22 09:00:00,6.978,1.002,2724.92,P,ER HOBO
2018-10-22 10:00:00,6.978,1.002,2724.92,P,ER HOBO
2018-10-22 11:00:00,6.978,0.998,2724.924,P,ER HOBO
2018-10-22 12:00:00,6.978,1.0,2724.922,P,ER HOBO
2018-10-22 13:00:00,6.978,0.998,2724.924,P,ER HOBO
2018-10-22 14:00:00,6.978,0.994,2724.928,P,ER HOBO
2018-10-22 15:00:00,6.978,0.998,2724.924,P,ER HOBO
2018-10-22 16:00:00,6.978,0.996,2724.926,P,ER HOBO
2018-10-22 17:00:00,6.978,0.996,2724.926,P,ER HOBO
2018-10-22 18:00:00,6.978,0.996,2724.926,P,ER HOBO
2018-10-22 19:00:00,6.877,0.994,2724.928,P,ER HOBO
2018-10-22 20:00:00,6.877,0.996,2724.926,P,ER HOBO
2018-10-22 21:00:00,6.877,0.997,2724.925,P,ER HOBO
2018-10-22 22:00:00,6.877,0.994,2724.928,P,ER HOBO
2018-10-22 23:00:00,6.877,0.995,2724.927,P,ER HOBO
