DateTime.MST,SR-OBJ1-D_WaterTemp.deg.C,SR-OBJ1-D_DTW.m,SR-OBJ1-D_WaterLevelElev.masl,SR-OBJ1-M_WaterTemp.deg.C,SR-OBJ1-M_DTW.m,SR-OBJ1-M_WaterLevelElev.masl,SR-OBJ1-S_WaterTemp.deg.C,SR-OBJ1-S_DTW.m,SR-OBJ1-S_WaterLevelElev.masl,SR-OBJ2-D_WaterTemp.deg.C,SR-OBJ2-D_DTW.m,SR-OBJ2-D_WaterLevelElev.masl,SR-OBJ2-M_WaterTemp.deg.C,SR-OBJ2-M_DTW.m,SR-OBJ2-M_WaterLevelElev.masl,SR-OBJ2-S_WaterTemp.deg.C,SR-OBJ2-S_DTW.m,SR-OBJ2-S_WaterLevelElev.masl,DataFlag_01,DataFlag_02
2019-11-11 20:00:00,4.207,0.967,2725.397,5.037,0.911,2725.435,3.155,0.808,2725.565,4.623,0.821,2725.114,5.552,1.175,2724.747,3.788,0.424,2725.491,P,CS100
2019-11-11 21:00:00,4.207,0.967,2725.397,5.037,0.911,2725.435,3.155,0.807,2725.566,4.623,0.82,2725.115,5.552,1.173,2724.749,3.788,0.424,2725.491,P,CS100
2019-11-11 22:00:00,4.207,0.966,2725.398,5.037,0.91,2725.436,3.155,0.805,2725.568,4.623,0.82,2725.115,5.552,1.172,2724.75,3.683,0.422,2725.493,P,CS100
2019-11-11 23:00:00,4.207,0.97,2725.394,5.037,0.911,2725.435,3.155,0.804,2725.569,4.623,0.823,2725.112,5.552,1.171,2724.751,3.683,0.422,2725.493,P,CS100
2019-11-12 00:00:00,4.207,0.973,2725.391,5.037,0.911,2725.435,3.155,0.803,2725.57,4.623,0.825,2725.11,5.552,1.169,2724.753,3.683,0.422,2725.493,P,CS100
2019-11-12 01:00:00,4.207,0.976,2725.388,5.037,0.911,2725.435,3.155,0.802,2725.571,4.623,0.83,2725.105,5.552,1.17,2724.752,3.683,0.422,2725.493,P,CS100
2019-11-12 02:00:00,4.207,0.977,2725.387,5.037,0.913,2725.433,3.155,0.802,2725.571,4.623,0.831,2725.104,5.552,1.17,2724.752,3.683,0.422,2725.493,P,CS100
2019-11-12 03:00:00,4.207,0.98,2725.384,5.037,0.913,2725.433,3.155,0.8,2725.573,4.623,0.835,2725.1,5.552,1.167,2724.755,3.683,0.422,2725.493,P,CS100
2019-11-12 04:00:00,4.207,0.984,2725.38,5.037,0.913,2725.433,3.155,0.8,2725.573,4.623,0.839,2725.096,5.552,1.167,2724.755,3.683,0.42,2725.495,P,CS100
2019-11-12 05:00:00,4.207,0.987,2725.377,5.037,0.915,2725.431,3.155,0.799,2725.574,4.623,0.845,2725.09,5.552,1.166,2724.756,3.683,0.42,2725.495,P,CS100
2019-11-12 06:00:00,4.207,0.997,2725.367,5.037,0.915,2725.431,3.155,0.799,2725.574,4.623,0.854,2725.081,5.552,1.167,2724.755,3.683,0.418,2725.497,P,CS100
2019-11-12 07:00:00,4.207,1.004,2725.36,5.037,0.917,2725.429,3.049,0.798,2725.575,4.623,0.865,2725.07,5.552,1.165,2724.757,3.683,0.418,2725.497,P,CS100
2019-11-12 08:00:00,4.207,1.007,2725.357,5.037,0.916,2725.43,3.049,0.799,2725.574,4.519,0.872,2725.063,5.552,1.163,2724.759,3.683,0.417,2725.498,P,CS100
2019-11-12 09:00:00,4.207,1.002,2725.362,5.037,0.919,2725.427,3.155,0.798,2725.575,4.623,0.874,2725.061,5.552,1.164,2724.758,3.683,0.416,2725.499,P,CS100
2019-11-12 10:00:00,4.207,0.995,2725.369,5.037,0.921,2725.425,3.049,0.796,2725.577,4.623,0.869,2725.066,5.552,1.163,2724.759,3.683,0.417,2725.498,P,CS100
2019-11-12 11:00:00,4.207,0.986,2725.378,4.934,0.921,2725.425,3.049,0.796,2725.577,4.623,0.858,2725.077,5.552,1.161,2724.761,3.683,0.414,2725.501,P,CS100
2019-11-12 12:00:00,4.207,0.979,2725.385,4.934,0.921,2725.425,3.049,0.794,2725.579,4.623,0.845,2725.09,5.552,1.161,2724.761,3.683,0.414,2725.501,P,CS100
2019-11-12 13:00:00,4.207,0.979,2725.385,4.934,0.922,2725.424,3.049,0.793,2725.58,4.519,0.841,2725.094,5.552,1.159,2724.763,3.683,0.414,2725.501,P,CS100
2019-11-12 14:00:00,4.207,0.977,2725.387,4.934,0.921,2725.425,3.049,0.792,2725.581,4.519,0.838,2725.097,5.552,1.158,2724.764,3.683,0.412,2725.503,P,CS100
2019-11-12 15:00:00,4.207,0.976,2725.388,4.934,0.921,2725.425,3.049,0.792,2725.581,4.519,0.837,2725.098,5.552,1.157,2724.765,3.683,0.413,2725.502,P,CS100
2019-11-12 16:00:00,4.207,0.975,2725.389,4.934,0.921,2725.425,3.049,0.792,2725.581,4.519,0.834,2725.101,5.552,1.156,2724.766,3.683,0.411,2725.504,P,CS100
2019-11-12 17:00:00,4.207,0.974,2725.39,4.934,0.922,2725.424,3.049,0.793,2725.58,4.519,0.833,2725.102,5.552,1.157,2724.765,3.683,0.412,2725.503,P,CS100
2019-11-12 18:00:00,4.207,0.976,2725.388,4.934,0.92,2725.426,3.049,0.79,2725.583,4.519,0.833,2725.102,5.552,1.155,2724.767,3.683,0.41,2725.505,P,CS100
2019-11-12 19:00:00,4.207,0.975,2725.389,4.934,0.923,2725.423,3.049,0.79,2725.583,4.519,0.832,2725.103,5.552,1.154,2724.768,3.683,0.411,2725.504,P,CS100
2019-11-12 20:00:00,4.102,0.975,2725.389,4.934,0.921,2725.425,3.049,0.791,2725.582,4.519,0.83,2725.105,5.552,1.152,2724.77,3.683,0.41,2725.505,P,CS100
2019-11-12 21:00:00,4.102,0.973,2725.391,4.934,0.92,2725.426,3.049,0.787,2725.586,4.519,0.831,2725.104,5.552,1.152,2724.77,3.683,0.409,2725.506,P,CS100
2019-11-12 22:00:00,4.102,0.975,2725.389,4.934,0.92,2725.426,3.049,0.786,2725.587,4.519,0.829,2725.106,5.552,1.149,2724.773,3.683,0.408,2725.507,P,CS100
2019-11-12 23:00:00,4.102,0.975,2725.389,4.934,0.924,2725.422,3.049,0.789,2725.584,4.519,0.832,2725.103,5.552,1.15,2724.772,3.683,0.409,2725.506,P,CS100
2019-11-13 00:00:00,4.102,0.974,2725.39,4.934,0.921,2725.425,3.049,0.786,2725.587,4.519,0.832,2725.103,5.552,1.149,2724.773,3.683,0.407,2725.508,P,CS100
2019-11-13 01:00:00,4.102,0.976,2725.388,4.934,0.924,2725.422,3.049,0.785,2725.588,4.519,0.832,2725.103,5.552,1.149,2724.773,3.683,0.406,2725.509,P,CS100
2019-11-13 02:00:00,4.102,0.975,2725.389,4.934,0.922,2725.424,3.049,0.784,2725.589,4.519,0.834,2725.101,5.552,1.148,2724.774,3.683,0.406,2725.509,P,CS100
2019-11-13 03:00:00,4.102,0.977,2725.387,4.934,0.922,2725.424,3.049,0.783,2725.59,4.519,0.836,2725.099,5.552,1.148,2724.774,3.683,0.406,2725.509,P,CS100
2019-11-13 04:00:00,4.102,0.981,2725.383,4.934,0.921,2725.425,3.049,0.783,2725.59,4.519,0.838,2725.097,5.552,1.146,2724.776,3.683,0.404,2725.511,P,CS100
2019-11-13 05:00:00,4.102,0.982,2725.382,4.934,0.922,2725.424,3.049,0.781,2725.592,4.519,0.841,2725.094,5.552,1.145,2724.777,3.683,0.405,2725.51,P,CS100
2019-11-13 06:00:00,4.102,0.985,2725.379,4.934,0.922,2725.424,3.049,0.779,2725.594,4.519,0.842,2725.093,5.552,1.144,2724.778,3.578,0.404,2725.511,P,CS100
2019-11-13 07:00:00,4.102,0.989,2725.375,4.934,0.921,2725.425,3.049,0.778,2725.595,4.519,0.845,2725.09,5.552,1.143,2724.779,3.578,0.401,2725.514,P,CS100
2019-11-13 08:00:00,4.102,0.994,2725.37,4.934,0.924,2725.422,3.049,0.78,2725.593,4.519,0.853,2725.082,5.45,1.143,2724.779,3.578,0.402,2725.513,P,CS100
2019-11-13 09:00:00,4.102,0.99,2725.374,4.934,0.924,2725.422,3.049,0.779,2725.594,4.519,0.858,2725.077,5.45,1.142,2724.78,3.578,0.402,2725.513,P,CS100
2019-11-13 10:00:00,4.102,0.987,2725.377,4.934,0.925,2725.421,3.049,0.778,2725.595,4.519,0.854,2725.081,5.45,1.143,2724.779,3.578,0.403,2725.512,P,CS100
2019-11-13 11:00:00,4.102,0.979,2725.385,4.934,0.925,2725.421,3.049,0.778,2725.595,4.519,0.85,2725.085,5.45,1.141,2724.781,3.578,0.401,2725.514,P,CS100
2019-11-13 12:00:00,4.102,0.98,2725.384,4.831,0.926,2725.42,3.049,0.775,2725.598,4.519,0.846,2725.089,5.45,1.14,2724.782,3.578,0.4,2725.515,P,CS100
2019-11-13 13:00:00,4.102,0.981,2725.383,4.831,0.926,2725.42,3.049,0.775,2725.598,4.519,0.844,2725.091,5.45,1.139,2724.783,3.578,0.401,2725.514,P,CS100
2019-11-13 14:00:00,4.102,0.979,2725.385,4.831,0.927,2725.419,3.049,0.774,2725.599,4.519,0.843,2725.092,5.45,1.136,2724.786,3.578,0.4,2725.515,P,CS100
2019-11-13 15:00:00,4.102,0.98,2725.384,4.831,0.926,2725.42,3.049,0.774,2725.599,4.519,0.843,2725.092,5.45,1.137,2724.785,3.578,0.399,2725.516,P,CS100
2019-11-13 16:00:00,4.102,0.979,2725.385,4.831,0.926,2725.42,3.049,0.772,2725.601,4.519,0.842,2725.093,5.45,1.137,2724.785,3.578,0.4,2725.515,P,CS100
2019-11-13 17:00:00,4.102,0.979,2725.385,4.831,0.927,2725.419,3.049,0.772,2725.601,4.519,0.842,2725.093,5.45,1.137,2724.785,3.578,0.398,2725.517,P,CS100
2019-11-13 18:00:00,4.102,0.979,2725.385,4.831,0.925,2725.421,2.943,0.771,2725.602,4.519,0.84,2725.095,5.45,1.134,2724.788,3.578,0.398,2725.517,P,CS100
2019-11-13 19:00:00,4.102,0.979,2725.385,4.831,0.926,2725.42,2.943,0.771,2725.602,4.519,0.84,2725.095,5.45,1.134,2724.788,3.578,0.396,2725.519,P,CS100
2019-11-13 20:00:00,4.102,0.978,2725.386,4.831,0.925,2725.421,2.943,0.77,2725.603,4.519,0.839,2725.096,5.45,1.133,2724.789,3.578,0.397,2725.518,P,CS100
2019-11-13 21:00:00,4.102,0.979,2725.385,4.831,0.927,2725.419,2.943,0.77,2725.603,4.415,0.839,2725.096,5.45,1.132,2724.79,3.578,0.396,2725.519,P,CS100
2019-11-13 22:00:00,4.102,0.979,2725.385,4.831,0.926,2725.42,2.943,0.77,2725.603,4.415,0.84,2725.095,5.45,1.133,2724.789,3.578,0.395,2725.52,P,CS100
2019-11-13 23:00:00,4.102,0.979,2725.385,4.831,0.925,2725.421,2.943,0.767,2725.606,4.415,0.838,2725.097,5.45,1.13,2724.792,3.578,0.394,2725.521,P,CS100
2019-11-14 00:00:00,3.998,0.978,2725.386,4.831,0.927,2725.419,2.943,0.767,2725.606,4.415,0.839,2725.096,5.45,1.129,2724.793,3.578,0.395,2725.52,P,CS100
2019-11-14 01:00:00,3.998,0.977,2725.387,4.831,0.924,2725.422,2.943,0.764,2725.609,4.415,0.836,2725.099,5.45,1.127,2724.795,3.578,0.392,2725.523,P,CS100
2019-11-14 02:00:00,3.998,0.978,2725.386,4.831,0.927,2725.419,2.943,0.766,2725.607,4.415,0.838,2725.097,5.45,1.13,2724.792,3.578,0.393,2725.522,P,CS100
2019-11-14 03:00:00,3.998,0.979,2725.385,4.831,0.928,2725.418,2.943,0.764,2725.609,4.415,0.838,2725.097,5.45,1.128,2724.794,3.578,0.392,2725.523,P,CS100
2019-11-14 04:00:00,3.998,0.979,2725.385,4.831,0.926,2725.42,2.943,0.764,2725.609,4.415,0.838,2725.097,5.45,1.127,2724.795,3.578,0.393,2725.522,P,CS100
2019-11-14 05:00:00,3.998,0.984,2725.38,4.831,0.927,2725.419,2.943,0.763,2725.61,4.415,0.84,2725.095,5.45,1.126,2724.796,3.578,0.39,2725.525,P,CS100
2019-11-14 06:00:00,3.998,0.987,2725.377,4.831,0.927,2725.419,2.943,0.762,2725.611,4.415,0.845,2725.09,5.45,1.127,2724.795,3.578,0.391,2725.524,P,CS100
2019-11-14 07:00:00,3.998,0.991,2725.373,4.831,0.927,2725.419,2.943,0.762,2725.611,4.415,0.849,2725.086,5.45,1.125,2724.797,3.578,0.391,2725.524,P,CS100
2019-11-14 08:00:00,3.998,0.994,2725.37,4.831,0.927,2725.419,2.943,0.761,2725.612,4.415,0.856,2725.079,5.45,1.123,2724.799,3.578,0.391,2725.524,P,CS100
2019-11-14 09:00:00,3.998,0.992,2725.372,4.831,0.928,2725.418,2.943,0.758,2725.615,4.415,0.858,2725.077,5.45,1.122,2724.8,3.578,0.39,2725.525,P,CS100
2019-11-14 10:00:00,3.998,0.988,2725.376,4.831,0.928,2725.418,2.943,0.759,2725.614,4.415,0.857,2725.078,5.45,1.121,2724.801,3.578,0.389,2725.526,P,CS100
2019-11-14 11:00:00,3.998,0.983,2725.381,4.831,0.929,2725.417,2.943,0.758,2725.615,4.415,0.849,2725.086,5.45,1.122,2724.8,3.578,0.391,2725.524,P,CS100
2019-11-14 12:00:00,3.998,0.983,2725.381,4.727,0.928,2725.418,2.943,0.759,2725.614,4.415,0.846,2725.089,5.45,1.12,2724.802,3.578,0.389,2725.526,P,CS100
2019-11-14 13:00:00,3.998,0.983,2725.381,4.727,0.93,2725.416,2.943,0.758,2725.615,4.415,0.846,2725.089,5.45,1.12,2724.802,3.578,0.387,2725.528,P,CS100
2019-11-14 14:00:00,3.998,0.981,2725.383,4.727,0.929,2725.417,2.943,0.755,2725.618,4.415,0.845,2725.09,5.45,1.118,2724.804,3.578,0.387,2725.528,P,CS100
2019-11-14 15:00:00,3.998,0.98,2725.384,4.727,0.928,2725.418,2.943,0.753,2725.62,4.415,0.844,2725.091,5.45,1.117,2724.805,3.578,0.385,2725.53,P,CS100
2019-11-14 16:00:00,3.998,0.98,2725.384,4.727,0.931,2725.415,2.943,0.753,2725.62,4.415,0.844,2725.091,5.45,1.116,2724.806,3.472,0.387,2725.528,P,CS100
2019-11-14 17:00:00,3.998,0.98,2725.384,4.727,0.93,2725.416,2.943,0.754,2725.619,4.415,0.842,2725.093,5.45,1.115,2724.807,3.472,0.386,2725.529,P,CS100
2019-11-14 18:00:00,3.998,0.98,2725.384,4.727,0.929,2725.417,2.943,0.752,2725.621,4.415,0.842,2725.093,5.45,1.115,2724.807,3.472,0.384,2725.531,P,CS100
2019-11-14 19:00:00,3.998,0.979,2725.385,4.727,0.931,2725.415,2.943,0.752,2725.621,4.415,0.841,2725.094,5.45,1.113,2724.809,3.472,0.386,2725.529,P,CS100
2019-11-14 20:00:00,3.998,0.979,2725.385,4.727,0.93,2725.416,2.943,0.75,2725.623,4.415,0.843,2725.092,5.45,1.114,2724.808,3.472,0.383,2725.532,P,CS100
2019-11-14 21:00:00,3.998,0.981,2725.383,4.727,0.931,2725.415,2.943,0.749,2725.624,4.415,0.841,2725.094,5.45,1.112,2724.81,3.472,0.384,2725.531,P,CS100
2019-11-14 22:00:00,3.998,0.981,2725.383,4.727,0.931,2725.415,2.837,0.75,2725.623,4.415,0.842,2725.093,5.45,1.112,2724.81,3.472,0.385,2725.53,P,CS100
2019-11-14 23:00:00,3.998,0.978,2725.386,4.727,0.931,2725.415,2.837,0.749,2725.624,4.415,0.842,2725.093,5.347,1.11,2724.812,3.472,0.384,2725.531,P,CS100
2019-11-15 00:00:00,3.998,0.98,2725.384,4.727,0.93,2725.416,2.943,0.747,2725.626,4.415,0.84,2725.095,5.347,1.11,2724.812,3.472,0.382,2725.533,P,CS100
2019-11-15 01:00:00,3.998,0.981,2725.383,4.727,0.931,2725.415,2.837,0.746,2725.627,4.415,0.843,2725.092,5.347,1.109,2724.813,3.472,0.382,2725.533,P,CS100
2019-11-15 02:00:00,3.998,0.981,2725.383,4.727,0.931,2725.415,2.837,0.746,2725.627,4.415,0.842,2725.093,5.347,1.108,2724.814,3.472,0.381,2725.534,P,CS100
2019-11-15 03:00:00,3.998,0.981,2725.383,4.727,0.93,2725.416,2.837,0.745,2725.628,4.415,0.842,2725.093,5.347,1.106,2724.816,3.472,0.381,2725.534,P,CS100
2019-11-15 04:00:00,3.893,0.983,2725.381,4.727,0.93,2725.416,2.837,0.744,2725.629,4.415,0.844,2725.091,5.347,1.105,2724.817,3.472,0.38,2725.535,P,CS100
2019-11-15 05:00:00,3.893,0.985,2725.379,4.727,0.932,2725.414,2.837,0.744,2725.629,4.415,0.844,2725.091,5.347,1.104,2724.818,3.472,0.38,2725.535,P,CS100
2019-11-15 06:00:00,3.893,0.985,2725.379,4.727,0.93,2725.416,2.837,0.743,2725.63,4.415,0.847,2725.088,5.347,1.105,2724.817,3.472,0.378,2725.537,P,CS100
2019-11-15 07:00:00,3.893,0.99,2725.374,4.727,0.931,2725.415,2.837,0.742,2725.631,4.415,0.853,2725.082,5.347,1.103,2724.819,3.472,0.38,2725.535,P,CS100
2019-11-15 08:00:00,3.893,0.993,2725.371,4.727,0.931,2725.415,2.837,0.74,2725.633,4.415,0.857,2725.078,5.347,1.103,2724.819,3.472,0.376,2725.539,P,CS100
2019-11-15 09:00:00,3.893,0.994,2725.37,4.727,0.93,2725.416,2.837,0.74,2725.633,4.415,0.86,2725.075,5.347,1.101,2724.821,3.472,0.377,2725.538,P,CS100
2019-11-15 10:00:00,3.893,0.987,2725.377,4.727,0.933,2725.413,2.837,0.74,2725.633,4.415,0.854,2725.081,5.347,1.101,2724.821,3.472,0.377,2725.538,P,CS100
2019-11-15 11:00:00,3.893,0.987,2725.377,4.727,0.931,2725.415,2.837,0.739,2725.634,4.415,0.852,2725.083,5.347,1.1,2724.822,3.472,0.376,2725.539,P,CS100
2019-11-15 12:00:00,3.893,0.987,2725.377,4.623,0.932,2725.414,2.837,0.738,2725.635,4.311,0.852,2725.083,5.347,1.101,2724.821,3.472,0.376,2725.539,P,CS100
2019-11-15 13:00:00,3.893,0.986,2725.378,4.623,0.932,2725.414,2.837,0.736,2725.637,4.311,0.852,2725.083,5.347,1.099,2724.823,3.472,0.374,2725.541,P,CS100
2019-11-15 14:00:00,3.893,0.987,2725.377,4.623,0.934,2725.412,2.837,0.735,2725.638,4.311,0.853,2725.082,5.347,1.099,2724.823,3.472,0.376,2725.539,P,CS100
2019-11-15 15:00:00,3.893,0.986,2725.378,4.623,0.934,2725.412,2.837,0.734,2725.639,4.311,0.851,2725.084,5.347,1.099,2724.823,3.472,0.373,2725.542,P,CS100
2019-11-15 16:00:00,3.893,0.985,2725.379,4.623,0.933,2725.413,2.837,0.733,2725.64,4.311,0.85,2725.085,5.347,1.095,2724.827,3.472,0.373,2725.542,P,CS100
2019-11-15 17:00:00,3.893,0.982,2725.382,4.623,0.93,2725.416,2.837,0.733,2725.64,4.311,0.849,2725.086,5.347,1.095,2724.827,3.472,0.372,2725.543,P,CS100
2019-11-15 18:00:00,3.893,0.983,2725.381,4.623,0.932,2725.414,2.837,0.732,2725.641,4.311,0.85,2725.085,5.347,1.094,2724.828,3.472,0.372,2725.543,P,CS100
2019-11-15 19:00:00,3.893,0.984,2725.38,4.623,0.932,2725.414,2.837,0.731,2725.642,4.311,0.848,2725.087,5.347,1.093,2724.829,3.472,0.371,2725.544,P,CS100
2019-11-15 20:00:00,3.893,0.983,2725.381,4.623,0.931,2725.415,2.837,0.731,2725.642,4.311,0.849,2725.086,5.347,1.092,2724.83,3.472,0.371,2725.544,P,CS100
2019-11-15 21:00:00,3.893,0.984,2725.38,4.623,0.934,2725.412,2.837,0.73,2725.643,4.311,0.849,2725.086,5.347,1.09,2724.832,3.472,0.371,2725.544,P,CS100
2019-11-15 22:00:00,3.893,0.982,2725.382,4.623,0.935,2725.411,2.837,0.728,2725.645,4.311,0.847,2725.088,5.347,1.09,2724.832,3.472,0.37,2725.545,P,CS100
2019-11-15 23:00:00,3.893,0.982,2725.382,4.623,0.933,2725.413,2.837,0.727,2725.646,4.311,0.847,2725.088,5.347,1.09,2724.832,3.472,0.369,2725.546,P,CS100
2019-11-16 00:00:00,3.893,0.983,2725.381,4.623,0.934,2725.412,2.837,0.727,2725.646,4.311,0.846,2725.089,5.347,1.089,2724.833,3.472,0.37,2725.545,P,CS100
2019-11-16 01:00:00,3.893,0.982,2725.382,4.623,0.932,2725.414,2.837,0.726,2725.647,4.311,0.846,2725.089,5.347,1.088,2724.834,3.472,0.369,2725.546,P,CS100
2019-11-16 02:00:00,3.893,0.983,2725.381,4.623,0.932,2725.414,2.837,0.726,2725.647,4.311,0.845,2725.09,5.347,1.086,2724.836,3.472,0.368,2725.547,P,CS100
2019-11-16 03:00:00,3.893,0.982,2725.382,4.623,0.935,2725.411,2.837,0.724,2725.649,4.311,0.844,2725.091,5.347,1.086,2724.836,3.472,0.369,2725.546,P,CS100
2019-11-16 04:00:00,3.893,0.981,2725.383,4.623,0.932,2725.414,2.837,0.722,2725.651,4.311,0.845,2725.09,5.347,1.086,2724.836,3.472,0.369,2725.546,P,CS100
2019-11-16 05:00:00,3.893,0.981,2725.383,4.623,0.933,2725.413,2.837,0.723,2725.65,4.311,0.845,2725.09,5.347,1.086,2724.836,3.472,0.368,2725.547,P,CS100
2019-11-16 06:00:00,3.893,0.983,2725.381,4.623,0.933,2725.413,2.837,0.722,2725.651,4.311,0.847,2725.088,5.347,1.084,2724.838,3.472,0.369,2725.546,P,CS100
2019-11-16 07:00:00,3.893,0.983,2725.381,4.623,0.935,2725.411,2.837,0.722,2725.651,4.311,0.848,2725.087,5.347,1.083,2724.839,3.367,0.369,2725.546,P,CS100
2019-11-16 08:00:00,3.788,0.985,2725.379,4.623,0.932,2725.414,2.73,0.721,2725.652,4.311,0.848,2725.087,5.347,1.082,2724.84,3.367,0.367,2725.548,P,CS100
2019-11-16 09:00:00,3.788,0.985,2725.379,4.623,0.932,2725.414,2.837,0.719,2725.654,4.311,0.846,2725.089,5.347,1.08,2724.842,3.367,0.365,2725.55,P,CS100
2019-11-16 10:00:00,3.788,0.985,2725.379,4.519,0.934,2725.412,2.73,0.717,2725.656,4.311,0.849,2725.086,5.347,1.08,2724.842,3.367,0.365,2725.55,P,CS100
2019-11-16 11:00:00,3.788,0.986,2725.378,4.519,0.934,2725.412,2.73,0.719,2725.654,4.311,0.849,2725.086,5.244,1.079,2724.843,3.367,0.365,2725.55,P,CS100
2019-11-16 12:00:00,3.788,0.985,2725.379,4.519,0.936,2725.41,2.73,0.717,2725.656,4.311,0.85,2725.085,5.347,1.078,2724.844,3.367,0.367,2725.548,P,CS100
2019-11-16 13:00:00,3.788,0.984,2725.38,4.519,0.934,2725.412,2.73,0.714,2725.659,4.311,0.847,2725.088,5.244,1.08,2724.842,3.367,0.364,2725.551,P,CS100
2019-11-16 14:00:00,3.788,0.984,2725.38,4.519,0.937,2725.409,2.73,0.718,2725.655,4.311,0.849,2725.086,5.244,1.077,2724.845,3.367,0.366,2725.549,P,CS100
2019-11-16 15:00:00,3.788,0.98,2725.384,4.519,0.934,2725.412,2.73,0.714,2725.659,4.311,0.845,2725.09,5.244,1.073,2724.849,3.367,0.363,2725.552,P,CS100
2019-11-16 16:00:00,3.788,0.982,2725.382,4.519,0.934,2725.412,2.73,0.714,2725.659,4.311,0.845,2725.09,5.244,1.075,2724.847,3.367,0.363,2725.552,P,CS100
2019-11-16 17:00:00,3.788,0.982,2725.382,4.519,0.934,2725.412,2.73,0.713,2725.66,4.311,0.845,2725.09,5.244,1.075,2724.847,3.367,0.363,2725.552,P,CS100
2019-11-16 18:00:00,3.788,0.982,2725.382,4.519,0.935,2725.411,2.73,0.712,2725.661,4.311,0.845,2725.09,5.244,1.074,2724.848,3.367,0.363,2725.552,P,CS100
2019-11-16 19:00:00,3.788,0.982,2725.382,4.519,0.935,2725.411,2.73,0.709,2725.664,4.311,0.843,2725.092,5.244,1.073,2724.849,3.367,0.363,2725.552,P,CS100
2019-11-16 20:00:00,3.788,0.981,2725.383,4.519,0.937,2725.409,2.73,0.71,2725.663,4.311,0.845,2725.09,5.244,1.072,2724.85,3.367,0.363,2725.552,P,CS100
2019-11-16 21:00:00,3.788,0.981,2725.383,4.519,0.936,2725.41,2.73,0.709,2725.664,4.311,0.843,2725.092,5.244,1.072,2724.85,3.367,0.361,2725.554,P,CS100
2019-11-16 22:00:00,3.788,0.98,2725.384,4.519,0.934,2725.412,2.73,0.708,2725.665,4.311,0.844,2725.091,5.244,1.07,2724.852,3.367,0.36,2725.555,P,CS100
2019-11-16 23:00:00,3.788,0.979,2725.385,4.519,0.934,2725.412,2.73,0.706,2725.667,4.311,0.843,2725.092,5.244,1.07,2724.852,3.367,0.359,2725.556,P,CS100
2019-11-17 00:00:00,3.788,0.981,2725.383,4.519,0.936,2725.41,2.73,0.708,2725.665,4.311,0.844,2725.091,5.244,1.071,2724.851,3.367,0.362,2725.553,P,CS100
2019-11-17 01:00:00,3.788,0.982,2725.382,4.519,0.936,2725.41,2.73,0.707,2725.666,4.311,0.844,2725.091,5.244,1.069,2724.853,3.367,0.36,2725.555,P,CS100
2019-11-17 02:00:00,3.788,0.98,2725.384,4.519,0.935,2725.411,2.73,0.705,2725.668,4.311,0.842,2725.093,5.244,1.066,2724.856,3.367,0.357,2725.558,P,CS100
2019-11-17 03:00:00,3.788,0.984,2725.38,4.519,0.937,2725.409,2.73,0.705,2725.668,4.207,0.845,2725.09,5.244,1.066,2724.856,3.367,0.36,2725.555,P,CS100
2019-11-17 04:00:00,3.788,0.984,2725.38,4.519,0.935,2725.411,2.73,0.704,2725.669,4.207,0.847,2725.088,5.244,1.064,2724.858,3.367,0.359,2725.556,P,CS100
2019-11-17 05:00:00,3.788,0.987,2725.377,4.519,0.933,2725.413,2.73,0.702,2725.671,4.207,0.85,2725.085,5.244,1.064,2724.858,3.367,0.357,2725.558,P,CS100
2019-11-17 06:00:00,3.788,0.99,2725.374,4.519,0.938,2725.408,2.73,0.705,2725.668,4.207,0.856,2725.079,5.244,1.068,2724.854,3.367,0.359,2725.556,P,CS100
2019-11-17 07:00:00,3.788,0.988,2725.376,4.519,0.937,2725.409,2.73,0.702,2725.671,4.207,0.856,2725.079,5.244,1.064,2724.858,3.367,0.357,2725.558,P,CS100
2019-11-17 08:00:00,3.788,0.994,2725.37,4.519,0.936,2725.41,2.73,0.701,2725.672,4.207,0.861,2725.074,5.244,1.062,2724.86,3.367,0.356,2725.559,P,CS100
2019-11-17 09:00:00,3.788,0.992,2725.372,4.519,0.937,2725.409,2.73,0.702,2725.671,4.207,0.862,2725.073,5.244,1.063,2724.859,3.367,0.355,2725.56,P,CS100
2019-11-17 10:00:00,3.788,0.991,2725.373,4.519,0.937,2725.409,2.73,0.701,2725.672,4.207,0.857,2725.078,5.244,1.063,2724.859,3.367,0.354,2725.561,P,CS100
2019-11-17 11:00:00,3.788,0.99,2725.374,4.519,0.938,2725.408,2.73,0.701,2725.672,4.207,0.855,2725.08,5.244,1.06,2724.862,3.367,0.356,2725.559,P,CS100
2019-11-17 12:00:00,3.788,0.99,2725.374,4.415,0.94,2725.406,2.73,0.7,2725.673,4.207,0.858,2725.077,5.244,1.06,2724.862,3.367,0.356,2725.559,P,CS100
2019-11-17 13:00:00,3.788,0.989,2725.375,4.415,0.94,2725.406,2.73,0.698,2725.675,4.207,0.858,2725.077,5.244,1.059,2724.863,3.367,0.354,2725.561,P,CS100
2019-11-17 14:00:00,3.788,0.989,2725.375,4.415,0.937,2725.409,2.73,0.699,2725.674,4.207,0.855,2725.08,5.244,1.058,2724.864,3.367,0.354,2725.561,P,CS100
2019-11-17 15:00:00,3.683,0.986,2725.378,4.415,0.937,2725.409,2.73,0.696,2725.677,4.207,0.854,2725.081,5.244,1.057,2724.865,3.367,0.352,2725.563,P,CS100
