DateTime.MST,SR-DSofDAM-WT_WaterTemp.deg.C,SR-DSofDAM-WT_DTW.m,SR-DSofDAM-WT_WaterLevelElev.masl,SR-OBJ1-WT_WaterTemp.deg.C,SR-OBJ1-WT_DTW.m,SR-OBJ1-WT_WaterLevelElev.masl,SR-OBJ-ET0_WaterTemp.deg.C,SR-OBJ-ET0_DTW.m,SR-OBJ-ET0_WaterLevelElev.masl,SR-OBJ-ET1_WaterTemp.deg.C,SR-OBJ-ET1_DTW.m,SR-OBJ-ET1_WaterLevelElev.masl,SR-OBJ-ET2_WaterTemp.deg.C,SR-OBJ-ET2_DTW.m,SR-OBJ-ET2_WaterLevelElev.masl,SR-OBJ-ET3_WaterTemp.deg.C,SR-OBJ-ET3_DTW.m,SR-OBJ-ET3_WaterLevelElev.masl,SR-OBJ-ET4_WaterTemp.deg.C,SR-OBJ-ET4_DTW.m,SR-OBJ-ET4_WaterLevelElev.masl,DataFlag_01,DataFlag_02
2022-01-01 10:00:00,1.764,0.662,2725.048,1.221,0.966,2725.355,3.893,0.466,2725.456,4.207,0.878,2725.398,3.049,1.037,2725.305,3.998,0.753,2725.382,3.155,0.642,2725.322,P,CS100
2022-01-01 11:00:00,1.764,0.662,2725.048,1.221,0.963,2725.358,3.893,0.469,2725.453,4.207,0.88,2725.396,3.049,1.039,2725.303,3.998,0.753,2725.382,3.155,0.646,2725.318,P,CS100
2022-01-01 12:00:00,1.764,0.663,2725.047,1.221,0.953,2725.368,3.893,0.471,2725.451,4.207,0.882,2725.394,3.049,1.041,2725.301,3.998,0.758,2725.377,3.155,0.653,2725.311,P,CS100
2022-01-01 13:00:00,1.764,0.665,2725.045,1.221,0.937,2725.384,3.893,0.471,2725.451,4.207,0.884,2725.392,3.049,1.04,2725.302,3.998,0.761,2725.374,3.155,0.659,2725.305,P,CS100
2022-01-01 14:00:00,1.764,0.662,2725.048,1.221,0.916,2725.405,3.893,0.466,2725.456,4.207,0.885,2725.391,3.049,1.039,2725.303,3.998,0.761,2725.374,3.155,0.659,2725.305,P,CS100
2022-01-01 15:00:00,1.764,0.663,2725.047,1.221,0.88,2725.441,3.893,0.461,2725.461,4.207,0.884,2725.392,3.049,1.038,2725.304,3.998,0.76,2725.375,3.155,0.663,2725.301,P,CS100
2022-01-01 16:00:00,1.764,0.662,2725.048,1.221,0.85,2725.471,3.893,0.452,2725.47,4.207,0.887,2725.389,3.049,1.04,2725.302,3.998,0.762,2725.373,3.155,0.666,2725.298,P,CS100
2022-01-01 17:00:00,1.764,0.658,2725.052,1.221,0.827,2725.494,3.893,0.447,2725.475,4.207,0.886,2725.39,3.049,1.038,2725.304,3.998,0.762,2725.373,3.155,0.669,2725.295,P,CS100
2022-01-01 18:00:00,1.764,0.658,2725.052,1.221,0.817,2725.504,3.893,0.443,2725.479,4.207,0.889,2725.387,3.049,1.039,2725.303,3.998,0.763,2725.372,3.155,0.673,2725.291,P,CS100
2022-01-01 19:00:00,1.764,0.658,2725.052,1.221,0.809,2725.512,3.893,0.439,2725.483,4.207,0.889,2725.387,3.049,1.04,2725.302,3.998,0.763,2725.372,3.155,0.675,2725.289,P,CS100
2022-01-01 20:00:00,1.764,0.658,2725.052,1.221,0.807,2725.514,3.893,0.438,2725.484,4.207,0.892,2725.384,3.049,1.042,2725.3,3.998,0.763,2725.372,3.155,0.679,2725.285,P,CS100
2022-01-01 21:00:00,1.764,0.656,2725.054,1.221,0.802,2725.519,3.893,0.43,2725.492,4.207,0.891,2725.385,3.049,1.04,2725.302,3.998,0.763,2725.372,3.155,0.678,2725.286,P,CS100
2022-01-01 22:00:00,1.764,0.654,2725.056,1.221,0.799,2725.522,3.893,0.429,2725.493,4.207,0.89,2725.386,3.049,1.04,2725.302,3.998,0.764,2725.371,3.155,0.678,2725.286,P,CS100
2022-01-01 23:00:00,1.764,0.652,2725.058,1.221,0.795,2725.526,3.893,0.423,2725.499,4.207,0.893,2725.383,3.049,1.041,2725.301,3.893,0.764,2725.371,3.155,0.679,2725.285,P,CS100
2022-01-02 00:00:00,1.764,0.651,2725.059,1.221,0.793,2725.528,3.893,0.421,2725.501,4.207,0.893,2725.383,3.049,1.039,2725.303,3.998,0.765,2725.37,3.155,0.68,2725.284,P,CS100
2022-01-02 01:00:00,1.764,0.652,2725.058,1.221,0.795,2725.526,3.893,0.417,2725.505,4.207,0.894,2725.382,3.049,1.04,2725.302,3.893,0.765,2725.37,3.261,0.678,2725.286,P,CS100
2022-01-02 02:00:00,1.764,0.65,2725.06,1.221,0.792,2725.529,3.893,0.414,2725.508,4.207,0.893,2725.383,2.943,1.04,2725.302,3.893,0.764,2725.371,3.155,0.68,2725.284,P,CS100
2022-01-02 03:00:00,1.764,0.649,2725.061,1.221,0.791,2725.53,3.893,0.41,2725.512,4.207,0.893,2725.383,2.943,1.041,2725.301,3.893,0.766,2725.369,3.155,0.679,2725.285,P,CS100
2022-01-02 04:00:00,1.764,0.649,2725.061,1.221,0.791,2725.53,3.893,0.409,2725.513,4.207,0.894,2725.382,2.943,1.039,2725.303,3.893,0.764,2725.371,3.155,0.678,2725.286,P,CS100
2022-01-02 05:00:00,1.764,0.649,2725.061,1.221,0.787,2725.534,3.893,0.405,2725.517,4.207,0.893,2725.383,2.943,1.04,2725.302,3.893,0.765,2725.37,3.155,0.676,2725.288,P,CS100
2022-01-02 06:00:00,1.764,0.646,2725.064,1.221,0.785,2725.536,3.893,0.403,2725.519,4.207,0.894,2725.382,2.943,1.041,2725.301,3.893,0.764,2725.371,3.155,0.677,2725.287,P,CS100
2022-01-02 07:00:00,1.764,0.645,2725.065,1.221,0.78,2725.541,3.893,0.4,2725.522,4.207,0.894,2725.382,2.943,1.039,2725.303,3.893,0.765,2725.37,3.155,0.675,2725.289,P,CS100
2022-01-02 08:00:00,1.764,0.647,2725.063,1.221,0.778,2725.543,3.893,0.398,2725.524,4.207,0.896,2725.38,2.943,1.04,2725.302,3.893,0.764,2725.371,3.155,0.675,2725.289,P,CS100
2022-01-02 09:00:00,1.764,0.648,2725.062,1.221,0.775,2725.546,3.893,0.397,2725.525,4.207,0.895,2725.381,2.943,1.041,2725.301,3.893,0.765,2725.37,3.155,0.674,2725.29,P,CS100
2022-01-02 10:00:00,1.764,0.645,2725.065,1.221,0.77,2725.551,3.893,0.391,2725.531,4.207,0.895,2725.381,2.943,1.037,2725.305,3.893,0.763,2725.372,3.155,0.671,2725.293,P,CS100
2022-01-02 11:00:00,1.764,0.645,2725.065,1.221,0.767,2725.554,3.893,0.391,2725.531,4.207,0.895,2725.381,2.943,1.041,2725.301,3.893,0.763,2725.372,3.155,0.667,2725.297,P,CS100
2022-01-02 12:00:00,1.764,0.646,2725.064,1.221,0.767,2725.554,3.893,0.387,2725.535,4.207,0.896,2725.38,2.943,1.041,2725.301,3.893,0.764,2725.371,3.155,0.659,2725.305,P,CS100
2022-01-02 13:00:00,1.764,0.644,2725.066,1.221,0.762,2725.559,3.893,0.383,2725.539,4.207,0.897,2725.379,2.943,1.042,2725.3,3.893,0.764,2725.371,3.155,0.644,2725.32,P,CS100
2022-01-02 14:00:00,1.764,0.644,2725.066,1.221,0.757,2725.564,3.893,0.379,2725.543,4.207,0.895,2725.381,2.943,1.038,2725.304,3.893,0.761,2725.374,3.155,0.624,2725.34,P,CS100
2022-01-02 15:00:00,1.764,0.642,2725.068,1.221,0.753,2725.568,3.893,0.372,2725.55,4.207,0.892,2725.384,2.943,1.039,2725.303,3.893,0.759,2725.376,3.155,0.61,2725.354,P,CS100
2022-01-02 16:00:00,1.764,0.64,2725.07,1.221,0.749,2725.572,3.893,0.367,2725.555,4.207,0.892,2725.384,2.943,1.038,2725.304,3.893,0.76,2725.375,3.155,0.598,2725.366,P,CS100
2022-01-02 17:00:00,1.656,0.642,2725.068,1.221,0.747,2725.574,3.893,0.366,2725.556,4.207,0.894,2725.382,2.943,1.039,2725.303,3.893,0.756,2725.379,3.155,0.588,2725.376,P,CS100
2022-01-02 18:00:00,1.764,0.641,2725.069,1.221,0.743,2725.578,3.893,0.361,2725.561,4.207,0.892,2725.384,2.943,1.039,2725.303,3.893,0.756,2725.379,3.155,0.583,2725.381,P,CS100
2022-01-02 19:00:00,1.764,0.638,2725.072,1.221,0.74,2725.581,3.893,0.358,2725.564,4.207,0.891,2725.385,2.943,1.038,2725.304,3.893,0.754,2725.381,3.155,0.576,2725.388,P,CS100
2022-01-02 20:00:00,1.656,0.639,2725.071,1.221,0.737,2725.584,3.893,0.354,2725.568,4.207,0.891,2725.385,2.943,1.038,2725.304,3.893,0.753,2725.382,3.155,0.568,2725.396,P,CS100
2022-01-02 21:00:00,1.656,0.639,2725.071,1.221,0.735,2725.586,3.893,0.35,2725.572,4.207,0.891,2725.385,2.943,1.039,2725.303,3.893,0.749,2725.386,3.155,0.564,2725.4,P,CS100
2022-01-02 22:00:00,1.764,0.636,2725.074,1.221,0.736,2725.585,3.893,0.345,2725.577,4.207,0.89,2725.386,2.943,1.037,2725.305,3.893,0.748,2725.387,3.155,0.561,2725.403,P,CS100
2022-01-02 23:00:00,1.656,0.636,2725.074,1.221,0.734,2725.587,3.893,0.345,2725.577,4.207,0.889,2725.387,2.943,1.038,2725.304,3.893,0.748,2725.387,3.155,0.555,2725.409,P,CS100
2022-01-03 00:00:00,1.656,0.637,2725.073,1.221,0.735,2725.586,3.893,0.339,2725.583,4.207,0.889,2725.387,2.943,1.038,2725.304,3.893,0.747,2725.388,3.155,0.552,2725.412,P,CS100
2022-01-03 01:00:00,1.656,0.636,2725.074,1.221,0.736,2725.585,3.893,0.338,2725.584,4.102,0.888,2725.388,2.943,1.038,2725.304,3.893,0.746,2725.389,3.155,0.548,2725.416,P,CS100
2022-01-03 02:00:00,1.656,0.634,2725.076,1.221,0.734,2725.587,3.893,0.335,2725.587,4.207,0.89,2725.386,2.943,1.039,2725.303,3.893,0.744,2725.391,3.155,0.546,2725.418,P,CS100
2022-01-03 03:00:00,1.656,0.635,2725.075,1.221,0.736,2725.585,3.893,0.332,2725.59,4.207,0.887,2725.389,2.943,1.036,2725.306,3.893,0.743,2725.392,3.155,0.544,2725.42,P,CS100
2022-01-03 04:00:00,1.656,0.634,2725.076,1.221,0.737,2725.584,3.893,0.329,2725.593,4.102,0.887,2725.389,2.943,1.037,2725.305,3.893,0.742,2725.393,3.155,0.541,2725.423,P,CS100
2022-01-03 05:00:00,1.656,0.633,2725.077,1.221,0.741,2725.58,3.893,0.328,2725.594,4.102,0.886,2725.39,2.943,1.037,2725.305,3.893,0.738,2725.397,3.155,0.541,2725.423,P,CS100
2022-01-03 06:00:00,1.656,0.633,2725.077,1.221,0.743,2725.578,3.893,0.328,2725.594,4.102,0.886,2725.39,2.943,1.037,2725.305,3.893,0.74,2725.395,3.155,0.541,2725.423,P,CS100
2022-01-03 07:00:00,1.656,0.631,2725.079,1.221,0.743,2725.578,3.893,0.325,2725.597,4.102,0.885,2725.391,2.943,1.036,2725.306,3.893,0.736,2725.399,3.155,0.539,2725.425,P,CS100
2022-01-03 08:00:00,1.656,0.632,2725.078,1.221,0.744,2725.577,3.893,0.324,2725.598,4.102,0.884,2725.392,2.943,1.036,2725.306,3.893,0.737,2725.398,3.155,0.539,2725.425,P,CS100
2022-01-03 09:00:00,1.656,0.632,2725.078,1.221,0.746,2725.575,3.893,0.324,2725.598,4.102,0.885,2725.391,2.943,1.037,2725.305,3.893,0.735,2725.4,3.155,0.539,2725.425,P,CS100
2022-01-03 10:00:00,1.656,0.632,2725.078,1.221,0.744,2725.577,3.893,0.322,2725.6,4.102,0.882,2725.394,2.943,1.035,2725.307,3.893,0.735,2725.4,3.155,0.537,2725.427,P,CS100
2022-01-03 11:00:00,1.656,0.632,2725.078,1.221,0.745,2725.576,3.893,0.323,2725.599,4.102,0.883,2725.393,2.943,1.036,2725.306,3.893,0.734,2725.401,3.155,0.536,2725.428,P,CS100
2022-01-03 12:00:00,1.656,0.632,2725.078,1.221,0.744,2725.577,3.893,0.322,2725.6,4.102,0.882,2725.394,2.943,1.037,2725.305,3.893,0.733,2725.402,3.155,0.537,2725.427,P,CS100
2022-01-03 13:00:00,1.656,0.632,2725.078,1.221,0.74,2725.581,3.893,0.322,2725.6,4.102,0.885,2725.391,2.943,1.037,2725.305,3.893,0.732,2725.403,3.155,0.536,2725.428,P,CS100
2022-01-03 14:00:00,1.656,0.63,2725.08,1.221,0.732,2725.589,3.893,0.318,2725.604,4.102,0.881,2725.395,2.943,1.035,2725.307,3.893,0.731,2725.404,3.155,0.53,2725.434,P,CS100
2022-01-03 15:00:00,1.656,0.629,2725.081,1.221,0.729,2725.592,3.893,0.317,2725.605,4.102,0.881,2725.395,2.943,1.036,2725.306,3.893,0.732,2725.403,3.155,0.527,2725.437,P,CS100
2022-01-03 16:00:00,1.656,0.628,2725.082,1.221,0.72,2725.601,3.893,0.312,2725.61,4.102,0.879,2725.397,2.943,1.036,2725.306,3.893,0.73,2725.405,3.155,0.521,2725.443,P,CS100
2022-01-03 17:00:00,1.656,0.626,2725.084,1.221,0.706,2725.615,3.893,0.309,2725.613,4.102,0.88,2725.396,2.943,1.034,2725.308,3.893,0.727,2725.408,3.155,0.515,2725.449,P,CS100
2022-01-03 18:00:00,1.656,0.625,2725.085,1.221,0.689,2725.632,3.893,0.306,2725.616,4.102,0.878,2725.398,2.943,1.033,2725.309,3.893,0.728,2725.407,3.155,0.506,2725.458,P,CS100
2022-01-03 19:00:00,1.656,0.625,2725.085,1.221,0.667,2725.654,3.893,0.298,2725.624,4.102,0.877,2725.399,2.943,1.032,2725.31,3.893,0.724,2725.411,3.155,0.493,2725.471,P,CS100
2022-01-03 20:00:00,1.656,0.624,2725.086,1.221,0.647,2725.674,3.893,0.287,2725.635,4.102,0.877,2725.399,2.943,1.031,2725.311,3.893,0.721,2725.414,3.155,0.48,2725.484,P,CS100
2022-01-03 21:00:00,1.656,0.622,2725.088,1.221,0.634,2725.687,3.893,0.278,2725.644,4.102,0.874,2725.402,2.837,1.03,2725.312,3.893,0.719,2725.416,3.155,0.468,2725.496,P,CS100
2022-01-03 22:00:00,1.656,0.622,2725.088,1.221,0.623,2725.698,3.893,0.263,2725.659,4.102,0.873,2725.403,2.943,1.029,2725.313,3.893,0.715,2725.42,3.155,0.456,2725.508,P,CS100
2022-01-03 23:00:00,1.656,0.62,2725.09,1.221,0.615,2725.706,3.893,0.252,2725.67,4.102,0.87,2725.406,2.837,1.028,2725.314,3.893,0.713,2725.422,3.155,0.444,2725.52,P,CS100
2022-01-04 00:00:00,1.656,0.616,2725.094,1.221,0.61,2725.711,3.893,0.238,2725.684,4.102,0.868,2725.408,2.837,1.025,2725.317,3.893,0.709,2725.426,3.155,0.436,2725.528,P,CS100
2022-01-04 01:00:00,1.656,0.615,2725.095,1.221,0.608,2725.713,3.788,0.229,2725.693,4.102,0.865,2725.411,2.837,1.022,2725.32,3.893,0.705,2725.43,3.155,0.427,2725.537,P,CS100
2022-01-04 02:00:00,1.656,0.614,2725.096,1.221,0.608,2725.713,3.788,0.22,2725.702,4.102,0.864,2725.412,2.837,1.023,2725.319,3.893,0.703,2725.432,3.155,0.424,2725.54,P,CS100
2022-01-04 03:00:00,1.656,0.611,2725.099,1.221,0.607,2725.714,3.788,0.213,2725.709,4.102,0.86,2725.416,2.837,1.02,2725.322,3.893,0.698,2725.437,3.155,0.417,2725.547,P,CS100
2022-01-04 04:00:00,1.656,0.609,2725.101,1.221,0.61,2725.711,3.788,0.209,2725.713,4.102,0.861,2725.415,2.837,1.018,2725.324,3.893,0.696,2725.439,3.155,0.414,2725.55,P,CS100
2022-01-04 05:00:00,1.656,0.607,2725.103,1.221,0.613,2725.708,3.788,0.203,2725.719,4.102,0.854,2725.422,2.837,1.015,2725.327,3.893,0.69,2725.445,3.155,0.41,2725.554,P,CS100
2022-01-04 06:00:00,1.656,0.605,2725.105,1.221,0.617,2725.704,3.788,0.2,2725.722,4.102,0.855,2725.421,2.837,1.014,2725.328,3.893,0.688,2725.447,3.155,0.411,2725.553,P,CS100
2022-01-04 07:00:00,1.656,0.605,2725.105,1.221,0.622,2725.699,3.788,0.202,2725.72,4.102,0.851,2725.425,2.837,1.014,2725.328,3.893,0.686,2725.449,3.155,0.409,2725.555,P,CS100
2022-01-04 08:00:00,1.656,0.603,2725.107,1.221,0.622,2725.699,3.788,0.196,2725.726,4.102,0.85,2725.426,2.837,1.011,2725.331,3.893,0.68,2725.455,3.155,0.405,2725.559,P,CS100
2022-01-04 09:00:00,1.656,0.602,2725.108,1.221,0.624,2725.697,3.788,0.201,2725.721,4.102,0.847,2725.429,2.837,1.011,2725.331,3.893,0.678,2725.457,3.155,0.407,2725.557,P,CS100
2022-01-04 10:00:00,1.656,0.601,2725.109,1.221,0.627,2725.694,3.788,0.2,2725.722,4.102,0.845,2725.431,2.837,1.01,2725.332,3.893,0.677,2725.458,3.155,0.408,2725.556,P,CS100
2022-01-04 11:00:00,1.656,0.6,2725.11,1.221,0.629,2725.692,3.788,0.201,2725.721,4.102,0.842,2725.434,2.837,1.008,2725.334,3.893,0.676,2725.459,3.155,0.408,2725.556,P,CS100
2022-01-04 12:00:00,1.656,0.599,2725.111,1.221,0.631,2725.69,3.788,0.199,2725.723,4.102,0.845,2725.431,2.837,1.01,2725.332,3.893,0.674,2725.461,3.155,0.409,2725.555,P,CS100
2022-01-04 13:00:00,1.656,0.601,2725.109,1.221,0.635,2725.686,3.788,0.202,2725.72,4.102,0.842,2725.434,2.837,1.01,2725.332,3.893,0.674,2725.461,3.155,0.41,2725.554,P,CS100
2022-01-04 14:00:00,1.656,0.595,2725.115,1.221,0.633,2725.688,3.788,0.201,2725.721,4.102,0.841,2725.435,2.837,1.008,2725.334,3.893,0.669,2725.466,3.155,0.41,2725.554,P,CS100
2022-01-04 15:00:00,1.656,0.597,2725.113,1.221,0.636,2725.685,3.788,0.202,2725.72,4.102,0.837,2725.439,2.837,1.005,2725.337,3.893,0.668,2725.467,3.155,0.409,2725.555,P,CS100
2022-01-04 16:00:00,1.656,0.595,2725.115,1.221,0.639,2725.682,3.788,0.202,2725.72,4.102,0.835,2725.441,2.837,1.004,2725.338,3.893,0.665,2725.47,3.155,0.407,2725.557,P,CS100
2022-01-04 17:00:00,1.656,0.594,2725.116,1.221,0.635,2725.686,3.788,0.201,2725.721,4.102,0.832,2725.444,2.837,1.004,2725.338,3.893,0.661,2725.474,3.155,0.406,2725.558,P,CS100
2022-01-04 18:00:00,1.656,0.591,2725.119,1.221,0.634,2725.687,3.788,0.2,2725.722,4.102,0.834,2725.442,2.837,1.004,2725.338,3.893,0.659,2725.476,3.155,0.407,2725.557,P,CS100
2022-01-04 19:00:00,1.656,0.592,2725.118,1.221,0.637,2725.684,3.788,0.201,2725.721,4.102,0.832,2725.444,2.837,1.003,2725.339,3.893,0.659,2725.476,3.155,0.406,2725.558,P,CS100
2022-01-04 20:00:00,1.656,0.593,2725.117,1.221,0.636,2725.685,3.788,0.205,2725.717,4.102,0.833,2725.443,2.837,1.003,2725.339,3.893,0.659,2725.476,3.155,0.407,2725.557,P,CS100
2022-01-04 21:00:00,1.656,0.591,2725.119,1.221,0.636,2725.685,3.788,0.207,2725.715,4.102,0.829,2725.447,2.837,1.001,2725.341,3.788,0.658,2725.477,3.155,0.407,2725.557,P,CS100
2022-01-04 22:00:00,1.656,0.59,2725.12,1.221,0.636,2725.685,3.788,0.207,2725.715,4.102,0.828,2725.448,2.837,1.002,2725.34,3.893,0.656,2725.479,3.155,0.405,2725.559,P,CS100
2022-01-04 23:00:00,1.656,0.589,2725.121,1.221,0.639,2725.682,3.788,0.203,2725.719,4.102,0.828,2725.448,2.837,1.001,2725.341,3.893,0.655,2725.48,3.155,0.406,2725.558,P,CS100
2022-01-05 00:00:00,1.656,0.59,2725.12,1.221,0.639,2725.682,3.788,0.206,2725.716,4.102,0.827,2725.449,2.837,1.001,2725.341,3.893,0.653,2725.482,3.155,0.407,2725.557,P,CS100
2022-01-05 01:00:00,1.656,0.587,2725.123,1.221,0.638,2725.683,3.788,0.204,2725.718,4.102,0.826,2725.45,2.837,1.002,2725.34,3.893,0.652,2725.483,3.155,0.406,2725.558,P,CS100
2022-01-05 02:00:00,1.656,0.587,2725.123,1.112,0.644,2725.677,3.788,0.206,2725.716,4.102,0.825,2725.451,2.837,1.0,2725.342,3.893,0.651,2725.484,3.155,0.405,2725.559,P,CS100
2022-01-05 03:00:00,1.656,0.587,2725.123,1.221,0.64,2725.681,3.788,0.205,2725.717,4.102,0.822,2725.454,2.837,1.0,2725.342,3.788,0.651,2725.484,3.155,0.404,2725.56,P,CS100
2022-01-05 04:00:00,1.656,0.587,2725.123,1.112,0.642,2725.679,3.788,0.206,2725.716,4.102,0.822,2725.454,2.837,0.999,2725.343,3.788,0.65,2725.485,3.155,0.405,2725.559,P,CS100
2022-01-05 05:00:00,1.656,0.586,2725.124,1.221,0.641,2725.68,3.788,0.203,2725.719,4.102,0.821,2725.455,2.837,0.999,2725.343,3.788,0.648,2725.487,3.155,0.404,2725.56,P,CS100
2022-01-05 06:00:00,1.656,0.585,2725.125,1.221,0.64,2725.681,3.788,0.205,2725.717,4.102,0.82,2725.456,2.837,0.998,2725.344,3.788,0.647,2725.488,3.155,0.404,2725.56,P,CS100
2022-01-05 07:00:00,1.656,0.584,2725.126,1.112,0.641,2725.68,3.788,0.203,2725.719,4.102,0.818,2725.458,2.837,0.997,2725.345,3.788,0.647,2725.488,3.155,0.405,2725.559,P,CS100
2022-01-05 08:00:00,1.656,0.585,2725.125,1.112,0.645,2725.676,3.788,0.205,2725.717,4.102,0.82,2725.456,2.837,0.998,2725.344,3.788,0.646,2725.489,3.155,0.406,2725.558,P,CS100
2022-01-05 09:00:00,1.656,0.585,2725.125,1.112,0.647,2725.674,3.788,0.208,2725.714,4.102,0.817,2725.459,2.837,0.998,2725.344,3.788,0.647,2725.488,3.155,0.407,2725.557,P,CS100
2022-01-05 10:00:00,1.656,0.585,2725.125,1.112,0.648,2725.673,3.788,0.211,2725.711,4.102,0.818,2725.458,2.837,0.999,2725.343,3.788,0.645,2725.49,3.155,0.408,2725.556,P,CS100
2022-01-05 11:00:00,1.656,0.583,2725.127,1.112,0.649,2725.672,3.788,0.208,2725.714,4.102,0.819,2725.457,2.837,1.001,2725.341,3.788,0.643,2725.492,3.155,0.406,2725.558,P,CS100
2022-01-05 12:00:00,1.656,0.587,2725.123,1.112,0.651,2725.67,3.788,0.213,2725.709,4.102,0.82,2725.456,2.837,1.002,2725.34,3.788,0.645,2725.49,3.155,0.41,2725.554,P,CS100
2022-01-05 13:00:00,1.656,0.584,2725.126,1.112,0.649,2725.672,3.788,0.21,2725.712,4.102,0.82,2725.456,2.837,1.002,2725.34,3.788,0.645,2725.49,3.155,0.411,2725.553,P,CS100
2022-01-05 14:00:00,1.656,0.585,2725.125,1.112,0.645,2725.676,3.788,0.21,2725.712,4.102,0.817,2725.459,2.837,0.999,2725.343,3.788,0.643,2725.492,3.155,0.406,2725.558,P,CS100
2022-01-05 15:00:00,1.656,0.583,2725.127,1.112,0.641,2725.68,3.788,0.208,2725.714,4.102,0.816,2725.46,2.837,0.999,2725.343,3.788,0.642,2725.493,3.155,0.404,2725.56,P,CS100
2022-01-05 16:00:00,1.656,0.579,2725.131,1.112,0.64,2725.681,3.788,0.205,2725.717,4.102,0.812,2725.464,2.837,0.998,2725.344,3.788,0.64,2725.495,3.155,0.402,2725.562,P,CS100
2022-01-05 17:00:00,1.656,0.579,2725.131,1.112,0.636,2725.685,3.788,0.204,2725.718,3.998,0.815,2725.461,2.837,0.999,2725.343,3.788,0.64,2725.495,3.155,0.401,2725.563,P,CS100
2022-01-05 18:00:00,1.656,0.58,2725.13,1.112,0.637,2725.684,3.788,0.205,2725.717,3.998,0.814,2725.462,2.837,0.999,2725.343,3.788,0.64,2725.495,3.155,0.4,2725.564,P,CS100
2022-01-05 19:00:00,1.656,0.582,2725.128,1.112,0.637,2725.684,3.788,0.205,2725.717,3.998,0.813,2725.463,2.837,0.998,2725.344,3.788,0.64,2725.495,3.155,0.402,2725.562,P,CS100
2022-01-05 20:00:00,1.656,0.582,2725.128,1.112,0.637,2725.684,3.788,0.203,2725.719,3.998,0.812,2725.464,2.837,0.997,2725.345,3.788,0.641,2725.494,3.155,0.4,2725.564,P,CS100
2022-01-05 21:00:00,1.656,0.58,2725.13,1.112,0.637,2725.684,3.788,0.202,2725.72,3.998,0.812,2725.464,2.837,0.997,2725.345,3.788,0.638,2725.497,3.155,0.401,2725.563,P,CS100
