DateTime.MST,SR-OBJ-GBPiezo-2_WaterTemp.deg.C,SR-OBJ-GBPiezo-2_DTW.m,SR-OBJ-GBPiezo-2_WaterLevelElev.masl,SR-OBJ-GBPiezo-4_WaterTemp.deg.C,SR-OBJ-GBPiezo-4_DTW.m,SR-OBJ-GBPiezo-4_WaterLevelElev.masl,SR-OBJ-GBPiezo-5_WaterTemp.deg.C,SR-OBJ-GBPiezo-5_DTW.m,SR-OBJ-GBPiezo-5_WaterLevelElev.masl,SR-OBJ-GBPiezo-6_WaterTemp.deg.C,SR-OBJ-GBPiezo-6_DTW.m,SR-OBJ-GBPiezo-6_WaterLevelElev.masl,SR-OBJ-GBPiezo-7_WaterTemp.deg.C,SR-OBJ-GBPiezo-7_DTW.m,SR-OBJ-GBPiezo-7_WaterLevelElev.masl,SR-OBJ-GBPiezo-8_WaterTemp.deg.C,SR-OBJ-GBPiezo-8_DTW.m,SR-OBJ-GBPiezo-8_WaterLevelElev.masl,SR-OBJ-GBPiezo-9_WaterTemp.deg.C,SR-OBJ-GBPiezo-9_DTW.m,SR-OBJ-GBPiezo-9_WaterLevelElev.masl,SR-OBJ-GBPiezo-10_WaterTemp.deg.C,SR-OBJ-GBPiezo-10_DTW.m,SR-OBJ-GBPiezo-10_WaterLevelElev.masl,DataFlag_01,DataFlag_02
2022-01-01 10:00:00,2.943,1.155,2725.206,3.998,1.175,2724.814,3.788,1.065,2724.766,2.837,0.838,2724.615,4.623,0.912,2724.787,1.33,0.988,2725.171,1.548,0.61,2725.591,1.33,0.565,2725.838,P,CS100
2022-01-01 11:00:00,2.943,1.156,2725.205,3.998,1.176,2724.813,3.788,1.065,2724.766,2.837,0.839,2724.614,4.623,0.912,2724.787,1.33,0.987,2725.172,1.548,0.61,2725.591,1.33,0.566,2725.837,P,CS100
2022-01-01 12:00:00,2.943,1.158,2725.203,3.998,1.176,2724.813,3.788,1.066,2724.765,2.837,0.841,2724.612,4.623,0.913,2724.786,1.33,0.987,2725.172,1.548,0.61,2725.591,1.33,0.565,2725.838,P,CS100
2022-01-01 13:00:00,2.943,1.154,2725.207,3.998,1.175,2724.814,3.788,1.066,2724.765,2.837,0.839,2724.614,4.623,0.913,2724.786,1.33,0.986,2725.173,1.548,0.609,2725.592,1.33,0.564,2725.839,P,CS100
2022-01-01 14:00:00,2.943,1.153,2725.208,3.998,1.175,2724.814,3.788,1.063,2724.768,2.837,0.837,2724.616,4.623,0.91,2724.789,1.33,0.984,2725.175,1.548,0.607,2725.594,1.33,0.563,2725.84,P,CS100
2022-01-01 15:00:00,2.943,1.15,2725.211,3.998,1.172,2724.817,3.788,1.061,2724.77,2.837,0.836,2724.617,4.623,0.91,2724.789,1.33,0.981,2725.178,1.548,0.605,2725.596,1.33,0.56,2725.843,P,CS100
2022-01-01 16:00:00,2.943,1.152,2725.209,3.998,1.172,2724.817,3.788,1.062,2724.769,2.837,0.836,2724.617,4.623,0.911,2724.788,1.33,0.981,2725.178,1.548,0.603,2725.598,1.33,0.559,2725.844,P,CS100
2022-01-01 17:00:00,2.943,1.149,2725.212,3.998,1.169,2724.82,3.788,1.061,2724.77,2.837,0.836,2724.617,4.623,0.909,2724.79,1.33,0.979,2725.18,1.548,0.602,2725.599,1.33,0.558,2725.845,P,CS100
2022-01-01 18:00:00,2.943,1.149,2725.212,3.998,1.169,2724.82,3.788,1.06,2724.771,2.837,0.834,2724.619,4.623,0.908,2724.791,1.33,0.978,2725.181,1.548,0.603,2725.598,1.33,0.558,2725.845,P,CS100
2022-01-01 19:00:00,2.943,1.15,2725.211,3.998,1.17,2724.819,3.788,1.059,2724.772,2.837,0.833,2724.62,4.623,0.908,2724.791,1.33,0.978,2725.181,1.548,0.601,2725.6,1.33,0.556,2725.847,P,CS100
2022-01-01 20:00:00,2.943,1.149,2725.212,3.998,1.171,2724.818,3.788,1.059,2724.772,2.837,0.833,2724.62,4.623,0.904,2724.795,1.33,0.977,2725.182,1.548,0.601,2725.6,1.33,0.557,2725.846,P,CS100
2022-01-01 21:00:00,2.943,1.149,2725.212,3.998,1.169,2724.82,3.788,1.057,2724.774,2.837,0.828,2724.625,4.623,0.903,2724.796,1.33,0.976,2725.183,1.548,0.598,2725.603,1.33,0.554,2725.849,P,CS100
2022-01-01 22:00:00,2.943,1.148,2725.213,3.998,1.167,2724.822,3.788,1.057,2724.774,2.837,0.824,2724.629,4.623,0.901,2724.798,1.33,0.975,2725.184,1.548,0.599,2725.602,1.33,0.555,2725.848,P,CS100
2022-01-01 23:00:00,2.943,1.146,2725.215,3.998,1.165,2724.824,3.788,1.055,2724.776,2.837,0.823,2724.63,4.623,0.896,2724.803,1.33,0.972,2725.187,1.548,0.596,2725.605,1.33,0.552,2725.851,P,CS100
2022-01-02 00:00:00,2.943,1.146,2725.215,3.998,1.164,2724.825,3.788,1.052,2724.779,2.837,0.82,2724.633,4.623,0.896,2724.803,1.33,0.973,2725.186,1.548,0.595,2725.606,1.33,0.551,2725.852,P,CS100
2022-01-02 01:00:00,2.943,1.148,2725.213,3.998,1.165,2724.824,3.788,1.051,2724.78,2.837,0.819,2724.634,4.623,0.895,2724.804,1.33,0.973,2725.186,1.548,0.594,2725.607,1.33,0.551,2725.852,P,CS100
2022-01-02 02:00:00,2.943,1.145,2725.216,3.998,1.162,2724.827,3.788,1.049,2724.782,2.837,0.817,2724.636,4.623,0.894,2724.805,1.33,0.971,2725.188,1.548,0.594,2725.607,1.33,0.549,2725.854,P,CS100
2022-01-02 03:00:00,2.943,1.143,2725.218,3.998,1.16,2724.829,3.788,1.047,2724.784,2.837,0.814,2724.639,4.623,0.892,2724.807,1.33,0.969,2725.19,1.548,0.592,2725.609,1.33,0.547,2725.856,P,CS100
2022-01-02 04:00:00,2.943,1.142,2725.219,3.998,1.158,2724.831,3.788,1.046,2724.785,2.837,0.813,2724.64,4.623,0.891,2724.808,1.33,0.969,2725.19,1.548,0.592,2725.609,1.33,0.547,2725.856,P,CS100
2022-01-02 05:00:00,2.943,1.139,2725.222,3.998,1.156,2724.833,3.788,1.043,2724.788,2.837,0.811,2724.642,4.623,0.891,2724.808,1.33,0.967,2725.192,1.548,0.592,2725.609,1.33,0.545,2725.858,P,CS100
2022-01-02 06:00:00,2.943,1.14,2725.221,3.998,1.155,2724.834,3.788,1.041,2724.79,2.837,0.812,2724.641,4.623,0.888,2724.811,1.33,0.965,2725.194,1.548,0.589,2725.612,1.33,0.544,2725.859,P,CS100
2022-01-02 07:00:00,2.943,1.138,2725.223,3.998,1.152,2724.837,3.788,1.039,2724.792,2.837,0.809,2724.644,4.623,0.889,2724.81,1.33,0.964,2725.195,1.548,0.588,2725.613,1.33,0.544,2725.859,P,CS100
2022-01-02 08:00:00,2.943,1.138,2725.223,3.998,1.151,2724.838,3.788,1.039,2724.792,2.837,0.81,2724.643,4.623,0.89,2724.809,1.33,0.964,2725.195,1.548,0.586,2725.615,1.33,0.542,2725.861,P,CS100
2022-01-02 09:00:00,2.943,1.138,2725.223,3.998,1.151,2724.838,3.788,1.041,2724.79,2.837,0.811,2724.642,4.623,0.892,2724.807,1.33,0.965,2725.194,1.548,0.586,2725.615,1.33,0.542,2725.861,P,CS100
2022-01-02 10:00:00,2.943,1.133,2725.228,3.998,1.149,2724.84,3.788,1.037,2724.794,2.837,0.808,2724.645,4.623,0.889,2724.81,1.33,0.961,2725.198,1.548,0.583,2725.618,1.33,0.539,2725.864,P,CS100
2022-01-02 11:00:00,2.943,1.135,2725.226,3.998,1.147,2724.842,3.788,1.038,2724.793,2.837,0.81,2724.643,4.623,0.89,2724.809,1.33,0.963,2725.196,1.548,0.587,2725.614,1.33,0.541,2725.862,P,CS100
2022-01-02 12:00:00,2.943,1.139,2725.222,3.998,1.149,2724.84,3.788,1.038,2724.793,2.837,0.813,2724.64,4.623,0.893,2724.806,1.33,0.965,2725.194,1.548,0.586,2725.615,1.33,0.542,2725.861,P,CS100
2022-01-02 13:00:00,2.943,1.138,2725.223,3.998,1.149,2724.84,3.788,1.039,2724.792,2.837,0.813,2724.64,4.623,0.893,2724.806,1.33,0.965,2725.194,1.548,0.586,2725.615,1.33,0.543,2725.86,P,CS100
2022-01-02 14:00:00,2.943,1.137,2725.224,3.998,1.149,2724.84,3.788,1.039,2724.792,2.837,0.813,2724.64,4.623,0.892,2724.807,1.33,0.963,2725.196,1.548,0.584,2725.617,1.33,0.541,2725.862,P,CS100
2022-01-02 15:00:00,2.943,1.134,2725.227,3.998,1.146,2724.843,3.788,1.038,2724.793,2.837,0.812,2724.641,4.623,0.891,2724.808,1.33,0.962,2725.197,1.548,0.583,2725.618,1.33,0.539,2725.864,P,CS100
2022-01-02 16:00:00,2.943,1.134,2725.227,3.998,1.146,2724.843,3.788,1.039,2724.792,2.837,0.812,2724.641,4.623,0.891,2724.808,1.33,0.961,2725.198,1.548,0.585,2725.616,1.33,0.541,2725.862,P,CS100
2022-01-02 17:00:00,2.943,1.134,2725.227,3.998,1.147,2724.842,3.788,1.039,2724.792,2.837,0.814,2724.639,4.623,0.892,2724.807,1.33,0.961,2725.198,1.548,0.583,2725.618,1.33,0.542,2725.861,P,CS100
2022-01-02 18:00:00,2.943,1.134,2725.227,3.998,1.145,2724.844,3.788,1.039,2724.792,2.837,0.813,2724.64,4.623,0.891,2724.808,1.33,0.961,2725.198,1.548,0.584,2725.617,1.33,0.541,2725.862,P,CS100
2022-01-02 19:00:00,2.943,1.134,2725.227,3.998,1.146,2724.843,3.788,1.037,2724.794,2.837,0.813,2724.64,4.623,0.891,2724.808,1.33,0.961,2725.198,1.548,0.582,2725.619,1.33,0.539,2725.864,P,CS100
2022-01-02 20:00:00,2.943,1.132,2725.229,3.998,1.146,2724.843,3.788,1.039,2724.792,2.837,0.812,2724.641,4.623,0.889,2724.81,1.33,0.959,2725.2,1.548,0.583,2725.618,1.33,0.539,2725.864,P,CS100
2022-01-02 21:00:00,2.943,1.132,2725.229,3.998,1.146,2724.843,3.788,1.038,2724.793,2.837,0.811,2724.642,4.623,0.889,2724.81,1.33,0.957,2725.202,1.548,0.579,2725.622,1.33,0.538,2725.865,P,CS100
2022-01-02 22:00:00,2.943,1.131,2725.23,3.998,1.147,2724.842,3.788,1.037,2724.794,2.837,0.811,2724.642,4.623,0.889,2724.81,1.33,0.957,2725.202,1.548,0.579,2725.622,1.33,0.536,2725.867,P,CS100
2022-01-02 23:00:00,2.837,1.133,2725.228,3.998,1.145,2724.844,3.788,1.038,2724.793,2.837,0.812,2724.641,4.623,0.888,2724.811,1.33,0.956,2725.203,1.548,0.581,2725.62,1.33,0.537,2725.866,P,CS100
2022-01-03 00:00:00,2.837,1.133,2725.228,3.998,1.147,2724.842,3.788,1.037,2724.794,2.837,0.812,2724.641,4.623,0.888,2724.811,1.33,0.958,2725.201,1.548,0.581,2725.62,1.33,0.537,2725.866,P,CS100
2022-01-03 01:00:00,2.837,1.132,2725.229,3.998,1.146,2724.843,3.788,1.038,2724.793,2.837,0.812,2724.641,4.623,0.887,2724.812,1.33,0.959,2725.2,1.548,0.582,2725.619,1.33,0.538,2725.865,P,CS100
2022-01-03 02:00:00,2.837,1.132,2725.229,3.998,1.145,2724.844,3.788,1.038,2724.793,2.837,0.81,2724.643,4.623,0.889,2724.81,1.33,0.957,2725.202,1.548,0.58,2725.621,1.33,0.538,2725.865,P,CS100
2022-01-03 03:00:00,2.837,1.131,2725.23,3.893,1.145,2724.844,3.788,1.037,2724.794,2.837,0.809,2724.644,4.623,0.887,2724.812,1.33,0.956,2725.203,1.548,0.58,2725.621,1.33,0.539,2725.864,P,CS100
2022-01-03 04:00:00,2.837,1.132,2725.229,3.893,1.145,2724.844,3.788,1.036,2724.795,2.837,0.811,2724.642,4.623,0.887,2724.812,1.33,0.956,2725.203,1.548,0.58,2725.621,1.33,0.539,2725.864,P,CS100
2022-01-03 05:00:00,2.837,1.133,2725.228,3.893,1.144,2724.845,3.788,1.036,2724.795,2.837,0.811,2724.642,4.623,0.888,2724.811,1.33,0.957,2725.202,1.548,0.581,2725.62,1.33,0.538,2725.865,P,CS100
2022-01-03 06:00:00,2.837,1.134,2725.227,3.998,1.145,2724.844,3.788,1.038,2724.793,2.837,0.81,2724.643,4.623,0.889,2724.81,1.33,0.96,2725.199,1.548,0.583,2725.618,1.33,0.542,2725.861,P,CS100
2022-01-03 07:00:00,2.837,1.132,2725.229,3.893,1.144,2724.845,3.788,1.037,2724.794,2.837,0.81,2724.643,4.623,0.888,2724.811,1.33,0.959,2725.2,1.548,0.583,2725.618,1.33,0.542,2725.861,P,CS100
2022-01-03 08:00:00,2.837,1.134,2725.227,3.893,1.145,2724.844,3.788,1.038,2724.793,2.837,0.811,2724.642,4.623,0.888,2724.811,1.33,0.958,2725.201,1.548,0.583,2725.618,1.33,0.543,2725.86,P,CS100
2022-01-03 09:00:00,2.837,1.134,2725.227,3.893,1.146,2724.843,3.788,1.037,2724.794,2.837,0.81,2724.643,4.623,0.888,2724.811,1.33,0.958,2725.201,1.548,0.583,2725.618,1.33,0.541,2725.862,P,CS100
2022-01-03 10:00:00,2.837,1.133,2725.228,3.893,1.144,2724.845,3.788,1.037,2724.794,2.837,0.81,2724.643,4.623,0.887,2724.812,1.33,0.957,2725.202,1.548,0.583,2725.618,1.33,0.542,2725.861,P,CS100
2022-01-03 11:00:00,2.837,1.133,2725.228,3.893,1.146,2724.843,3.788,1.039,2724.792,2.837,0.809,2724.644,4.623,0.887,2724.812,1.33,0.958,2725.201,1.548,0.584,2725.617,1.33,0.542,2725.861,P,CS100
2022-01-03 12:00:00,2.837,1.134,2725.227,3.893,1.146,2724.843,3.788,1.039,2724.792,2.837,0.812,2724.641,4.623,0.888,2724.811,1.33,0.959,2725.2,1.548,0.585,2725.616,1.33,0.543,2725.86,P,CS100
2022-01-03 13:00:00,2.837,1.135,2725.226,3.893,1.147,2724.842,3.788,1.039,2724.792,2.837,0.811,2724.642,4.623,0.887,2724.812,1.33,0.957,2725.202,1.548,0.584,2725.617,1.33,0.542,2725.861,P,CS100
2022-01-03 14:00:00,2.837,1.132,2725.229,3.893,1.145,2724.844,3.788,1.038,2724.793,2.837,0.81,2724.643,4.623,0.888,2724.811,1.33,0.956,2725.203,1.548,0.585,2725.616,1.33,0.544,2725.859,P,CS100
2022-01-03 15:00:00,2.837,1.132,2725.229,3.893,1.145,2724.844,3.788,1.038,2724.793,2.837,0.811,2724.642,4.623,0.887,2724.812,1.33,0.954,2725.205,1.548,0.581,2725.62,1.33,0.539,2725.864,P,CS100
2022-01-03 16:00:00,2.837,1.131,2725.23,3.893,1.147,2724.842,3.788,1.038,2724.793,2.837,0.81,2724.643,4.623,0.884,2724.815,1.33,0.95,2725.209,1.548,0.581,2725.62,1.33,0.537,2725.866,P,CS100
2022-01-03 17:00:00,2.837,1.127,2725.234,3.893,1.144,2724.845,3.788,1.035,2724.796,2.837,0.808,2724.645,4.623,0.879,2724.82,1.33,0.945,2725.214,1.548,0.576,2725.625,1.33,0.532,2725.871,P,CS100
2022-01-03 18:00:00,2.837,1.124,2725.237,3.893,1.142,2724.847,3.788,1.033,2724.798,2.837,0.802,2724.651,4.623,0.875,2724.824,1.33,0.94,2725.219,1.548,0.575,2725.626,1.33,0.527,2725.876,P,CS100
2022-01-03 19:00:00,2.837,1.119,2725.242,3.893,1.142,2724.847,3.788,1.03,2724.801,2.837,0.8,2724.653,4.623,0.87,2724.829,1.33,0.934,2725.225,1.548,0.571,2725.63,1.33,0.521,2725.882,P,CS100
2022-01-03 20:00:00,2.837,1.115,2725.246,3.893,1.137,2724.852,3.788,1.028,2724.803,2.837,0.794,2724.659,4.623,0.864,2724.835,1.33,0.925,2725.234,1.548,0.562,2725.639,1.33,0.515,2725.888,P,CS100
2022-01-03 21:00:00,2.837,1.109,2725.252,3.893,1.134,2724.855,3.788,1.025,2724.806,2.837,0.79,2724.663,4.623,0.858,2724.841,1.33,0.919,2725.24,1.548,0.557,2725.644,1.33,0.503,2725.9,P,CS100
2022-01-03 22:00:00,2.837,1.104,2725.257,3.893,1.13,2724.859,3.788,1.02,2724.811,2.837,0.784,2724.669,4.623,0.852,2724.847,1.33,0.913,2725.246,1.548,0.553,2725.648,1.33,0.495,2725.908,P,CS100
2022-01-03 23:00:00,2.837,1.099,2725.262,3.893,1.126,2724.863,3.788,1.015,2724.816,2.837,0.783,2724.67,4.623,0.846,2724.853,1.33,0.911,2725.248,1.548,0.548,2725.653,1.33,0.49,2725.913,P,CS100
2022-01-04 00:00:00,2.837,1.096,2725.265,3.893,1.124,2724.865,3.788,1.012,2724.819,2.837,0.778,2724.675,4.623,0.842,2724.857,1.33,0.906,2725.253,1.548,0.542,2725.659,1.33,0.484,2725.919,P,CS100
2022-01-04 01:00:00,2.837,1.092,2725.269,3.893,1.118,2724.871,3.788,1.009,2724.822,2.837,0.777,2724.676,4.623,0.843,2724.856,1.33,0.905,2725.254,1.548,0.539,2725.662,1.33,0.481,2725.922,P,CS100
2022-01-04 02:00:00,2.837,1.09,2725.271,3.893,1.116,2724.873,3.788,1.008,2724.823,2.837,0.775,2724.678,4.623,0.842,2724.857,1.33,0.903,2725.256,1.548,0.538,2725.663,1.33,0.481,2725.922,P,CS100
2022-01-04 03:00:00,2.837,1.087,2725.274,3.893,1.112,2724.877,3.788,1.004,2724.827,2.837,0.771,2724.682,4.623,0.84,2724.859,1.33,0.901,2725.258,1.548,0.533,2725.668,1.33,0.479,2725.924,P,CS100
2022-01-04 04:00:00,2.837,1.088,2725.273,3.893,1.108,2724.881,3.788,1.002,2724.829,2.837,0.771,2724.682,4.623,0.839,2724.86,1.33,0.902,2725.257,1.548,0.533,2725.668,1.33,0.481,2725.922,P,CS100
2022-01-04 05:00:00,2.837,1.085,2725.276,3.893,1.108,2724.881,3.788,0.999,2724.832,2.837,0.767,2724.686,4.623,0.839,2724.86,1.33,0.9,2725.259,1.548,0.528,2725.673,1.33,0.48,2725.923,P,CS100
2022-01-04 06:00:00,2.837,1.087,2725.274,3.893,1.106,2724.883,3.788,0.999,2724.832,2.837,0.765,2724.688,4.623,0.838,2724.861,1.33,0.901,2725.258,1.548,0.531,2725.67,1.33,0.486,2725.917,P,CS100
2022-01-04 07:00:00,2.837,1.084,2725.277,3.893,1.106,2724.883,3.788,0.999,2724.832,2.837,0.768,2724.685,4.623,0.842,2724.857,1.33,0.904,2725.255,1.548,0.534,2725.667,1.33,0.487,2725.916,P,CS100
2022-01-04 08:00:00,2.837,1.085,2725.276,3.893,1.104,2724.885,3.788,0.996,2724.835,2.837,0.763,2724.69,4.623,0.842,2724.857,1.33,0.902,2725.257,1.548,0.53,2725.671,1.33,0.485,2725.918,P,CS100
2022-01-04 09:00:00,2.837,1.086,2725.275,3.893,1.103,2724.886,3.788,0.996,2724.835,2.837,0.766,2724.687,4.623,0.842,2724.857,1.33,0.904,2725.255,1.548,0.534,2725.667,1.33,0.489,2725.914,P,CS100
2022-01-04 10:00:00,2.837,1.086,2725.275,3.893,1.101,2724.888,3.788,0.995,2724.836,2.837,0.765,2724.688,4.623,0.84,2724.859,1.33,0.904,2725.255,1.548,0.536,2725.665,1.33,0.492,2725.911,P,CS100
2022-01-04 11:00:00,2.837,1.086,2725.275,3.893,1.102,2724.887,3.788,0.996,2724.835,2.837,0.767,2724.686,4.623,0.843,2724.856,1.33,0.906,2725.253,1.548,0.537,2725.664,1.33,0.492,2725.911,P,CS100
2022-01-04 12:00:00,2.837,1.088,2725.273,3.893,1.103,2724.886,3.788,0.995,2724.836,2.837,0.766,2724.687,4.623,0.842,2724.857,1.33,0.908,2725.251,1.439,0.539,2725.662,1.33,0.496,2725.907,P,CS100
2022-01-04 13:00:00,2.837,1.09,2725.271,3.893,1.103,2724.886,3.788,0.998,2724.833,2.837,0.769,2724.684,4.623,0.846,2724.853,1.33,0.911,2725.248,1.548,0.541,2725.66,1.33,0.499,2725.904,P,CS100
2022-01-04 14:00:00,2.837,1.092,2725.269,3.893,1.102,2724.887,3.788,0.994,2724.837,2.837,0.767,2724.686,4.623,0.844,2724.855,1.33,0.909,2725.25,1.439,0.541,2725.66,1.33,0.5,2725.903,P,CS100
2022-01-04 15:00:00,2.837,1.09,2725.271,3.893,1.103,2724.886,3.788,0.997,2724.834,2.837,0.768,2724.685,4.623,0.844,2724.855,1.33,0.91,2725.249,1.439,0.545,2725.656,1.33,0.5,2725.903,P,CS100
2022-01-04 16:00:00,2.837,1.091,2725.27,3.893,1.103,2724.886,3.788,0.996,2724.835,2.837,0.765,2724.688,4.623,0.847,2724.852,1.33,0.911,2725.248,1.439,0.545,2725.656,1.33,0.501,2725.902,P,CS100
2022-01-04 17:00:00,2.837,1.091,2725.27,3.893,1.102,2724.887,3.788,0.995,2724.836,2.837,0.765,2724.688,4.623,0.846,2724.853,1.33,0.91,2725.249,1.439,0.546,2725.655,1.33,0.504,2725.899,P,CS100
2022-01-04 18:00:00,2.837,1.094,2725.267,3.893,1.101,2724.888,3.788,0.994,2724.837,2.837,0.766,2724.687,4.623,0.845,2724.854,1.33,0.912,2725.247,1.439,0.544,2725.657,1.33,0.507,2725.896,P,CS100
2022-01-04 19:00:00,2.73,1.093,2725.268,3.893,1.104,2724.885,3.788,0.996,2724.835,2.837,0.768,2724.685,4.623,0.847,2724.852,1.33,0.912,2725.247,1.439,0.546,2725.655,1.33,0.507,2725.896,P,CS100
2022-01-04 20:00:00,2.73,1.097,2725.264,3.893,1.104,2724.885,3.788,0.998,2724.833,2.837,0.77,2724.683,4.623,0.848,2724.851,1.33,0.915,2725.244,1.439,0.548,2725.653,1.33,0.509,2725.894,P,CS100
2022-01-04 21:00:00,2.73,1.098,2725.263,3.893,1.105,2724.884,3.788,0.998,2724.833,2.837,0.77,2724.683,4.623,0.85,2724.849,1.33,0.915,2725.244,1.439,0.549,2725.652,1.33,0.509,2725.894,P,CS100
2022-01-04 22:00:00,2.73,1.098,2725.263,3.893,1.107,2724.882,3.788,0.999,2724.832,2.837,0.769,2724.684,4.623,0.85,2724.849,1.33,0.915,2725.244,1.439,0.549,2725.652,1.221,0.512,2725.891,P,CS100
2022-01-04 23:00:00,2.73,1.098,2725.263,3.893,1.107,2724.882,3.788,1.001,2724.83,2.837,0.771,2724.682,4.623,0.852,2724.847,1.33,0.916,2725.243,1.439,0.552,2725.649,1.221,0.512,2725.891,P,CS100
2022-01-05 00:00:00,2.73,1.098,2725.263,3.893,1.11,2724.879,3.788,1.001,2724.83,2.837,0.773,2724.68,4.623,0.854,2724.845,1.33,0.918,2725.241,1.439,0.553,2725.648,1.221,0.513,2725.89,P,CS100
2022-01-05 01:00:00,2.73,1.1,2725.261,3.893,1.108,2724.881,3.788,1.0,2724.831,2.837,0.771,2724.682,4.623,0.852,2724.847,1.33,0.919,2725.24,1.439,0.552,2725.649,1.221,0.513,2725.89,P,CS100
2022-01-05 02:00:00,2.73,1.102,2725.259,3.893,1.11,2724.879,3.788,1.003,2724.828,2.837,0.772,2724.681,4.623,0.854,2724.845,1.33,0.919,2725.24,1.439,0.552,2725.649,1.221,0.517,2725.886,P,CS100
2022-01-05 03:00:00,2.73,1.099,2725.262,3.893,1.11,2724.879,3.788,1.002,2724.829,2.837,0.774,2724.679,4.623,0.856,2724.843,1.33,0.919,2725.24,1.439,0.556,2725.645,1.221,0.513,2725.89,P,CS100
2022-01-05 04:00:00,2.73,1.101,2725.26,3.893,1.112,2724.877,3.788,1.003,2724.828,2.837,0.775,2724.678,4.623,0.857,2724.842,1.33,0.921,2725.238,1.439,0.558,2725.643,1.221,0.518,2725.885,P,CS100
2022-01-05 05:00:00,2.73,1.102,2725.259,3.893,1.111,2724.878,3.788,1.005,2724.826,2.837,0.774,2724.679,4.519,0.856,2724.843,1.33,0.922,2725.237,1.439,0.558,2725.643,1.221,0.517,2725.886,P,CS100
