DateTime.MST,SR-OBJ-GBPiezo-2_WaterTemp.deg.C,SR-OBJ-GBPiezo-2_DTW.m,SR-OBJ-GBPiezo-2_WaterLevelElev.masl,SR-OBJ-GBPiezo-4_WaterTemp.deg.C,SR-OBJ-GBPiezo-4_DTW.m,SR-OBJ-GBPiezo-4_WaterLevelElev.masl,SR-OBJ-GBPiezo-5_WaterTemp.deg.C,SR-OBJ-GBPiezo-5_DTW.m,SR-OBJ-GBPiezo-5_WaterLevelElev.masl,SR-OBJ-GBPiezo-6_WaterTemp.deg.C,SR-OBJ-GBPiezo-6_DTW.m,SR-OBJ-GBPiezo-6_WaterLevelElev.masl,SR-OBJ-GBPiezo-7_WaterTemp.deg.C,SR-OBJ-GBPiezo-7_DTW.m,SR-OBJ-GBPiezo-7_WaterLevelElev.masl,SR-OBJ-GBPiezo-8_WaterTemp.deg.C,SR-OBJ-GBPiezo-8_DTW.m,SR-OBJ-GBPiezo-8_WaterLevelElev.masl,DataFlag_01,DataFlag_02
2020-07-06 11:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 12:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 13:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 14:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 15:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 16:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 17:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 18:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 19:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 20:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 21:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 22:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-06 23:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 00:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 01:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 02:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 03:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 04:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 05:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 06:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 07:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 08:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 09:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 10:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 11:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 12:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 13:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 14:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 15:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 16:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 17:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 18:00:00,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 19:00:00,4.415,0.621,2725.74,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,P,CS100
2020-07-07 20:00:00,4.415,0.617,2725.744,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.512,2725.647,P,CS100
2020-07-07 21:00:00,4.415,0.614,2725.747,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.512,2725.647,P,CS100
2020-07-07 22:00:00,4.415,0.615,2725.746,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.512,2725.647,P,CS100
2020-07-07 23:00:00,4.415,0.614,2725.747,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.512,2725.647,P,CS100
2020-07-08 00:00:00,4.415,0.616,2725.745,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.514,2725.645,P,CS100
2020-07-08 01:00:00,4.415,0.617,2725.744,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.517,2725.642,P,CS100
2020-07-08 02:00:00,4.415,0.617,2725.744,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.518,2725.641,P,CS100
2020-07-08 03:00:00,4.415,0.619,2725.742,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.52,2725.639,P,CS100
2020-07-08 04:00:00,4.311,0.623,2725.738,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.524,2725.635,P,CS100
2020-07-08 05:00:00,4.415,0.622,2725.739,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.523,2725.636,P,CS100
2020-07-08 06:00:00,4.415,0.622,2725.739,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.525,2725.634,P,CS100
2020-07-08 07:00:00,4.415,0.624,2725.737,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.527,2725.632,P,CS100
2020-07-08 08:00:00,4.311,0.624,2725.737,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,5.962,0.526,2725.633,P,CS100
2020-07-08 09:00:00,4.311,0.627,2725.734,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.529,2725.63,P,CS100
2020-07-08 10:00:00,4.311,0.63,2725.731,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.531,2725.628,P,CS100
2020-07-08 11:00:00,4.311,0.631,2725.73,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.532,2725.627,P,CS100
2020-07-08 12:00:00,4.311,0.634,2725.727,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.536,2725.623,P,CS100
2020-07-08 13:00:00,4.311,0.635,2725.726,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.535,2725.624,P,CS100
2020-07-08 14:00:00,4.311,0.635,2725.726,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.537,2725.622,P,CS100
2020-07-08 15:00:00,4.311,0.636,2725.725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.539,2725.62,P,CS100
2020-07-08 16:00:00,4.311,0.636,2725.725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.537,2725.622,P,CS100
2020-07-08 17:00:00,4.311,0.636,2725.725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.536,2725.623,P,CS100
2020-07-08 18:00:00,4.415,0.633,2725.728,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.533,2725.626,P,CS100
2020-07-08 19:00:00,4.415,0.63,2725.731,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.532,2725.627,P,CS100
2020-07-08 20:00:00,4.311,0.629,2725.732,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.526,2725.633,P,CS100
2020-07-08 21:00:00,4.311,0.627,2725.734,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.525,2725.634,P,CS100
2020-07-08 22:00:00,4.415,0.622,2725.739,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.525,2725.634,P,CS100
2020-07-08 23:00:00,4.415,0.623,2725.738,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.524,2725.635,P,CS100
2020-07-09 00:00:00,4.415,0.623,2725.738,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.527,2725.632,P,CS100
2020-07-09 01:00:00,4.415,0.623,2725.738,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.526,2725.633,P,CS100
2020-07-09 02:00:00,4.415,0.625,2725.736,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.53,2725.629,P,CS100
2020-07-09 03:00:00,4.415,0.625,2725.736,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.53,2725.629,P,CS100
2020-07-09 04:00:00,4.415,0.626,2725.735,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.531,2725.628,P,CS100
2020-07-09 05:00:00,4.415,0.627,2725.734,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.533,2725.626,P,CS100
2020-07-09 06:00:00,4.415,0.629,2725.732,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.535,2725.624,P,CS100
2020-07-09 07:00:00,4.415,0.632,2725.729,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.536,2725.623,P,CS100
2020-07-09 08:00:00,4.415,0.631,2725.73,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.536,2725.623,P,CS100
2020-07-09 09:00:00,4.415,0.632,2725.729,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.064,0.536,2725.623,P,CS100
2020-07-09 10:00:00,4.415,0.632,2725.729,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.538,2725.621,P,CS100
2020-07-09 11:00:00,4.415,0.635,2725.726,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.539,2725.62,P,CS100
2020-07-09 12:00:00,4.415,0.637,2725.724,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.541,2725.618,P,CS100
2020-07-09 13:00:00,4.415,0.639,2725.722,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.542,2725.617,P,CS100
2020-07-09 14:00:00,4.415,0.639,2725.722,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.539,2725.62,P,CS100
2020-07-09 15:00:00,4.415,0.641,2725.72,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.544,2725.615,P,CS100
2020-07-09 16:00:00,4.415,0.64,2725.721,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.545,2725.614,P,CS100
2020-07-09 17:00:00,4.415,0.64,2725.721,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.544,2725.615,P,CS100
2020-07-09 18:00:00,4.415,0.639,2725.722,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.539,2725.62,P,CS100
2020-07-09 19:00:00,4.415,0.635,2725.726,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.536,2725.623,P,CS100
2020-07-09 20:00:00,4.415,0.632,2725.729,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.533,2725.626,P,CS100
2020-07-09 21:00:00,4.415,0.631,2725.73,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.532,2725.627,P,CS100
2020-07-09 22:00:00,4.415,0.63,2725.731,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.531,2725.628,P,CS100
2020-07-09 23:00:00,4.415,0.628,2725.733,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.53,2725.629,P,CS100
2020-07-10 00:00:00,4.415,0.627,2725.734,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.53,2725.629,P,CS100
2020-07-10 01:00:00,4.415,0.627,2725.734,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.532,2725.627,P,CS100
2020-07-10 02:00:00,4.415,0.629,2725.732,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.533,2725.626,P,CS100
2020-07-10 03:00:00,4.415,0.629,2725.732,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.533,2725.626,P,CS100
2020-07-10 04:00:00,4.415,0.632,2725.729,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.536,2725.623,P,CS100
2020-07-10 05:00:00,4.415,0.631,2725.73,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.539,2725.62,P,CS100
2020-07-10 06:00:00,4.415,0.633,2725.728,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.538,2725.621,P,CS100
2020-07-10 07:00:00,4.415,0.634,2725.727,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.54,2725.619,P,CS100
2020-07-10 08:00:00,4.415,0.634,2725.727,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.54,2725.619,P,CS100
2020-07-10 09:00:00,4.415,0.636,2725.725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.166,0.542,2725.617,P,CS100
2020-07-10 10:00:00,4.415,0.639,2725.722,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.544,2725.615,P,CS100
2020-07-10 11:00:00,4.415,0.64,2725.721,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.543,2725.616,P,CS100
2020-07-10 12:00:00,4.415,0.642,2725.719,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.545,2725.614,P,CS100
2020-07-10 13:00:00,4.415,0.641,2725.72,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.547,2725.612,P,CS100
2020-07-10 14:00:00,4.415,0.644,2725.717,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.548,2725.611,P,CS100
2020-07-10 15:00:00,4.415,0.643,2725.718,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.547,2725.612,P,CS100
2020-07-10 16:00:00,4.519,0.645,2725.716,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.549,2725.61,P,CS100
2020-07-10 17:00:00,4.519,0.643,2725.718,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.545,2725.614,P,CS100
2020-07-10 18:00:00,4.519,0.642,2725.719,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.543,2725.616,P,CS100
2020-07-10 19:00:00,4.519,0.638,2725.723,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.541,2725.618,P,CS100
2020-07-10 20:00:00,4.519,0.635,2725.726,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.538,2725.621,P,CS100
2020-07-10 21:00:00,4.519,0.633,2725.728,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.535,2725.624,P,CS100
2020-07-10 22:00:00,4.519,0.633,2725.728,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.535,2725.624,P,CS100
2020-07-10 23:00:00,4.519,0.633,2725.728,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.534,2725.625,P,CS100
2020-07-11 00:00:00,4.519,0.63,2725.731,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.535,2725.624,P,CS100
2020-07-11 01:00:00,4.519,0.633,2725.728,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.535,2725.624,P,CS100
2020-07-11 02:00:00,4.519,0.632,2725.729,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.535,2725.624,P,CS100
2020-07-11 03:00:00,4.519,0.634,2725.727,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.539,2725.62,P,CS100
2020-07-11 04:00:00,4.519,0.632,2725.729,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.54,2725.619,P,CS100
2020-07-11 05:00:00,4.519,0.636,2725.725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.543,2725.616,P,CS100
2020-07-11 06:00:00,4.519,0.636,2725.725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.268,0.542,2725.617,P,CS100
2020-07-11 07:00:00,4.519,0.637,2725.724,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.543,2725.616,P,CS100
2020-07-11 08:00:00,4.519,0.638,2725.723,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.544,2725.615,P,CS100
2020-07-11 09:00:00,4.519,0.64,2725.721,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.546,2725.613,P,CS100
2020-07-11 10:00:00,4.519,0.642,2725.719,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.545,2725.614,P,CS100
2020-07-11 11:00:00,4.519,0.644,2725.717,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.548,2725.611,P,CS100
2020-07-11 12:00:00,4.519,0.645,2725.716,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.548,2725.611,P,CS100
2020-07-11 13:00:00,4.519,0.646,2725.715,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.55,2725.609,P,CS100
2020-07-11 14:00:00,4.519,0.648,2725.713,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.551,2725.608,P,CS100
2020-07-11 15:00:00,4.519,0.648,2725.713,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.55,2725.609,P,CS100
2020-07-11 16:00:00,4.519,0.649,2725.712,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.551,2725.608,P,CS100
2020-07-11 17:00:00,4.519,0.649,2725.712,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.551,2725.608,P,CS100
2020-07-11 18:00:00,4.519,0.647,2725.714,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.548,2725.611,P,CS100
2020-07-11 19:00:00,4.519,0.643,2725.718,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.546,2725.613,P,CS100
2020-07-11 20:00:00,4.519,0.643,2725.718,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.543,2725.616,P,CS100
2020-07-11 21:00:00,4.519,0.638,2725.723,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.539,2725.62,P,CS100
2020-07-11 22:00:00,4.519,0.637,2725.724,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.539,2725.62,P,CS100
2020-07-11 23:00:00,4.519,0.635,2725.726,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.538,2725.621,P,CS100
2020-07-12 00:00:00,4.519,0.636,2725.725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.54,2725.619,P,CS100
2020-07-12 01:00:00,4.519,0.636,2725.725,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.54,2725.619,P,CS100
2020-07-12 02:00:00,4.519,0.638,2725.723,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.54,2725.619,P,CS100
2020-07-12 03:00:00,4.623,0.637,2725.724,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.543,2725.616,P,CS100
2020-07-12 04:00:00,4.623,0.639,2725.722,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.544,2725.615,P,CS100
2020-07-12 05:00:00,4.623,0.638,2725.723,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.37,0.544,2725.615,P,CS100
2020-07-12 06:00:00,4.623,0.64,2725.721,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.471,0.546,2725.613,P,CS100
2020-07-12 07:00:00,4.623,0.641,2725.72,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.471,0.547,2725.612,P,CS100
2020-07-12 08:00:00,4.623,0.641,2725.72,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.471,0.548,2725.611,P,CS100
2020-07-12 09:00:00,4.623,0.643,2725.718,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.471,0.55,2725.609,P,CS100
2020-07-12 10:00:00,4.623,0.644,2725.717,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.471,0.548,2725.611,P,CS100
2020-07-12 11:00:00,4.623,0.646,2725.715,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,6.471,0.55,2725.609,P,CS100
