DateTime.MST,SR-SC-1.1_WaterTemp.deg.C,SR-SC-1.1_DTW.m,SR-SC-1.1_WaterLevelElev.masl,SR-SC-2.1_WaterTemp.deg.C,SR-SC-2.1_DTW.m,SR-SC-2.1_WaterLevelElev.masl,SR-SC-2.2_WaterTemp.deg.C,SR-SC-2.2_DTW.m,SR-SC-2.2_WaterLevelElev.masl,SR-BD-WT_WaterTemp.deg.C,SR-BD-WT_DTW.m,SR-BD-WT_WaterLevelElev.masl,SR-OBJ-Fenceline-WT_WaterTemp.deg.C,SR-OBJ-Fenceline-WT_DTW.m,SR-OBJ-Fenceline-WT_WaterLevelElev.masl,DataFlag_01,DataFlag_02
2021-01-02 07:00:00,2.195,0.302,2724.378,1.439,0.441,2724.714,1.439,0.373,2724.852,2.624,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 08:00:00,2.195,0.301,2724.379,1.439,0.44,2724.715,1.439,0.371,2724.854,2.624,-0.535,2725.735,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 09:00:00,2.195,0.297,2724.383,1.439,0.438,2724.717,1.439,0.37,2724.855,2.624,-0.537,2725.737,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 10:00:00,2.195,0.291,2724.389,1.439,0.432,2724.723,1.439,0.363,2724.862,2.624,-0.542,2725.742,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 11:00:00,2.195,0.289,2724.391,1.439,0.43,2724.725,1.439,0.362,2724.863,2.624,-0.545,2725.745,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 12:00:00,2.195,0.295,2724.385,1.439,0.434,2724.721,1.439,0.366,2724.859,2.624,-0.54,2725.74,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 13:00:00,2.195,0.297,2724.383,1.439,0.437,2724.718,1.439,0.37,2724.855,2.624,-0.538,2725.738,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 14:00:00,2.195,0.297,2724.383,1.439,0.436,2724.719,1.439,0.369,2724.856,2.624,-0.538,2725.738,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 15:00:00,2.195,0.297,2724.383,1.439,0.435,2724.72,1.439,0.369,2724.856,2.624,-0.537,2725.737,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 16:00:00,2.195,0.294,2724.386,1.439,0.434,2724.721,1.439,0.366,2724.859,2.624,-0.54,2725.74,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 17:00:00,2.195,0.295,2724.385,1.439,0.432,2724.723,1.439,0.365,2724.86,2.624,-0.538,2725.738,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 18:00:00,2.195,0.299,2724.381,1.439,0.437,2724.718,1.439,0.37,2724.855,2.624,-0.535,2725.735,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 19:00:00,2.195,0.299,2724.381,1.439,0.436,2724.719,1.439,0.37,2724.855,2.624,-0.534,2725.734,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 20:00:00,2.195,0.297,2724.383,1.439,0.436,2724.719,1.439,0.368,2724.857,2.624,-0.537,2725.737,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 21:00:00,2.195,0.297,2724.383,1.439,0.435,2724.72,1.439,0.368,2724.857,2.624,-0.535,2725.735,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 22:00:00,2.195,0.297,2724.383,1.439,0.437,2724.718,1.439,0.369,2724.856,2.624,-0.537,2725.737,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-02 23:00:00,2.195,0.301,2724.379,1.439,0.44,2724.715,1.439,0.374,2724.851,2.624,-0.533,2725.733,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 00:00:00,2.195,0.303,2724.377,1.439,0.442,2724.713,1.439,0.375,2724.85,2.624,-0.53,2725.73,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 01:00:00,2.088,0.304,2724.376,1.439,0.442,2724.713,1.439,0.375,2724.85,2.624,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 02:00:00,2.088,0.303,2724.377,1.439,0.441,2724.714,1.439,0.374,2724.851,2.624,-0.533,2725.733,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 03:00:00,2.088,0.302,2724.378,1.439,0.44,2724.715,1.439,0.372,2724.853,2.624,-0.535,2725.735,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 04:00:00,2.088,0.304,2724.376,1.439,0.443,2724.712,1.439,0.376,2724.849,2.624,-0.533,2725.733,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 05:00:00,2.088,0.3,2724.38,1.439,0.44,2724.715,1.439,0.371,2724.854,2.624,-0.537,2725.737,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 06:00:00,2.088,0.301,2724.379,1.439,0.442,2724.713,1.439,0.372,2724.853,2.624,-0.536,2725.736,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 07:00:00,2.088,0.3,2724.38,1.439,0.438,2724.717,1.439,0.371,2724.854,2.624,-0.537,2725.737,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 08:00:00,2.088,0.301,2724.379,1.439,0.441,2724.714,1.439,0.374,2724.851,2.624,-0.534,2725.734,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 09:00:00,2.088,0.3,2724.38,1.439,0.436,2724.719,1.439,0.369,2724.856,2.624,-0.543,2725.743,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 10:00:00,2.088,0.298,2724.382,1.439,0.434,2724.721,1.439,0.367,2724.858,2.624,-0.543,2725.743,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 11:00:00,2.088,0.295,2724.385,1.439,0.432,2724.723,1.439,0.365,2724.86,2.624,-0.542,2725.742,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 12:00:00,2.088,0.294,2724.386,1.439,0.433,2724.722,1.439,0.366,2724.859,2.624,-0.541,2725.741,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 13:00:00,2.088,0.296,2724.384,1.439,0.434,2724.721,1.439,0.366,2724.859,2.624,-0.539,2725.739,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 14:00:00,2.088,0.298,2724.382,1.439,0.436,2724.719,1.439,0.368,2724.857,2.624,-0.535,2725.735,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 15:00:00,2.088,0.296,2724.384,1.439,0.437,2724.718,1.439,0.368,2724.857,2.517,-0.535,2725.735,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 16:00:00,2.088,0.298,2724.382,1.439,0.437,2724.718,1.439,0.37,2724.855,2.517,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 17:00:00,2.088,0.301,2724.379,1.439,0.439,2724.716,1.439,0.372,2724.853,2.517,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 18:00:00,2.088,0.299,2724.381,1.439,0.438,2724.717,1.439,0.37,2724.855,2.517,-0.534,2725.734,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 19:00:00,2.088,0.301,2724.379,1.439,0.442,2724.713,1.439,0.375,2724.85,2.517,-0.53,2725.73,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 20:00:00,2.088,0.303,2724.377,1.439,0.442,2724.713,1.439,0.374,2724.851,2.517,-0.529,2725.729,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 21:00:00,2.088,0.303,2724.377,1.439,0.444,2724.711,1.439,0.376,2724.849,2.517,-0.526,2725.726,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 22:00:00,2.088,0.304,2724.376,1.439,0.445,2724.71,1.439,0.378,2724.847,2.517,-0.525,2725.725,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-03 23:00:00,2.088,0.305,2724.375,1.439,0.444,2724.711,1.439,0.379,2724.846,2.517,-0.523,2725.723,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 00:00:00,2.088,0.304,2724.376,1.439,0.443,2724.712,1.439,0.377,2724.848,2.517,-0.526,2725.726,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 01:00:00,2.088,0.305,2724.375,1.439,0.445,2724.71,1.439,0.378,2724.847,2.517,-0.524,2725.724,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 02:00:00,2.088,0.305,2724.375,1.439,0.446,2724.709,1.439,0.377,2724.848,2.517,-0.524,2725.724,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 03:00:00,2.088,0.307,2724.373,1.439,0.448,2724.707,1.439,0.379,2724.846,2.517,-0.522,2725.722,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 04:00:00,2.088,0.308,2724.372,1.439,0.446,2724.709,1.439,0.377,2724.848,2.517,-0.523,2725.723,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 05:00:00,2.088,0.307,2724.373,1.439,0.446,2724.709,1.439,0.379,2724.846,2.517,-0.523,2725.723,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 06:00:00,2.088,0.306,2724.374,1.439,0.447,2724.708,1.439,0.379,2724.846,2.517,-0.523,2725.723,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 07:00:00,2.088,0.306,2724.374,1.439,0.448,2724.707,1.439,0.381,2724.844,2.517,-0.525,2725.725,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 08:00:00,2.088,0.304,2724.376,1.439,0.445,2724.71,1.439,0.377,2724.848,2.517,-0.527,2725.727,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 09:00:00,2.088,0.302,2724.378,1.439,0.443,2724.712,1.439,0.375,2724.85,2.517,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 10:00:00,2.088,0.299,2724.381,1.439,0.438,2724.717,1.439,0.372,2724.853,2.517,-0.534,2725.734,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 11:00:00,2.088,0.297,2724.383,1.439,0.438,2724.717,1.439,0.369,2724.856,2.517,-0.535,2725.735,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 12:00:00,2.088,0.297,2724.383,1.439,0.438,2724.717,1.439,0.371,2724.854,2.517,-0.534,2725.734,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 13:00:00,2.088,0.301,2724.379,1.439,0.441,2724.714,1.439,0.374,2724.851,2.517,-0.53,2725.73,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 14:00:00,2.088,0.299,2724.381,1.439,0.439,2724.716,1.439,0.371,2724.854,2.517,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 15:00:00,2.088,0.303,2724.377,1.439,0.443,2724.712,1.439,0.376,2724.849,2.517,-0.527,2725.727,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 16:00:00,2.088,0.3,2724.38,1.439,0.439,2724.716,1.439,0.373,2724.852,2.517,-0.53,2725.73,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 17:00:00,2.088,0.3,2724.38,1.439,0.442,2724.713,1.439,0.373,2724.852,2.517,-0.529,2725.729,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 18:00:00,2.088,0.302,2724.378,1.33,0.445,2724.71,1.439,0.376,2724.849,2.517,-0.526,2725.726,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 19:00:00,2.088,0.299,2724.381,1.439,0.44,2724.715,1.439,0.372,2724.853,2.517,-0.528,2725.728,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 20:00:00,2.088,0.298,2724.382,1.33,0.44,2724.715,1.439,0.373,2724.852,2.517,-0.529,2725.729,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 21:00:00,2.088,0.301,2724.379,1.33,0.443,2724.712,1.439,0.374,2724.851,2.517,-0.527,2725.727,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 22:00:00,2.088,0.301,2724.379,1.33,0.443,2724.712,1.439,0.374,2724.851,2.517,-0.527,2725.727,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-04 23:00:00,2.088,0.298,2724.382,1.33,0.442,2724.713,1.439,0.373,2724.852,2.517,-0.528,2725.728,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 00:00:00,2.088,0.297,2724.383,1.33,0.441,2724.714,1.439,0.371,2724.854,2.517,-0.528,2725.728,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 01:00:00,2.088,0.303,2724.377,1.33,0.446,2724.709,1.439,0.377,2724.848,2.517,-0.523,2725.723,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 02:00:00,2.088,0.3,2724.38,1.33,0.441,2724.714,1.439,0.374,2724.851,2.517,-0.528,2725.728,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 03:00:00,2.088,0.299,2724.381,1.33,0.439,2724.716,1.439,0.373,2724.852,2.517,-0.526,2725.726,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 04:00:00,2.088,0.3,2724.38,1.33,0.442,2724.713,1.439,0.372,2724.853,2.517,-0.528,2725.728,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 05:00:00,2.088,0.304,2724.376,1.33,0.444,2724.711,1.439,0.375,2724.85,2.517,-0.525,2725.725,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 06:00:00,2.088,0.305,2724.375,1.33,0.447,2724.708,1.439,0.378,2724.847,2.517,-0.521,2725.721,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 07:00:00,2.088,0.31,2724.37,1.33,0.449,2724.706,1.439,0.382,2724.843,2.517,-0.519,2725.719,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 08:00:00,2.088,0.304,2724.376,1.33,0.447,2724.708,1.439,0.377,2724.848,2.517,-0.524,2725.724,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 09:00:00,2.088,0.307,2724.373,1.33,0.448,2724.707,1.439,0.379,2724.846,2.517,-0.524,2725.724,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 10:00:00,2.088,0.301,2724.379,1.33,0.443,2724.712,1.439,0.375,2724.85,2.517,-0.528,2725.728,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 11:00:00,2.088,0.299,2724.381,1.33,0.441,2724.714,1.439,0.372,2724.853,2.517,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 12:00:00,2.088,0.303,2724.377,1.33,0.442,2724.713,1.439,0.374,2724.851,2.517,-0.529,2725.729,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 13:00:00,2.088,0.301,2724.379,1.33,0.441,2724.714,1.439,0.374,2724.851,2.517,-0.529,2725.729,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 14:00:00,2.088,0.306,2724.374,1.33,0.446,2724.709,1.439,0.379,2724.846,2.517,-0.525,2725.725,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 15:00:00,2.088,0.303,2724.377,1.33,0.445,2724.71,1.439,0.378,2724.847,2.517,-0.528,2725.728,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 16:00:00,2.088,0.303,2724.377,1.33,0.446,2724.709,1.439,0.377,2724.848,2.517,-0.526,2725.726,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 17:00:00,1.98,0.306,2724.374,1.33,0.447,2724.708,1.439,0.378,2724.847,2.517,-0.526,2725.726,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 18:00:00,1.98,0.305,2724.375,1.33,0.446,2724.709,1.439,0.377,2724.848,2.517,-0.525,2725.725,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 19:00:00,1.98,0.304,2724.376,1.33,0.444,2724.711,1.439,0.375,2724.85,2.517,-0.526,2725.726,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 20:00:00,1.98,0.307,2724.373,1.33,0.448,2724.707,1.439,0.379,2724.846,2.517,-0.524,2725.724,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 21:00:00,1.98,0.306,2724.374,1.33,0.447,2724.708,1.439,0.377,2724.848,2.517,-0.524,2725.724,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 22:00:00,1.98,0.306,2724.374,1.33,0.448,2724.707,1.439,0.378,2724.847,2.517,-0.525,2725.725,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-05 23:00:00,1.98,0.306,2724.374,1.33,0.447,2724.708,1.439,0.378,2724.847,2.517,-0.523,2725.723,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 00:00:00,1.98,0.304,2724.376,1.33,0.445,2724.71,1.439,0.376,2724.849,2.517,-0.524,2725.724,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 01:00:00,1.98,0.307,2724.373,1.33,0.45,2724.705,1.439,0.378,2724.847,2.517,-0.521,2725.721,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 02:00:00,1.98,0.306,2724.374,1.33,0.449,2724.706,1.439,0.379,2724.846,2.517,-0.52,2725.72,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 03:00:00,1.98,0.304,2724.376,1.33,0.447,2724.708,1.439,0.378,2724.847,2.517,-0.524,2725.724,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 04:00:00,1.98,0.306,2724.374,1.33,0.449,2724.706,1.439,0.378,2724.847,2.517,-0.519,2725.719,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 05:00:00,1.98,0.307,2724.373,1.33,0.45,2724.705,1.439,0.381,2724.844,2.517,-0.519,2725.719,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 06:00:00,1.98,0.306,2724.374,1.33,0.449,2724.706,1.33,0.378,2724.847,2.517,-0.516,2725.716,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 07:00:00,1.98,0.306,2724.374,1.33,0.448,2724.707,1.439,0.379,2724.846,2.517,-0.517,2725.717,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 08:00:00,1.98,0.304,2724.376,1.33,0.447,2724.708,1.33,0.377,2724.848,2.517,-0.517,2725.717,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 09:00:00,1.98,0.303,2724.377,1.33,0.446,2724.709,1.439,0.377,2724.848,2.517,-0.521,2725.721,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 10:00:00,1.98,0.299,2724.381,1.33,0.444,2724.711,1.33,0.375,2724.85,2.517,-0.523,2725.723,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 11:00:00,1.98,0.295,2724.385,1.33,0.438,2724.717,1.33,0.369,2724.856,2.517,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 12:00:00,1.98,0.296,2724.384,1.33,0.44,2724.715,1.33,0.369,2724.856,2.517,-0.536,2725.736,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 13:00:00,1.98,0.298,2724.382,1.33,0.44,2724.715,1.33,0.368,2724.857,2.517,-0.536,2725.736,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 14:00:00,1.98,0.3,2724.38,1.33,0.44,2724.715,1.33,0.37,2724.855,2.517,-0.534,2725.734,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 15:00:00,1.98,0.297,2724.383,1.33,0.438,2724.717,1.33,0.371,2724.854,2.517,-0.534,2725.734,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
2021-01-06 16:00:00,1.98,0.301,2724.379,1.33,0.44,2724.715,1.33,0.371,2724.854,2.517,-0.532,2725.732,-99999,-99999,-99999,P,KCOCREST39 & KCOCREST46
